"",drug,cell_line,IC50,OncotreeCode
80644,5-azacytidine,HCC44,1.795146,LUAD
80645,A-366,HCC44,4.601867,LUAD
80646,ABT737,HCC44,4.478066,LUAD
80647,AGI-5198,HCC44,4.995625,LUAD
80648,AGI-6780,HCC44,5.051372,LUAD
80649,AGK2,HCC44,2.504700,LUAD
80650,AMG-319,HCC44,4.304532,LUAD
80651,AT13148,HCC44,2.020739,LUAD
80652,AZ6102,HCC44,2.446298,LUAD
80653,AZ960,HCC44,2.139098,LUAD
80654,AZD1208,HCC44,5.511495,LUAD
80655,AZD1332,HCC44,2.866404,LUAD
80656,AZD2014,HCC44,1.634921,LUAD
80657,AZD3759,HCC44,3.636024,LUAD
80658,AZD4547,HCC44,3.328692,LUAD
80659,AZD5153,HCC44,-0.714475,LUAD
80660,AZD5363,HCC44,1.402402,LUAD
80661,AZD5438,HCC44,2.505372,LUAD
80662,AZD5582,HCC44,0.397413,LUAD
80663,AZD5991,HCC44,4.387001,LUAD
80664,AZD6738,HCC44,3.108118,LUAD
80665,AZD7762,HCC44,-0.250401,LUAD
80666,AZD8055,HCC44,-1.356945,LUAD
80667,AZD8186,HCC44,1.863511,LUAD
80668,Acetalax,HCC44,6.742900,LUAD
80669,Afatinib,HCC44,1.429299,LUAD
80670,Afuresertib,HCC44,1.917172,LUAD
80671,Alisertib,HCC44,1.270911,LUAD
80672,Alpelisib,HCC44,2.891003,LUAD
80673,Avagacestat,HCC44,4.988084,LUAD
80674,Axitinib,HCC44,1.640729,LUAD
80675,BI-2536,HCC44,-2.398083,LUAD
80676,BIBR-1532,HCC44,5.022071,LUAD
80677,BMS-345541,HCC44,3.453984,LUAD
80678,BMS-536924,HCC44,0.310705,LUAD
80679,BMS-754807,HCC44,0.354319,LUAD
80680,Bleomycin,HCC44,2.739789,LUAD
80681,Bleomycin (50 uM),HCC44,-0.246612,LUAD
80682,Bortezomib,HCC44,-4.389947,LUAD
80683,Bosutinib,HCC44,2.633671,LUAD
80684,Bromosporine,HCC44,0.944913,LUAD
80685,Buparlisib,HCC44,0.444828,LUAD
80686,CPI-637,HCC44,4.856993,LUAD
80687,CZC24832,HCC44,5.347102,LUAD
80688,Camptothecin,HCC44,-1.849027,LUAD
80689,Carmustine,HCC44,6.768166,LUAD
80690,Cediranib,HCC44,1.553094,LUAD
80691,Cisplatin,HCC44,2.129741,LUAD
80692,Crizotinib,HCC44,1.435341,LUAD
80693,Cyclophosphamide,HCC44,5.653241,LUAD
80694,Cytarabine,HCC44,1.270447,LUAD
80695,Dabrafenib,HCC44,4.649392,LUAD
80696,Dacarbazine,HCC44,5.704613,LUAD
80697,Dactinomycin,HCC44,-4.049143,LUAD
80698,Dactolisib,HCC44,-1.689694,LUAD
80699,Daporinad,HCC44,-3.416505,LUAD
80700,Dasatinib,HCC44,-1.638682,LUAD
80701,Dihydrorotenone,HCC44,1.182665,LUAD
80702,Dinaciclib,HCC44,-2.188327,LUAD
80703,Docetaxel,HCC44,-4.701683,LUAD
80704,Doramapimod,HCC44,5.672985,LUAD
80705,EPZ004777,HCC44,5.336904,LUAD
80706,EPZ5676,HCC44,5.502511,LUAD
80707,Elephantin,HCC44,5.451810,LUAD
80708,Entinostat,HCC44,2.293400,LUAD
80709,Entospletinib,HCC44,3.707340,LUAD
80710,Epirubicin,HCC44,-1.520492,LUAD
80711,Erlotinib,HCC44,4.281137,LUAD
80712,Fludarabine,HCC44,4.602044,LUAD
80713,Foretinib,HCC44,0.357698,LUAD
80714,Fulvestrant,HCC44,4.129437,LUAD
80715,GDC0810,HCC44,4.630951,LUAD
80716,GNE-317,HCC44,-0.033176,LUAD
80717,GSK-LSD1,HCC44,3.071437,LUAD
80718,GSK1904529A,HCC44,4.775262,LUAD
80719,GSK2110183B,HCC44,1.905189,LUAD
80720,GSK2578215A,HCC44,5.634903,LUAD
80721,GSK2606414,HCC44,3.714826,LUAD
80722,GSK2801,HCC44,5.257999,LUAD
80723,GSK2830371,HCC44,5.672985,LUAD
80724,GSK343,HCC44,3.029756,LUAD
80725,GSK591,HCC44,4.200189,LUAD
80726,GW441756,HCC44,3.028588,LUAD
80727,Gallibiscoquinazole,HCC44,2.034279,LUAD
80728,Gefitinib,HCC44,3.878197,LUAD
80729,Gemcitabine,HCC44,-1.198533,LUAD
80730,I-BET-762,HCC44,2.180594,LUAD
80731,I-BRD9,HCC44,4.416587,LUAD
80732,ICL-SIRT078,HCC44,4.266465,LUAD
80733,IWP-2,HCC44,3.235345,LUAD
80734,Ibrutinib,HCC44,4.175931,LUAD
80735,Ipatasertib,HCC44,2.391574,LUAD
80736,Irinotecan,HCC44,3.249719,LUAD
80737,JNK Inhibitor VIII,HCC44,5.257159,LUAD
80738,JQ1,HCC44,-1.099153,LUAD
80739,KRAS (G12C) Inhibitor-12,HCC44,3.998989,LUAD
80740,KU-55933,HCC44,4.162502,LUAD
80741,L-Oxonoreleagnine,HCC44,3.295549,LUAD
80742,LCL161,HCC44,4.928174,LUAD
80743,LGK974,HCC44,4.108961,LUAD
80744,LJI308,HCC44,5.547190,LUAD
80745,LMP744,HCC44,-0.370410,LUAD
80746,LY2109761,HCC44,5.610494,LUAD
80747,Lapatinib,HCC44,3.660299,LUAD
80748,Leflunomide,HCC44,4.617135,LUAD
80749,Lenalidomide,HCC44,4.742169,LUAD
80750,Lestaurtinib,HCC44,-1.216354,LUAD
80751,Linsitinib,HCC44,2.975571,LUAD
80752,Luminespib,HCC44,-3.685298,LUAD
80753,MG-132,HCC44,-1.627554,LUAD
80754,MIM1,HCC44,3.968682,LUAD
80755,MIRA-1,HCC44,5.857729,LUAD
80756,MK-1775,HCC44,0.161393,LUAD
80757,MK-2206,HCC44,2.095996,LUAD
80758,MK-8776,HCC44,4.242261,LUAD
80759,ML323,HCC44,5.105725,LUAD
80760,MN-64,HCC44,3.823874,LUAD
80761,Methotrexate,HCC44,-3.315846,LUAD
80762,Mirin,HCC44,4.421796,LUAD
80763,Mitoxantrone,HCC44,1.292487,LUAD
80764,Motesanib,HCC44,5.672985,LUAD
80765,Mycophenolic acid,HCC44,1.290314,LUAD
80766,NVP-ADW742,HCC44,2.280930,LUAD
80767,Navitoclax,HCC44,3.450899,LUAD
80768,Nelarabine,HCC44,5.450778,LUAD
80769,Nilotinib,HCC44,4.521173,LUAD
80770,Niraparib,HCC44,4.570394,LUAD
80771,Nutlin-3a (-),HCC44,5.170742,LUAD
80772,OF-1,HCC44,5.189052,LUAD
80773,OSI-027,HCC44,0.132892,LUAD
80774,OTX015,HCC44,1.203054,LUAD
80775,Obatoclax Mesylate,HCC44,0.231624,LUAD
80776,Olaparib,HCC44,3.910952,LUAD
80777,Osimertinib,HCC44,2.477805,LUAD
80778,Oxaliplatin,HCC44,4.330565,LUAD
80779,P22077,HCC44,5.672985,LUAD
80780,PCI-34051,HCC44,4.434699,LUAD
80781,PD0325901,HCC44,-0.367883,LUAD
80782,PD173074,HCC44,3.557978,LUAD
80783,PFI3,HCC44,5.660464,LUAD
80784,PLX-4720,HCC44,4.846995,LUAD
80785,POMHEX,HCC44,0.925595,LUAD
80786,PRIMA-1MET,HCC44,6.735998,LUAD
80787,PRT062607,HCC44,2.675359,LUAD
80788,Paclitaxel,HCC44,-4.212760,LUAD
80789,Palbociclib,HCC44,3.774035,LUAD
80790,Pevonedistat,HCC44,0.044870,LUAD
80791,Picolinici-acid,HCC44,5.294499,LUAD
80792,Pictilisib,HCC44,-0.039571,LUAD
80793,Podophyllotoxin bromide,HCC44,-1.509447,LUAD
80794,Pyridostatin,HCC44,3.423907,LUAD
80795,RO-3306,HCC44,3.496328,LUAD
80796,RVX-208,HCC44,3.724685,LUAD
80797,Rapamycin,HCC44,-2.331972,LUAD
80798,Refametinib,HCC44,-0.293340,LUAD
80799,Ribociclib,HCC44,4.249266,LUAD
80800,Romidepsin,HCC44,-5.825876,LUAD
80801,Rucaparib,HCC44,4.554985,LUAD
80802,Ruxolitinib,HCC44,3.315329,LUAD
80803,SB216763,HCC44,5.414825,LUAD
80804,SCH772984,HCC44,0.521466,LUAD
80805,SGC-CBP30,HCC44,4.562973,LUAD
80806,SN-38,HCC44,-3.123946,LUAD
80807,Sabutoclax,HCC44,1.119276,LUAD
80808,Sapitinib,HCC44,3.995156,LUAD
80809,Savolitinib,HCC44,2.025955,LUAD
80810,Schweinfurthin A,HCC44,1.050630,LUAD
80811,Selumetinib,HCC44,2.548194,LUAD
80812,Sepantronium bromide,HCC44,-3.769420,LUAD
80813,Serdemetan,HCC44,2.864095,LUAD
80814,Sinularin,HCC44,2.545375,LUAD
80815,Sorafenib,HCC44,2.303686,LUAD
80816,Staurosporine,HCC44,-4.391019,LUAD
80817,TW 37,HCC44,1.190031,LUAD
80818,Talazoparib,HCC44,3.467598,LUAD
80819,Tamoxifen,HCC44,3.820678,LUAD
80820,Tanespimycin,HCC44,-2.966634,LUAD
80821,Taselisib,HCC44,0.532499,LUAD
80822,Telomerase Inhibitor IX,HCC44,0.195543,LUAD
80823,Temozolomide,HCC44,6.239610,LUAD
80824,Temsirolimus,HCC44,0.377452,LUAD
80825,Teniposide,HCC44,-0.118153,LUAD
80826,Topotecan,HCC44,1.038994,LUAD
80827,Trametinib,HCC44,-2.293020,LUAD
80828,UMI-77,HCC44,1.782841,LUAD
80829,UNC0379,HCC44,2.103273,LUAD
80830,UNC0638,HCC44,3.710826,LUAD
80831,Ulixertinib,HCC44,1.427423,LUAD
80832,Uprosertib,HCC44,1.927192,LUAD
80833,VE-822,HCC44,4.098178,LUAD
80834,VE821,HCC44,4.217973,LUAD
80835,VX-11e,HCC44,0.735134,LUAD
80836,Veliparib,HCC44,5.095038,LUAD
80837,Venetoclax,HCC44,3.492928,LUAD
80838,Vinblastine,HCC44,-5.203826,LUAD
80839,Vincristine,HCC44,-2.625821,LUAD
80840,Vinorelbine,HCC44,-4.385959,LUAD
80841,Vismodegib,HCC44,4.823908,LUAD
80842,Vorinostat,HCC44,1.606156,LUAD
80843,WEHI-539,HCC44,3.861421,LUAD
80844,WIKI4,HCC44,3.889636,LUAD
80845,WZ4003,HCC44,3.106045,LUAD
80846,Wee1 Inhibitor,HCC44,1.879625,LUAD
80847,Wnt-C59,HCC44,3.663860,LUAD
80848,XAV939,HCC44,3.787909,LUAD
80849,YK-4-279,HCC44,1.393915,LUAD
80850,Zoledronate,HCC44,4.023199,LUAD
81073,5-Fluorouracil,SBC5,4.235186,SCLC
81074,5-azacytidine,SBC5,1.954290,SCLC
81075,A-366,SBC5,4.523727,SCLC
81076,ABT737,SBC5,2.653261,SCLC
81077,AGI-5198,SBC5,2.957813,SCLC
81078,AGI-6780,SBC5,2.600050,SCLC
81079,AGK2,SBC5,2.339741,SCLC
81080,AMG-319,SBC5,4.606650,SCLC
81081,AT13148,SBC5,4.950400,SCLC
81082,AZ6102,SBC5,2.092058,SCLC
81083,AZ960,SBC5,0.378978,SCLC
81084,AZD1208,SBC5,4.877146,SCLC
81085,AZD1332,SBC5,4.323790,SCLC
81086,AZD2014,SBC5,0.700118,SCLC
81087,AZD3759,SBC5,2.742974,SCLC
81088,AZD4547,SBC5,2.047435,SCLC
81089,AZD5153,SBC5,1.378676,SCLC
81090,AZD5363,SBC5,2.597410,SCLC
81091,AZD5438,SBC5,1.666211,SCLC
81092,AZD5582,SBC5,1.927635,SCLC
81093,AZD5991,SBC5,2.617452,SCLC
81094,AZD6738,SBC5,1.108303,SCLC
81095,AZD7762,SBC5,0.028250,SCLC
81096,AZD8055,SBC5,-1.100159,SCLC
81097,AZD8186,SBC5,2.215178,SCLC
81098,Acetalax,SBC5,4.076753,SCLC
81099,Afatinib,SBC5,1.779285,SCLC
81100,Afuresertib,SBC5,1.913859,SCLC
81101,Alisertib,SBC5,1.260396,SCLC
81102,Alpelisib,SBC5,4.367739,SCLC
81103,Avagacestat,SBC5,5.216536,SCLC
81104,Axitinib,SBC5,2.043233,SCLC
81105,BI-2536,SBC5,-1.933505,SCLC
81106,BIBR-1532,SBC5,4.544026,SCLC
81107,BMS-345541,SBC5,4.711853,SCLC
81108,BMS-536924,SBC5,2.436394,SCLC
81109,BMS-754807,SBC5,1.025281,SCLC
81110,Bleomycin,SBC5,2.652065,SCLC
81111,Bleomycin (50 uM),SBC5,2.833576,SCLC
81112,Bortezomib,SBC5,-4.972940,SCLC
81113,Bosutinib,SBC5,2.964906,SCLC
81114,Bromosporine,SBC5,2.859467,SCLC
81115,Buparlisib,SBC5,0.044321,SCLC
81116,CCT007093,SBC5,4.356979,SCLC
81117,CPI-637,SBC5,3.758301,SCLC
81118,CZC24832,SBC5,5.078800,SCLC
81119,Camptothecin,SBC5,-3.462917,SCLC
81120,Carmustine,SBC5,5.396505,SCLC
81121,Cediranib,SBC5,1.762279,SCLC
81122,Cisplatin,SBC5,2.828839,SCLC
81123,Crizotinib,SBC5,1.644698,SCLC
81124,Cyclophosphamide,SBC5,4.231731,SCLC
81125,Cytarabine,SBC5,0.155014,SCLC
81126,Dabrafenib,SBC5,4.998843,SCLC
81127,Dacarbazine,SBC5,5.470497,SCLC
81128,Dactinomycin,SBC5,-4.107827,SCLC
81129,Dactolisib,SBC5,-2.891339,SCLC
81130,Dasatinib,SBC5,3.797414,SCLC
81131,Dihydrorotenone,SBC5,-0.163728,SCLC
81132,Dinaciclib,SBC5,-3.752861,SCLC
81133,Docetaxel,SBC5,-5.704185,SCLC
81134,Doramapimod,SBC5,5.075361,SCLC
81135,EHT-1864,SBC5,3.532437,SCLC
81136,EPZ004777,SBC5,4.742089,SCLC
81137,EPZ5676,SBC5,5.391459,SCLC
81138,Elephantin,SBC5,1.844123,SCLC
81139,Entinostat,SBC5,2.512843,SCLC
81140,Entospletinib,SBC5,2.906015,SCLC
81141,Epirubicin,SBC5,-2.043852,SCLC
81142,Erlotinib,SBC5,2.589115,SCLC
81143,Fludarabine,SBC5,5.458486,SCLC
81144,Foretinib,SBC5,-0.218163,SCLC
81145,Fulvestrant,SBC5,2.799752,SCLC
81146,GDC0810,SBC5,4.610567,SCLC
81147,GNE-317,SBC5,-0.637266,SCLC
81148,GSK-LSD1,SBC5,2.726220,SCLC
81149,GSK1904529A,SBC5,3.314227,SCLC
81150,GSK2110183B,SBC5,3.685913,SCLC
81151,GSK2578215A,SBC5,4.612601,SCLC
81152,GSK2606414,SBC5,3.316405,SCLC
81153,GSK2801,SBC5,4.754634,SCLC
81154,GSK2830371,SBC5,5.122305,SCLC
81155,GSK343,SBC5,3.495753,SCLC
81156,GSK591,SBC5,4.222277,SCLC
81157,GW441756,SBC5,2.225942,SCLC
81158,Gallibiscoquinazole,SBC5,1.178770,SCLC
81159,Gefitinib,SBC5,3.463914,SCLC
81160,Gemcitabine,SBC5,-4.728408,SCLC
81161,I-BET-762,SBC5,3.928546,SCLC
81162,I-BRD9,SBC5,4.128694,SCLC
81163,ICL-SIRT078,SBC5,3.349629,SCLC
81164,IWP-2,SBC5,2.790248,SCLC
81165,Ibrutinib,SBC5,5.057901,SCLC
81166,Ipatasertib,SBC5,3.105458,SCLC
81167,Irinotecan,SBC5,1.374989,SCLC
81168,JNK Inhibitor VIII,SBC5,4.800888,SCLC
81169,JQ1,SBC5,1.186295,SCLC
81170,KRAS (G12C) Inhibitor-12,SBC5,3.257066,SCLC
81171,KU-55933,SBC5,4.832811,SCLC
81172,L-Oxonoreleagnine,SBC5,3.191807,SCLC
81173,LCL161,SBC5,5.051005,SCLC
81174,LGK974,SBC5,2.644355,SCLC
81175,LJI308,SBC5,5.025968,SCLC
81176,LMP744,SBC5,-1.221832,SCLC
81177,LY2109761,SBC5,3.988999,SCLC
81178,Lapatinib,SBC5,4.769262,SCLC
81179,Leflunomide,SBC5,4.737134,SCLC
81180,Lenalidomide,SBC5,5.115825,SCLC
81181,Lestaurtinib,SBC5,0.800879,SCLC
81182,Linsitinib,SBC5,3.412289,SCLC
81183,Luminespib,SBC5,-3.344244,SCLC
81184,MG-132,SBC5,-1.089955,SCLC
81185,MIM1,SBC5,3.240210,SCLC
81186,MIRA-1,SBC5,5.038539,SCLC
81187,MK-1775,SBC5,-0.141994,SCLC
81188,MK-2206,SBC5,3.207717,SCLC
81189,MK-8776,SBC5,2.871039,SCLC
81190,ML323,SBC5,3.488201,SCLC
81191,MN-64,SBC5,4.918080,SCLC
81192,Methotrexate,SBC5,-1.218046,SCLC
81193,Mirin,SBC5,4.641444,SCLC
81194,Mitoxantrone,SBC5,-1.796320,SCLC
81195,Motesanib,SBC5,4.858418,SCLC
81196,Mycophenolic acid,SBC5,0.785957,SCLC
81197,N-acetyl cysteine,SBC5,8.702752,SCLC
81198,NU7441,SBC5,2.706769,SCLC
81199,NVP-ADW742,SBC5,2.454868,SCLC
81200,Navitoclax,SBC5,2.342444,SCLC
81201,Nelarabine,SBC5,5.749554,SCLC
81202,Nilotinib,SBC5,1.689027,SCLC
81203,Niraparib,SBC5,5.091606,SCLC
81204,Nutlin-3a (-),SBC5,4.481555,SCLC
81205,OF-1,SBC5,2.911132,SCLC
81206,OSI-027,SBC5,2.830024,SCLC
81207,OTX015,SBC5,3.755584,SCLC
81208,Obatoclax Mesylate,SBC5,0.297738,SCLC
81209,Olaparib,SBC5,3.675289,SCLC
81210,Osimertinib,SBC5,0.999219,SCLC
81211,Oxaliplatin,SBC5,3.939913,SCLC
81212,P22077,SBC5,2.998478,SCLC
81213,PCI-34051,SBC5,3.522463,SCLC
81214,PD0325901,SBC5,2.393720,SCLC
81215,PD173074,SBC5,4.079053,SCLC
81216,PFI-1,SBC5,3.836291,SCLC
81217,PFI3,SBC5,4.941306,SCLC
81218,PLX-4720,SBC5,5.266850,SCLC
81219,POMHEX,SBC5,0.801893,SCLC
81220,PRIMA-1MET,SBC5,3.041634,SCLC
81221,PRT062607,SBC5,3.152297,SCLC
81222,Paclitaxel,SBC5,-4.386430,SCLC
81223,Palbociclib,SBC5,3.109525,SCLC
81224,Pevonedistat,SBC5,-1.287787,SCLC
81225,Picolinici-acid,SBC5,4.961137,SCLC
81226,Pictilisib,SBC5,0.371831,SCLC
81227,Podophyllotoxin bromide,SBC5,-2.027791,SCLC
81228,Pyridostatin,SBC5,3.187803,SCLC
81229,RO-3306,SBC5,3.074942,SCLC
81230,RVX-208,SBC5,5.007083,SCLC
81231,Rapamycin,SBC5,-3.227102,SCLC
81232,Refametinib,SBC5,2.491712,SCLC
81233,Remodelin,SBC5,3.923451,SCLC
81234,Ribociclib,SBC5,2.904685,SCLC
81235,Romidepsin,SBC5,-6.160292,SCLC
81236,Rucaparib,SBC5,3.545149,SCLC
81237,Ruxolitinib,SBC5,4.924988,SCLC
81238,SB216763,SBC5,4.280921,SCLC
81239,SB590885,SBC5,4.077816,SCLC
81240,SCH772984,SBC5,3.212352,SCLC
81241,SGC-CBP30,SBC5,3.922453,SCLC
81242,SGC0946,SBC5,0.839761,SCLC
81243,SN-38,SBC5,-4.766749,SCLC
81244,Sabutoclax,SBC5,-0.134249,SCLC
81245,Sapitinib,SBC5,4.196114,SCLC
81246,Savolitinib,SBC5,0.129487,SCLC
81247,Schweinfurthin A,SBC5,-0.146987,SCLC
81248,Selumetinib,SBC5,3.854524,SCLC
81249,Sepantronium bromide,SBC5,-6.010128,SCLC
81250,Serdemetan,SBC5,3.263757,SCLC
81251,Sinularin,SBC5,2.824862,SCLC
81252,Sorafenib,SBC5,1.918246,SCLC
81253,Staurosporine,SBC5,-1.629562,SCLC
81254,Talazoparib,SBC5,1.657672,SCLC
81255,Tamoxifen,SBC5,2.314587,SCLC
81256,Tanespimycin,SBC5,-1.446685,SCLC
81257,Taselisib,SBC5,1.427988,SCLC
81258,Telomerase Inhibitor IX,SBC5,1.075109,SCLC
81259,Temozolomide,SBC5,6.038255,SCLC
81260,Temsirolimus,SBC5,-1.419126,SCLC
81261,Teniposide,SBC5,-2.106895,SCLC
81262,Topotecan,SBC5,-1.305679,SCLC
81263,Trametinib,SBC5,0.782280,SCLC
81264,UMI-77,SBC5,2.947539,SCLC
81265,UNC0379,SBC5,3.245494,SCLC
81266,UNC0638,SBC5,3.616398,SCLC
81267,Ulixertinib,SBC5,2.750304,SCLC
81268,Uprosertib,SBC5,3.250506,SCLC
81269,VE-822,SBC5,4.409634,SCLC
81270,VE821,SBC5,3.813660,SCLC
81271,VX-11e,SBC5,2.931969,SCLC
81272,Veliparib,SBC5,4.250666,SCLC
81273,Venetoclax,SBC5,1.544853,SCLC
81274,Vinblastine,SBC5,-5.107720,SCLC
81275,Vincristine,SBC5,-4.465806,SCLC
81276,Vinorelbine,SBC5,-5.356935,SCLC
81277,Vismodegib,SBC5,4.846059,SCLC
81278,Vorinostat,SBC5,0.584084,SCLC
81279,WEHI-539,SBC5,4.422089,SCLC
81280,WIKI4,SBC5,2.562355,SCLC
81281,WZ4003,SBC5,4.827236,SCLC
81282,Wee1 Inhibitor,SBC5,1.905918,SCLC
81283,Wnt-C59,SBC5,3.851502,SCLC
81284,XAV939,SBC5,4.909287,SCLC
81285,YK-4-279,SBC5,0.301290,SCLC
81286,ZM447439,SBC5,3.825433,SCLC
81287,Zoledronate,SBC5,3.416530,SCLC
81288,alpha-lipoic acid,SBC5,6.056494,SCLC
81289,glutathione,SBC5,8.330439,SCLC
81290,5-Fluorouracil,IALM,6.945379,LCLC
81291,5-azacytidine,IALM,5.179132,LCLC
81292,A-366,IALM,5.713020,LCLC
81293,ABT737,IALM,2.939883,LCLC
81294,AGI-5198,IALM,5.409898,LCLC
81295,AGI-6780,IALM,5.499261,LCLC
81296,AGK2,IALM,3.467286,LCLC
81297,AMG-319,IALM,4.801469,LCLC
81298,AT13148,IALM,6.085659,LCLC
81299,AZ6102,IALM,4.584558,LCLC
81300,AZ960,IALM,3.667043,LCLC
81301,AZD1208,IALM,5.171699,LCLC
81302,AZD1332,IALM,3.466925,LCLC
81303,AZD2014,IALM,2.426441,LCLC
81304,AZD3759,IALM,3.935465,LCLC
81305,AZD4547,IALM,2.651540,LCLC
81306,AZD5153,IALM,3.576701,LCLC
81307,AZD5363,IALM,5.962838,LCLC
81308,AZD5438,IALM,6.033815,LCLC
81309,AZD5582,IALM,4.883229,LCLC
81310,AZD5991,IALM,5.349052,LCLC
81311,AZD6738,IALM,5.597764,LCLC
81312,AZD7762,IALM,2.342159,LCLC
81313,AZD8055,IALM,0.964777,LCLC
81314,AZD8186,IALM,6.107953,LCLC
81315,Acetalax,IALM,5.699454,LCLC
81316,Afatinib,IALM,4.411422,LCLC
81317,Afuresertib,IALM,5.242256,LCLC
81318,Alisertib,IALM,2.904527,LCLC
81319,Alpelisib,IALM,5.018844,LCLC
81320,Avagacestat,IALM,5.585041,LCLC
81321,Axitinib,IALM,3.840256,LCLC
81322,BI-2536,IALM,2.983158,LCLC
81323,BIBR-1532,IALM,4.396682,LCLC
81324,BMS-345541,IALM,4.655522,LCLC
81325,BMS-536924,IALM,2.664686,LCLC
81326,BMS-754807,IALM,3.871236,LCLC
81327,Bleomycin,IALM,4.156904,LCLC
81328,Bleomycin (50 uM),IALM,5.226431,LCLC
81329,Bortezomib,IALM,-3.251954,LCLC
81330,Bosutinib,IALM,4.486255,LCLC
81331,Bromosporine,IALM,2.192832,LCLC
81332,Buparlisib,IALM,3.209676,LCLC
81333,CCT007093,IALM,6.105822,LCLC
81334,CPI-637,IALM,4.656443,LCLC
81335,CZC24832,IALM,5.760713,LCLC
81336,Camptothecin,IALM,-2.425279,LCLC
81337,Carmustine,IALM,5.644398,LCLC
81338,Cediranib,IALM,3.346271,LCLC
81339,Cisplatin,IALM,4.453401,LCLC
81340,Crizotinib,IALM,5.021937,LCLC
81341,Cyclophosphamide,IALM,5.997021,LCLC
81342,Cytarabine,IALM,4.449831,LCLC
81343,Dabrafenib,IALM,4.855690,LCLC
81344,Dacarbazine,IALM,6.728006,LCLC
81345,Dactinomycin,IALM,-0.500569,LCLC
81346,Dactolisib,IALM,0.557799,LCLC
81347,Daporinad,IALM,0.137852,LCLC
81348,Dasatinib,IALM,2.005263,LCLC
81349,Dihydrorotenone,IALM,1.817033,LCLC
81350,Dinaciclib,IALM,3.331911,LCLC
81351,Docetaxel,IALM,1.318402,LCLC
81352,Doramapimod,IALM,4.518488,LCLC
81353,EHT-1864,IALM,3.605202,LCLC
81354,EPZ004777,IALM,6.300500,LCLC
81355,EPZ5676,IALM,6.287521,LCLC
81356,Elephantin,IALM,6.779222,LCLC
81357,Entinostat,IALM,2.953559,LCLC
81358,Entospletinib,IALM,4.796463,LCLC
81359,Epirubicin,IALM,2.034813,LCLC
81360,Erlotinib,IALM,5.198611,LCLC
81361,Fludarabine,IALM,6.798606,LCLC
81362,Foretinib,IALM,2.622853,LCLC
81363,Fulvestrant,IALM,4.728176,LCLC
81364,GDC0810,IALM,4.802353,LCLC
81365,GNE-317,IALM,3.869726,LCLC
81366,GSK-LSD1,IALM,2.571042,LCLC
81367,GSK1904529A,IALM,4.919276,LCLC
81368,GSK2110183B,IALM,4.398308,LCLC
81369,GSK2578215A,IALM,6.106856,LCLC
81370,GSK2606414,IALM,4.656943,LCLC
81371,GSK2801,IALM,5.894423,LCLC
81372,GSK2830371,IALM,6.107953,LCLC
81373,GSK343,IALM,4.463766,LCLC
81374,GSK591,IALM,5.816567,LCLC
81375,GW441756,IALM,2.228637,LCLC
81376,Gallibiscoquinazole,IALM,3.668099,LCLC
81377,Gefitinib,IALM,4.182042,LCLC
81378,Gemcitabine,IALM,3.349416,LCLC
81379,I-BET-762,IALM,3.524746,LCLC
81380,I-BRD9,IALM,4.705635,LCLC
81381,ICL-SIRT078,IALM,5.977231,LCLC
81382,IWP-2,IALM,3.417500,LCLC
81383,Ibrutinib,IALM,6.103566,LCLC
81384,Ipatasertib,IALM,5.664302,LCLC
81385,Irinotecan,IALM,5.058673,LCLC
81386,JNK Inhibitor VIII,IALM,6.107953,LCLC
81387,JQ1,IALM,3.601079,LCLC
81388,KRAS (G12C) Inhibitor-12,IALM,6.765160,LCLC
81389,KU-55933,IALM,4.377486,LCLC
81390,L-Oxonoreleagnine,IALM,4.526264,LCLC
81391,LCL161,IALM,6.097019,LCLC
81392,LGK974,IALM,4.752548,LCLC
81393,LJI308,IALM,6.077403,LCLC
81394,LMP744,IALM,2.284345,LCLC
81395,LY2109761,IALM,5.567322,LCLC
81396,Lapatinib,IALM,4.804736,LCLC
81397,Leflunomide,IALM,6.796564,LCLC
81398,Lenalidomide,IALM,5.320192,LCLC
81399,Lestaurtinib,IALM,1.827031,LCLC
81400,Linsitinib,IALM,5.004200,LCLC
81401,Luminespib,IALM,0.044960,LCLC
81402,MG-132,IALM,-0.852963,LCLC
81403,MIM1,IALM,4.846097,LCLC
81404,MIRA-1,IALM,5.370155,LCLC
81405,MK-1775,IALM,2.807263,LCLC
81406,MK-2206,IALM,4.805051,LCLC
81407,MK-8776,IALM,3.954728,LCLC
81408,ML323,IALM,5.040195,LCLC
81409,MN-64,IALM,5.897429,LCLC
81410,Methotrexate,IALM,1.353333,LCLC
81411,Mirin,IALM,6.071596,LCLC
81412,Mitoxantrone,IALM,3.640278,LCLC
81413,Motesanib,IALM,6.107953,LCLC
81414,Mycophenolic acid,IALM,3.565394,LCLC
81415,N-acetyl cysteine,IALM,10.903080,LCLC
81416,NU7441,IALM,2.810157,LCLC
81417,NVP-ADW742,IALM,5.559806,LCLC
81418,Navitoclax,IALM,1.902864,LCLC
81419,Nelarabine,IALM,6.711545,LCLC
81420,Nilotinib,IALM,5.221663,LCLC
81421,Niraparib,IALM,6.011296,LCLC
81422,Nutlin-3a (-),IALM,5.188250,LCLC
81423,OF-1,IALM,3.646684,LCLC
81424,OSI-027,IALM,1.552712,LCLC
81425,OTX015,IALM,4.178772,LCLC
81426,Obatoclax Mesylate,IALM,1.161644,LCLC
