,drug,cell_line,IC50,prediction
7296,Mycophenolic acid,NCIH1781,2.404170222,1.373615
7297,MIM1,NCIH1781,3.733080452,3.447205
7298,WEHI-539,NCIH1781,3.62158012,3.822886
7299,Trametinib,NCIH1781,0.746604942,1.347733
7300,AZD8186,NCIH1781,2.41399077,2.491775
7301,JQ1,NCIH1781,5.690223522,4.343229
7302,Rapamycin,NCIH1781,-3.809705575,-2.260845
7303,POMHEX,NCIH1781,1.283212047,1.683297
7304,WZ4003,NCIH1792,2.253799158,2.804617
7305,Vinorelbine,NCIH1792,-5.098085637,-5.062128
7306,Nutlin-3a (-),NCIH1792,5.038085566,4.726746
7307,Mitoxantrone,NCIH1792,-1.666399723,-0.872878
7308,UMI-77,NCIH1792,1.744769105,3.564978
7309,Ulixertinib,NCIH1792,1.214810083,2.229441
7310,ML323,NCIH1792,4.203627794,4.581548
7311,Obatoclax Mesylate,NCIH1792,0.712879116,0.513717
7312,Temsirolimus,NCIH1792,-0.327623493,1.019773
7313,Afuresertib,NCIH1792,2.308575132,2.888409
7314,UNC0379,NCIH1792,2.914034161,3.068918
7315,Lestaurtinib,NCIH1792,0.031132584,-0.26308
7316,Refametinib,NCIH1792,-0.003845833,1.200939
7317,Alisertib,NCIH1792,0.904998144,0.121844
7318,Bortezomib,NCIH1792,-3.267527015,-4.596861
7319,AZD5582,NCIH1792,2.51565385,2.584769
7320,Romidepsin,NCIH1792,-5.314257092,-5.444888
7321,PFI-1,NCIH1792,3.660147155,3.361703
7322,AZD3759,NCIH1792,2.902947313,2.692794
7323,EPZ5676,NCIH1793,7.207649064,7.322857
7324,Doramapimod,NCIH1793,7.255133083,6.633043
7325,UNC0638,NCIH1793,6.457674583,6.057774
7326,ZM447439,NCIH1793,6.301781445,4.804704
7327,Foretinib,NCIH1793,3.13737034,2.250555
7328,AGI-5198,NCIH1793,5.927880155,6.103241
7329,Nutlin-3a (-),NCIH1793,6.638690894,6.924112
7330,VE-822,NCIH1793,6.54386377,6.030783
7331,Venetoclax,NCIH1793,2.954021978,4.081184
7332,AZD5438,NCIH1793,5.176194682,5.116851
7333,GSK2606414,NCIH1793,6.523441736,5.348716
7334,LMP744,NCIH1793,1.727353931,1.570114
7335,Serdemetan,NCIH1793,7.220156337,5.430919
7336,AGI-6780,NCIH1793,5.015413166,5.51808
7337,Pictilisib,NCIH1793,1.280848652,0.905899
7338,NU7441,NCIH1793,5.049113585,4.492656
7339,Cediranib,NCIH1793,3.631720142,3.114591
7340,Camptothecin,NCIH1793,-1.569089369,0.634134
7341,AZD8055,NCIH1793,0.316282743,-0.595047
7342,IOX2,NCIH1836,3.620777566,3.769913
7343,Wnt-C59,NCIH1836,5.405458829,5.936455
7344,IWP-2,NCIH1836,3.75495443,3.565989
7345,AZD5363,NCIH1836,4.908101651,4.461917
7346,GSK591,NCIH1836,5.303793379,5.599575
7347,Dasatinib,NCIH1836,4.743873617,4.289807
7348,Veliparib,NCIH1836,6.999836545,6.30205
7349,Bicalutamide,NCIH1836,4.849389525,5.907856
7350,VE821,NCIH1836,5.154109792,4.300982
7351,Tamoxifen,NCIH1836,6.461320822,6.206812
7352,GW441756,NCIH1836,5.38581511,4.852554
7353,Pictilisib,NCIH1836,4.156386967,2.960464
7354,Cediranib,NCIH1836,5.314773801,3.167252
7355,Foretinib,NCIH1836,2.662565772,1.98894
7356,Entinostat,NCIH1836,0.589945641,1.489773
7357,Oxaliplatin,NCIH1836,6.360586868,5.813558
7358,P22077,NCIH1838,5.416531078,6.367836
7359,Dasatinib,NCIH1838,0.752173475,0.914495
7360,Vinblastine,NCIH1838,-0.605283169,-0.057269
7361,AT13148,NCIH1838,2.644564596,6.02354
7362,AZD5363,NCIH1838,4.688947301,3.832803
7363,Staurosporine,NCIH1838,-1.68672256,-1.039156
7364,ABT737,NCIH1838,2.947754598,3.476867
7365,MIM1,NCIH1838,6.695420733,5.444694
7366,Linsitinib,NCIH1838,4.193224998,4.736736
7367,BMS-754807,NCIH1838,3.102174982,3.912189
7368,Tamoxifen,NCIH1838,6.747632756,5.437391
7369,OSI-027,NCIH1838,5.829615539,3.52505
7370,VE821,NCIH1838,5.475733779,6.072963
7371,Vinorelbine,NCIH1838,2.208057164,0.410362
7372,Vincristine,NCIH1869,2.850193543,2.583502
7373,Olaparib,NCIH1869,4.996001646,5.18656
7374,AGK2,NCIH1869,4.576658863,3.685732
7375,GNE-317,NCIH1869,1.147389378,0.973263
7376,Sepantronium bromide,NCIH1869,-5.609808287,-4.034947
7377,LGK974,NCIH1869,4.686744368,5.175449
7378,Entospletinib,NCIH1869,3.944477527,4.502016
7379,SGC-CBP30,NCIH1869,5.156781271,4.754753
7380,PD173074,NCIH1869,4.428086017,4.829255
7381,Topotecan,NCIH1869,4.438048097,3.14244
7382,Axitinib,NCIH1869,4.939947186,4.994419
7383,AZ960,NCIH1869,2.240171268,3.832968
7384,Rapamycin,NCIH1869,0.570455808,-0.773422
7385,IWP-2,NCIH1869,4.000293859,3.538298
7386,Vinorelbine,NCIH1869,0.896784693,0.668248
7387,BMS-345541,NCIH1869,4.232582696,4.50144
7388,Sinularin,NCIH1876,1.744614605,3.186539
7389,BIBR-1532,NCIH1876,3.589476322,4.469165
7390,VX-11e,NCIH1876,4.656399953,3.331038
7391,PD173074,NCIH1876,3.252996158,4.317714
7392,Crizotinib,NCIH1876,1.723709267,1.916474
7393,Methotrexate,NCIH1876,2.886066568,-0.125608
7394,Gemcitabine,NCIH1876,-3.739307727,-4.27728
7395,GSK-LSD1,NCIH1876,1.163306004,2.039908
7396,GSK2110183B,NCIH1876,3.110777929,3.500897
7397,Tamoxifen,NCIH1876,4.598384481,3.355727
7398,AGI-6780,NCIH1876,5.246501363,4.217788
7399,JNK Inhibitor VIII,NCIH1876,4.257289745,5.128846
7400,KRAS (G12C) Inhibitor-12,NCIH1876,3.237471872,3.465209
7401,Bortezomib,NCIH1876,-3.703995969,-4.362234
7402,Podophyllotoxin bromide,NCIH1876,-2.016669981,-1.475786
7403,Gallibiscoquinazole,NCIH1876,1.186257095,2.181541
7404,Savolitinib,NCIH1876,2.312220004,1.917437
7405,Sapitinib,NCIH1876,5.140568823,4.108533
7406,AZD5582,NCIH1876,1.655199469,2.277813
7407,NVP-ADW742,NCIH1915,4.222621087,3.592061
7408,BIBR-1532,NCIH1915,4.729375754,5.351622
7409,Cisplatin,NCIH1915,3.867004767,3.658022
7410,L-Oxonoreleagnine,NCIH1915,4.739330993,3.666232
7411,BI-2536,NCIH1915,-3.013427954,-1.090148
7412,Navitoclax,NCIH1915,2.998206815,4.227317
7413,Camptothecin,NCIH1915,-1.754913045,-1.791422
7414,Entospletinib,NCIH1915,3.582161473,3.895348
7415,WIKI4,NCIH1915,4.692451524,4.376773
7416,Palbociclib,NCIH1915,3.615367372,3.367705
7417,WEHI-539,NCIH1915,4.259118357,5.264935
7418,Gefitinib,NCIH1915,3.985505311,4.267916
7419,AZD4547,NCIH1915,3.476671417,4.282128
7420,Picolinici-acid,NCIH1915,5.897672753,5.412837
7421,Veliparib,NCIH1915,4.252022801,6.055825
7422,GSK2606414,NCIH1915,4.679801059,4.369216
7423,RO-3306,NCIH1915,3.292245443,3.538177
7424,AT13148,NCIH1915,5.477606399,3.43787
7425,Teniposide,NCIH1915,1.871089233,1.047027
7426,Oxaliplatin,NCIH1944,4.235197201,4.078123
7427,AZD1332,NCIH1944,4.666838485,4.283682
7428,PLX-4720,NCIH1944,5.910429556,4.551956
7429,AGI-5198,NCIH1944,4.351078814,4.70466
7430,WZ4003,NCIH1944,4.649896606,3.660892
7431,Fludarabine,NCIH1944,3.342018934,4.384061
7432,GSK2578215A,NCIH1944,5.802224514,5.289023
7433,UNC0379,NCIH1944,5.210661841,4.496348
7434,KRAS (G12C) Inhibitor-12,NCIH1944,5.468656659,4.309408
7435,AZD5363,NCIH1944,2.246042481,3.008744
7436,Talazoparib,NCIH1944,2.306370176,2.990014
7437,Bortezomib,NCIH1944,-2.212859352,-4.182941
7438,GDC0810,NCIH1944,5.190025693,5.14222
7439,PFI-1,NCIH1944,4.211632349,3.779212
7440,LGK974,NCIH1944,3.239563179,3.38159
7441,Mirin,NCIH1944,4.143813004,4.667451
7442,Sepantronium bromide,NCIH1944,-2.960989186,-2.003248
7443,UNC0638,NCIH1944,6.053907131,5.215175
7444,XAV939,NCIH1944,3.803398829,4.292234
7445,Osimertinib,NCIH196,1.765612774,1.95048
7446,Ipatasertib,NCIH196,3.862708455,3.933578
7447,OF-1,NCIH196,4.495783691,4.081566
7448,SGC-CBP30,NCIH196,3.701652408,4.190254
7449,CCT007093,NCIH196,6.160942243,5.405671
7450,Palbociclib,NCIH196,4.574120917,4.777677
7451,5-Fluorouracil,NCIH196,2.994138473,6.298205
7452,AZD6738,NCIH196,3.709570878,3.404739
7453,Methotrexate,NCIH196,-0.8249991,-0.926208
7454,Dihydrorotenone,NCIH196,2.831773531,0.826152
7455,MK-1775,NCIH196,0.968089994,1.612215
7456,Sorafenib,NCIH196,3.773170867,3.401985
7457,AZD1332,NCIH196,5.017421169,4.352651
7458,PLX-4720,NCIH196,5.431758422,5.252101
7459,LJI308,NCIH196,4.984097606,5.587049
7460,alpha-lipoic acid,NCIH196,7.89156997,7.366882
7461,UMI-77,NCIH196,3.369687288,3.853544
7462,Uprosertib,NCIH196,4.239385304,3.720599
7463,WIKI4,NCIH196,3.475682707,3.843979
7464,Tamoxifen,NCIH1963,2.64942204,3.274006
7465,BMS-754807,NCIH1963,-0.033344013,1.252697
7466,CCT007093,NCIH1963,5.080771676,4.776667
7467,Trametinib,NCIH1963,1.760646557,2.351051
7468,AZD5363,NCIH1963,4.609451133,3.819366
7469,IWP-2,NCIH1963,1.837568521,2.427828
7470,AZD6738,NCIH1963,1.951369032,2.131703
7471,RVX-208,NCIH1963,5.127400694,4.587722
7472,Teniposide,NCIH1963,-0.042123583,-0.784008
7473,WEHI-539,NCIH1963,-1.506392341,0.020458
7474,Paclitaxel,NCIH1963,-3.832206277,-4.088644
7475,SB216763,NCIH1963,4.952985696,4.767074
7476,WIKI4,NCIH1963,2.416890575,3.388405
7477,I-BET-762,NCIH1963,3.813051061,4.158534
7478,Afatinib,NCIH1963,1.406726365,1.772071
7479,Avagacestat,NCIH1963,3.978956404,4.261894
7480,Ibrutinib,NCIH1963,2.323097687,4.62368
7481,Pevonedistat,NCIH1963,-3.098671067,-1.229527
7482,SCH772984,NCIH1975,2.417146141,1.65076
7483,AT13148,NCIH1975,1.324424688,3.074586
7484,Afuresertib,NCIH1975,1.050417257,1.949549
7485,GSK2830371,NCIH1975,6.035625295,6.00911
7486,RO-3306,NCIH1975,3.81594045,3.980375
7487,AZD8186,NCIH1975,1.656322983,1.869802
7488,ZM447439,NCIH1975,3.984920774,2.509658
7489,MK-8776,NCIH1975,4.003365512,4.807979
7490,P22077,NCIH1975,3.605711307,4.426712
7491,Ipatasertib,NCIH1975,1.765922635,2.180551
7492,AZD5153,NCIH1975,1.258334251,1.82478
7493,Vincristine,NCIH1975,-3.241981776,-1.945587
7494,Camptothecin,NCIH1975,-1.462570394,-1.323903
7495,Podophyllotoxin bromide,NCIH1975,-0.781166323,-1.000638
7496,Acetalax,NCIH1975,6.22662553,4.631586
7497,Foretinib,NCIH1975,1.552580706,0.265651
7498,AZD1208,NCIH1975,5.555038091,5.184307
7499,Bosutinib,NCIH1975,3.277075388,2.151391
7500,LY2109761,NCIH1975,5.832720304,5.779559
7501,ZM447439,NCIH2009,3.382448839,3.430234
7502,Tamoxifen,NCIH2009,4.187921476,4.244512
7503,Temozolomide,NCIH2009,6.8799093,6.880068
7504,Paclitaxel,NCIH2009,-3.447364822,-3.50595
7505,MK-1775,NCIH2009,-0.053351655,0.933372
7506,AZD4547,NCIH2009,4.457178608,4.014562
7507,Docetaxel,NCIH2009,-5.530361712,-4.562464
7508,AZD6738,NCIH2009,2.569220497,2.248698
7509,Dabrafenib,NCIH2009,5.80710781,4.266026
7510,UMI-77,NCIH2009,2.19179895,2.436276
7511,Gemcitabine,NCIH2009,0.144301636,-2.161542
7512,Dactinomycin,NCIH2009,-4.463591995,-3.612862
7513,Ulixertinib,NCIH2009,3.351715254,2.075635
7514,Cytarabine,NCIH2009,1.711466982,1.84831
7515,Doramapimod,NCIH2023,6.257353852,5.776513
7516,GSK2110183B,NCIH2023,3.627585946,2.886828
7517,OF-1,NCIH2023,5.482145302,4.974298
7518,TW 37,NCIH2023,1.629322862,1.465214
7519,Bosutinib,NCIH2023,4.376200697,2.838269
7520,VE821,NCIH2023,3.611910521,4.077814
7521,PCI-34051,NCIH2023,6.18288931,4.927616
7522,ABT737,NCIH2023,3.159419066,4.303228
7523,Methotrexate,NCIH2023,-0.576087251,-0.345243
7524,Wee1 Inhibitor,NCIH2023,2.298220087,2.005779
7525,Epirubicin,NCIH2023,-1.279653967,-1.419036
7526,5-Fluorouracil,NCIH2023,2.306731455,3.659367
7527,AZD8186,NCIH2023,3.647045356,2.523982
7528,Rapamycin,NCIH2023,-4.116866113,-3.0163
7529,Topotecan,NCIH2023,0.162238949,-0.153028
7530,RVX-208,NCIH2023,4.970500778,5.338127
7531,Tamoxifen,NCIH2023,5.006127214,4.783512
7532,ZM447439,NCIH2023,2.338941073,2.934608
7533,Gefitinib,NCIH2023,4.176660653,3.344476
7534,Pevonedistat,NCIH2029,4.730557334,3.153814
7535,Oxaliplatin,NCIH2029,4.907160166,4.777246
7536,Alpelisib,NCIH2029,3.439293521,4.081424
7537,AZD5153,NCIH2029,3.133229799,2.862495
7538,Temozolomide,NCIH2029,6.145508351,6.505879
7539,AZD7762,NCIH2029,2.599532414,1.733963
7540,GSK2578215A,NCIH2029,4.528962667,4.887572
7541,LGK974,NCIH2029,3.816642929,4.283026
7542,WEHI-539,NCIH2029,5.381118093,3.896852
7543,LCL161,NCIH2029,4.336678352,4.610324
7544,Bicalutamide,NCIH2029,4.745025685,4.863827
7545,PD173074,NCIH2029,4.459383368,4.79872
7546,P22077,NCIH2029,4.072812403,4.647803
7547,PLX-4720,NCIH2029,5.626607724,4.885653
7548,AZD3759,NCIH2029,2.69271195,2.464551
7549,PFI-1,NCIH2029,5.346020147,4.472083
7550,Ulixertinib,NCIH2029,3.130949999,3.472356
7551,Rucaparib,NCIH2029,4.693872195,4.570132
7552,Topotecan,NCIH2029,1.181436191,0.649692
7553,SB216763,NCIH2030,5.937378366,5.618233
7554,AZD4547,NCIH2030,3.345039492,4.368156
7555,Pictilisib,NCIH2030,1.249306947,0.841009
7556,SB590885,NCIH2030,5.493239589,5.440009
7557,Elesclomol,NCIH2030,1.910491495,-1.145759
7558,MK-1775,NCIH2030,1.122212073,0.650518
7559,P22077,NCIH2030,5.053384842,5.400274
7560,Selumetinib,NCIH2030,2.734581209,3.706091
7561,BMS-536924,NCIH2030,1.662763124,1.290107
7562,GSK269962A,NCIH2030,3.044016679,2.712668
7563,Niraparib,NCIH2030,4.736991052,4.736181
7564,Sorafenib,NCIH2030,3.026519803,2.702011
7565,AZD5363,NCIH2030,3.044222592,3.177032
7566,Wnt-C59,NCIH2030,5.344953143,4.998233
7567,LGK974,NCIH2030,5.434446593,4.93066
7568,Trametinib,NCIH2030,-0.531077446,0.027244
7569,Tamoxifen,NCIH2052,4.03861494,3.822407
7570,GDC0810,NCIH2052,6.13078779,5.227874
7571,RVX-208,NCIH2052,4.884941329,5.786719
7572,IWP-2,NCIH2052,3.720304169,3.146289
7573,WEHI-539,NCIH2052,5.610945551,4.844368
7574,PD173074,NCIH2052,4.340572058,4.455871
7575,5-Fluorouracil,NCIH2052,5.218760321,5.960471
7576,Staurosporine,NCIH2052,-2.165972668,-3.519767
7577,Motesanib,NCIH2052,6.32063674,6.024905
7578,Epirubicin,NCIH2052,-0.927438995,-1.099932
7579,VE-822,NCIH2052,4.96520654,5.478012
7580,Navitoclax,NCIH2052,3.099151648,2.471678
7581,UNC0379,NCIH2052,4.138142649,4.745268
7582,OSI-027,NCIH2052,4.590587029,3.917729
7583,KRAS (G12C) Inhibitor-12,NCIH2052,6.525918012,5.850437
7584,Remodelin,NCIH2052,6.597890185,5.494406
7585,Wnt-C59,NCIH2052,5.37521703,4.960811
7586,Dabrafenib,NCIH2052,5.344260112,5.133838
7587,MK-2206,NCIH2052,3.41140182,3.481979
7588,WIKI4,NCIH2081,3.460903234,3.598859
7589,PF-4708671,NCIH2081,2.563194815,3.800632
7590,AZD4547,NCIH2081,5.029006066,2.325773
7591,GSK2606414,NCIH2081,3.714880954,4.052738
7592,Elesclomol,NCIH2081,-2.390729673,-1.850786
7593,BMS-754807,NCIH2081,0.764607477,0.909899
7594,Luminespib,NCIH2081,-1.916807871,-1.908571
7595,Methotrexate,NCIH2081,2.141202692,2.701829
7596,CCT007093,NCIH2081,5.125193508,4.911395
7597,MK-1775,NCIH2081,0.825784653,0.158029
7598,Cyclophosphamide,NCIH2081,5.524610174,4.917738
7599,LY2109761,NCIH2081,3.423246826,5.166456
7600,AMG-319,NCIH2081,4.298047384,4.819099
7601,Alisertib,NCIH2081,-1.245003639,-0.412232
7602,CZC24832,NCIH2081,5.627351688,5.37221
7603,VX-11e,NCIH2081,2.948435521,4.012959
7604,PFI-1,NCIH2085,5.790430334,4.811439
7605,GNE-317,NCIH2085,1.276334892,1.182108
7606,Taselisib,NCIH2085,2.833658244,2.312224
7607,Wnt-C59,NCIH2085,4.614359575,5.356819
7608,VE821,NCIH2085,4.913209049,4.99027
7609,Schweinfurthin A,NCIH2085,1.352662071,3.481135
7610,AZD5991,NCIH2085,6.174180608,6.344643
7611,Cyclophosphamide,NCIH2085,5.685724792,5.666013
7612,glutathione,NCIH2085,7.789817256,9.619005
7613,Picolinici-acid,NCIH2085,5.578869945,5.47836
7614,Lenalidomide,NCIH2085,5.682779587,5.772808
7615,AGI-5198,NCIH2085,5.959981668,5.204989
7616,Wee1 Inhibitor,NCIH2085,1.440407328,2.555421
7617,Romidepsin,NCIH2085,-4.430299343,-5.29607
7618,AZD5438,NCIH2085,3.463769825,3.077714
7619,RO-3306,NCIH2085,4.553182688,4.481491
7620,LY2109761,NCIH2085,6.216213746,5.675969
7621,Leflunomide,NCIH2085,5.155080212,5.614714
7622,BIBR-1532,NCIH2085,5.441732093,5.510326
7623,Teniposide,NCIH2087,1.062494302,0.893952
7624,Afuresertib,NCIH2087,4.700643742,4.622457
7625,UNC0379,NCIH2087,4.195260164,4.57379
7626,Tamoxifen,NCIH2087,4.78354225,5.237817
7627,LCL161,NCIH2087,6.407334453,5.860852
7628,Navitoclax,NCIH2087,2.301654294,3.748701
7629,Gallibiscoquinazole,NCIH2087,4.087285882,3.672806
7630,Irinotecan,NCIH2087,2.166155611,2.680905
7631,Lapatinib,NCIH2087,5.528088097,5.192973
7632,Leflunomide,NCIH2087,7.27454772,5.922219
7633,Fludarabine,NCIH2087,7.227254966,6.320218
7634,Podophyllotoxin bromide,NCIH2087,1.084789733,0.458097
7635,Lenalidomide,NCIH2087,4.922773613,6.419396
7636,GSK1904529A,NCIH2087,5.539452639,5.457916
7637,Talazoparib,NCIH2087,3.676266354,3.557505
7638,Buparlisib,NCIH2087,2.009496464,2.03684
7639,MN-64,NCIH2087,5.550479513,6.006615
7640,Nilotinib,NCIH2087,3.328035061,4.84148
7641,CPI-637,NCIH2087,3.526346966,5.120399
7642,Tanespimycin,NCIH209,1.357493266,-0.051476
7643,MK-2206,NCIH209,3.287010174,2.573795
7644,Trametinib,NCIH209,2.195756169,1.925946
7645,UNC0638,NCIH209,2.338247923,3.304913
7646,Venetoclax,NCIH209,-2.3374616,1.11924
7647,Motesanib,NCIH209,5.06209919,5.033484
7648,Lestaurtinib,NCIH209,-2.077356034,-1.302411
7649,ZM447439,NCIH209,1.463089938,1.27702
7650,Savolitinib,NCIH209,2.247292811,1.875441
7651,WIKI4,NCIH209,2.282631698,3.696019
7652,Paclitaxel,NCIH209,-5.104501488,-4.586167
7653,Linsitinib,NCIH209,3.684488385,3.600527
7654,AZD7762,NCIH209,-1.427905951,-1.246342
7655,YK-4-279,NCIH209,1.462137695,0.361115
7656,Sepantronium bromide,NCIH209,-5.913067568,-5.740119
7657,Doramapimod,NCIH209,4.960708528,4.931178
7658,Fulvestrant,NCIH209,3.3557333,3.301766
7659,Gallibiscoquinazole,NCIH209,1.134142046,2.001109
7660,PFI-1,NCIH209,3.787184689,3.870946
7661,OTX015,NCIH211,0.174669584,-0.156904
7662,Lapatinib,NCIH211,2.02201241,3.051643
7663,Bleomycin (50 uM),NCIH211,0.773959735,2.603281
7664,JNK Inhibitor VIII,NCIH211,4.110184155,4.719175
7665,PD173074,NCIH211,1.791388492,2.627017
7666,GNE-317,NCIH211,-0.289584272,0.221555
7667,Ulixertinib,NCIH211,0.686528166,2.274752
7668,Mitoxantrone,NCIH211,-0.072247354,-0.970088
7669,Uprosertib,NCIH211,3.023779829,3.052423
7670,Nilotinib,NCIH211,2.005484339,1.638832
7671,Staurosporine,NCIH211,-4.426642217,-3.488361
7672,Serdemetan,NCIH211,2.542898811,2.288239
7673,I-BET-762,NCIH211,1.597616392,0.830227
7674,Sinularin,NCIH211,3.396896583,2.858556
7675,Niraparib,NCIH211,3.496227675,2.269222
7676,EPZ5676,NCIH211,5.139773488,4.624091
7677,Romidepsin,NCIH211,-6.184958427,-5.614266
7678,PD0325901,NCIH211,1.369325465,2.775949
7679,AZD6482,NCIH2110,3.382319308,3.116166
7680,Vorinostat,NCIH2110,1.497021214,1.445071
7681,Nutlin-3a (-),NCIH2110,3.895559664,4.465198
7682,Foretinib,NCIH2110,1.064580628,0.211108
7683,Staurosporine,NCIH2110,-2.873846515,-3.484309
7684,Vinorelbine,NCIH2110,-4.534038922,-4.966687
7685,Gemcitabine,NCIH2110,-4.662189506,-2.309435
7686,Navitoclax,NCIH2110,3.878387969,2.813536
7687,SGC0946,NCIH2110,1.957387938,1.765487
7688,Sapitinib,NCIH2110,1.099381623,2.400556
7689,SB216763,NCIH2110,5.247093665,5.14639
7690,Nilotinib,NCIH2110,2.015159182,2.944468
7691,Methotrexate,NCIH2110,2.324911131,1.753188
7692,AZD8186,NCIH2110,2.640347052,2.123425
7693,Rapamycin,NCIH2110,-2.169899052,-2.142976
7694,VX-11e,NCIH2110,0.503298685,1.439835
7695,Bortezomib,NCIH2122,-4.206931305,-5.19843
7696,RVX-208,NCIH2122,4.050123994,4.036275
7697,Luminespib,NCIH2122,-2.536891724,-3.262261
7698,IWP-2,NCIH2122,0.365711497,2.288345
7699,Tanespimycin,NCIH2122,-1.685860571,-0.87804
7700,Dactolisib,NCIH2122,-2.938698878,-2.74957
7701,BMS-754807,NCIH2122,-1.912589334,0.154703
7702,Irinotecan,NCIH2122,2.096421191,1.989051
7703,Teniposide,NCIH2122,-1.015310913,-1.005541
7704,EPZ004777,NCIH2122,4.474857291,4.52672
7705,AMG-319,NCIH2122,5.001639028,4.467862
7706,AZD5363,NCIH2122,1.199345221,2.377132
7707,Dacarbazine,NCIH2122,4.909520489,4.711111
7708,Bromosporine,NCIH2122,2.15199856,1.071112
7709,Taselisib,NCIH2122,-0.379901144,-0.030306
7710,Erlotinib,NCIH2122,0.570652434,2.074487
7711,SB590885,NCIH2122,3.041187007,3.968068
7712,PD173074,NCIH2122,2.884031537,2.925181
7713,Ipatasertib,NCIH2122,1.142710794,2.370276
7714,CZC24832,NCIH2170,4.061355827,4.967293
7715,AZD8186,NCIH2170,2.486751356,2.522642
7716,GSK2830371,NCIH2170,5.090329957,5.183132
7717,Sepantronium bromide,NCIH2170,-3.663827974,-4.347414
7718,Sapitinib,NCIH2170,-0.505755116,-0.80532
7719,JNK Inhibitor VIII,NCIH2170,5.140804541,5.377
7720,Ribociclib,NCIH2170,3.971136829,3.836507
7721,Alisertib,NCIH2170,0.371933068,-0.384509
7722,Camptothecin,NCIH2170,-3.956039297,-3.457859
7723,alpha-lipoic acid,NCIH2170,7.629875695,7.706972
7724,Axitinib,NCIH2170,1.651365087,1.66121
7725,Tanespimycin,NCIH2170,-2.950654081,-1.219341
7726,MIM1,NCIH2170,2.818768729,3.780243
7727,AZD5438,NCIH2170,1.013150769,1.749173
7728,GSK-LSD1,NCIH2170,2.551454224,2.586606
7729,Rucaparib,NCIH2170,2.670250164,3.69608
7730,Bromosporine,NCIH2170,2.996868663,2.826853
7731,PD173074,NCIH2170,2.888291678,3.785594
7732,BIBR-1532,NCIH2170,5.070407734,4.617327
7733,Buparlisib,NCIH2171,0.198236134,0.274539
7734,Bortezomib,NCIH2171,-5.527282503,-5.52795
7735,BIBR-1532,NCIH2171,3.971615697,4.176733
7736,AZD4547,NCIH2171,2.068888654,3.035951
7737,Paclitaxel,NCIH2171,-5.427479066,-5.508737
7738,Daporinad,NCIH2171,1.249506038,-5.317191
7739,Picolinici-acid,NCIH2171,3.658723507,4.310805
7740,Telomerase Inhibitor IX,NCIH2171,-0.331170544,-0.497731
7741,Afuresertib,NCIH2171,0.849672202,1.020474
7742,Sorafenib,NCIH2171,1.565087794,1.563508
7743,Nutlin-3a (-),NCIH2171,3.73167147,4.389058
7744,GSK1904529A,NCIH2171,2.508979778,3.252557
7745,Niraparib,NCIH2171,2.813665922,2.279104
7746,SL0101,NCIH2171,3.122772629,3.722414
7747,Ruxolitinib,NCIH2171,3.578240629,4.191188
7748,IOX2,NCIH2171,1.344213141,1.703
7749,Dabrafenib,NCIH2172,5.72019622,5.27164
7750,LCL161,NCIH2172,4.567016296,5.208942
7751,Ipatasertib,NCIH2172,4.930216875,4.793165
7752,Sapitinib,NCIH2172,5.29151502,4.990772
7753,Mirin,NCIH2172,6.475581152,5.27222
7754,ML323,NCIH2172,4.517694083,4.731647
7755,VX-11e,NCIH2172,2.296108698,3.091581
7756,MK-2206,NCIH2172,3.818119208,3.515348
7757,Lenalidomide,NCIH2172,5.745018569,5.488763
7758,EPZ5676,NCIH2172,5.442014102,5.710472
7759,VE821,NCIH2172,5.502403907,4.44192
7760,Dactolisib,NCIH2172,-0.63053534,-0.0716
7761,Tozasertib,NCIH2172,4.857964718,2.66925
7762,Avagacestat,NCIH2172,4.735556639,4.651029
7763,Temsirolimus,NCIH2172,1.75870928,2.03399
7764,AGI-6780,NCIH2172,4.42955912,4.898262
7765,Serdemetan,NCIH2196,2.23974594,3.920988
7766,Talazoparib,NCIH2196,2.322426094,1.727043
7767,EHT-1864,NCIH2196,3.357868913,3.4958
7768,PFI-1,NCIH2196,5.886310272,4.773949
7769,Telomerase Inhibitor IX,NCIH2196,0.993876696,0.402022
7770,PRT062607,NCIH2196,3.320192254,3.264716
7771,GSK269962A,NCIH2196,3.203478858,3.54048
7772,Dabrafenib,NCIH2196,4.880413811,5.608155
7773,AZD3759,NCIH2196,3.478150693,2.426356
7774,SL0101,NCIH2196,5.46510415,5.034676
7775,GSK2578215A,NCIH2196,5.129870012,5.183813
7776,Fulvestrant,NCIH2196,3.571652707,3.237928
7777,Avagacestat,NCIH2196,4.636657123,4.683689
7778,SCH772984,NCIH2196,4.846795806,4.656553
7779,OF-1,NCIH2196,3.503657733,4.453235
7780,Ibrutinib,NCIH2196,5.077889705,4.556935
7781,Dinaciclib,NCIH2227,-2.270929317,-1.144974
7782,GSK-LSD1,NCIH2227,4.006152325,2.711723
7783,VE821,NCIH2227,3.940125381,5.542569
7784,Irinotecan,NCIH2227,0.701489935,0.784038
7785,Carmustine,NCIH2227,7.172413008,6.537405
7786,MG-132,NCIH2227,-1.585115921,-1.146815
7787,EPZ004777,NCIH2227,4.874084172,5.570819
7788,GSK269962A,NCIH2227,1.355423011,1.897126
7789,Sapitinib,NCIH2227,5.039521058,5.90805
7790,Mitoxantrone,NCIH2227,-0.244263268,0.882896
7791,JNK Inhibitor VIII,NCIH2227,6.313868755,5.599471
