"",drug,cell_line,prediction,OncotreeCode,IC50,Drug_Name,IC50_mean,IC50_std,Z-Score
1435,Alpelisib,SCLC.NCIH526,3.184716,SCLC,3.837750,Alpelisib,3.451086,1.407226,-0.189287
1436,Avagacestat,SCLC.NCIH526,4.428739,SCLC,4.450674,Avagacestat,4.759122,1.072116,-0.308160
1437,Axitinib,SCLC.NCIH526,0.417251,SCLC,0.818767,Axitinib,2.903591,1.677112,-1.482513
1438,BMS-345541,SCLC.NCIH526,2.316931,SCLC,2.212395,BMS-345541,3.277956,1.320431,-0.727812
1439,BMS-536924,SCLC.NCIH526,1.691804,SCLC,2.674545,BMS-536924,2.108959,1.381132,-0.302038
1440,BMS-754807,SCLC.NCIH526,-0.977221,SCLC,0.187923,BMS-754807,2.163231,1.997750,-1.571994
1441,Bortezomib,SCLC.NCIH526,-5.510383,SCLC,-4.421346,Bortezomib,-4.739097,1.068388,-0.721916
1442,Bosutinib,SCLC.NCIH526,2.022663,SCLC,2.681641,Bosutinib,2.618644,1.532012,-0.389018
1443,Buparlisib,SCLC.NCIH526,0.176916,SCLC,0.987368,Buparlisib,1.132283,0.942456,-1.013699
1444,CCT007093,SCLC.NCIH526,4.558950,SCLC,4.585229,CCT007093,5.191327,0.862412,-0.733266
1445,CZC24832,SCLC.NCIH526,4.711004,SCLC,4.508728,CZC24832,5.137594,0.949818,-0.449128
1446,Camptothecin,SCLC.NCIH526,-5.146049,SCLC,-4.845681,Camptothecin,-2.257481,1.838996,-1.570731
1447,Cediranib,SCLC.NCIH526,1.525152,SCLC,2.870305,Cediranib,2.271131,1.192376,-0.625624
1448,Crizotinib,SCLC.NCIH526,0.652593,SCLC,1.537962,Crizotinib,2.560661,1.510603,-1.263117
1449,Cyclophosphamide,SCLC.NCIH526,4.646141,SCLC,4.527271,Cyclophosphamide,5.259220,0.888712,-0.689851
1450,Dactinomycin,SCLC.NCIH526,-4.126884,SCLC,-2.434466,Dactinomycin,-3.772788,1.882940,-0.188055
1451,Dactolisib,SCLC.NCIH526,-1.894897,SCLC,0.322827,Dactolisib,-1.510724,1.429786,-0.268693
1452,Dasatinib,SCLC.NCIH526,2.911170,SCLC,3.255488,Dasatinib,1.287237,2.324073,0.698744
1453,Dinaciclib,SCLC.NCIH526,-3.542723,SCLC,-3.808682,Dinaciclib,-2.654463,1.473357,-0.602882
1454,Docetaxel,SCLC.NCIH526,-5.460578,SCLC,-5.038353,Docetaxel,-3.417161,2.548602,-0.801780
1455,Doramapimod,SCLC.NCIH526,4.502376,SCLC,4.940972,Doramapimod,4.939070,1.188278,-0.367502
1456,EHT-1864,SCLC.NCIH526,3.227535,SCLC,3.250001,EHT-1864,3.678237,0.983429,-0.458296
1457,EPZ004777,SCLC.NCIH526,4.643955,SCLC,4.109671,EPZ004777,5.153416,0.977035,-0.521436
1458,EPZ5676,SCLC.NCIH526,4.921158,SCLC,5.115191,EPZ5676,5.542946,1.028703,-0.604439
1459,Entinostat,SCLC.NCIH526,0.535454,SCLC,0.351749,Entinostat,2.030317,1.637052,-0.913143
1460,Entospletinib,SCLC.NCIH526,3.641253,SCLC,2.895012,Entospletinib,3.672838,1.222475,-0.025837
1461,Epirubicin,SCLC.NCIH526,-1.845554,SCLC,-0.145733,Epirubicin,-0.852455,1.690941,-0.587306
1462,Erlotinib,SCLC.NCIH526,2.659131,SCLC,2.912879,Erlotinib,2.979885,1.448855,-0.221384
1463,Fulvestrant,SCLC.NCIH526,2.977825,SCLC,3.037046,Fulvestrant,3.730929,1.263247,-0.596165
1464,GDC0810,SCLC.NCIH526,4.405749,SCLC,4.699397,GDC0810,5.087362,0.945530,-0.720879
1465,GSK1904529A,SCLC.NCIH526,3.670500,SCLC,3.082267,GSK1904529A,4.348623,1.104047,-0.614216
1466,GSK2578215A,SCLC.NCIH526,4.392881,SCLC,4.417688,GSK2578215A,4.933854,0.966128,-0.559939
1467,GSK2606414,SCLC.NCIH526,3.526432,SCLC,2.913971,GSK2606414,3.785602,1.215971,-0.213138
1468,GSK343,SCLC.NCIH526,3.049470,SCLC,2.991239,GSK343,3.602119,1.367117,-0.404244
1469,GW441756,SCLC.NCIH526,2.546787,SCLC,3.305685,GW441756,3.441226,0.928540,-0.963275
1470,Gefitinib,SCLC.NCIH526,2.864253,SCLC,2.607787,Gefitinib,3.147493,1.212598,-0.233581
1471,Gemcitabine,SCLC.NCIH526,-3.452105,SCLC,-1.811061,Gemcitabine,-0.766782,3.010521,-0.891979
1472,I-BET-762,SCLC.NCIH526,3.570885,SCLC,-0.966445,I-BET-762,3.178213,1.581827,0.248240
1473,I-BRD9,SCLC.NCIH526,3.980920,SCLC,2.634291,I-BRD9,4.358221,1.274025,-0.296149
1474,IWP-2,SCLC.NCIH526,2.184633,SCLC,1.711338,IWP-2,2.870543,0.896950,-0.764714
1475,Ibrutinib,SCLC.NCIH526,4.361018,SCLC,4.936892,Ibrutinib,4.055961,1.812726,0.168286
1476,Ipatasertib,SCLC.NCIH526,3.687329,SCLC,3.882288,Ipatasertib,3.403906,1.455375,0.194742
1477,Irinotecan,SCLC.NCIH526,0.192825,SCLC,-1.602118,Irinotecan,2.490490,1.934295,-1.187857
1478,JNK Inhibitor VIII,SCLC.NCIH526,4.820579,SCLC,4.939971,JNK Inhibitor VIII,5.096918,0.961142,-0.287511
1479,JQ1,SCLC.NCIH526,1.173055,SCLC,-1.663548,JQ1,2.025591,1.952515,-0.436635
1480,KRAS (G12C) Inhibitor-12,SCLC.NCIH526,3.624196,SCLC,2.761203,KRAS (G12C) Inhibitor-12,4.449045,1.534301,-0.537606
1481,KU-55933,SCLC.NCIH526,4.282940,SCLC,4.554626,KU-55933,5.041030,1.126742,-0.672816
1482,LCL161,SCLC.NCIH526,4.553748,SCLC,4.932370,LCL161,4.766877,1.238491,-0.172088
1483,LGK974,SCLC.NCIH526,3.933432,SCLC,2.007659,LGK974,4.238238,1.107629,-0.275188
1484,LY2109761,SCLC.NCIH526,4.543384,SCLC,2.928068,LY2109761,5.006740,1.042965,-0.444268
1485,Lapatinib,SCLC.NCIH526,3.214397,SCLC,4.665953,Lapatinib,3.219614,1.583425,-0.003295
1486,Leflunomide,SCLC.NCIH526,4.465595,SCLC,4.328657,Leflunomide,5.037278,0.913415,-0.625874
1487,Lenalidomide,SCLC.NCIH526,4.345095,SCLC,4.763700,Lenalidomide,5.236581,1.071350,-0.832115
1488,Lestaurtinib,SCLC.NCIH526,-1.668100,SCLC,-1.578207,Lestaurtinib,-0.014942,1.617099,-1.022299
1489,Linsitinib,SCLC.NCIH526,2.671789,SCLC,3.826810,Linsitinib,3.964537,1.322202,-0.977724
1490,Luminespib,SCLC.NCIH526,-2.020303,SCLC,-1.006420,Luminespib,-2.123910,1.817546,0.057004
1491,MG-132,SCLC.NCIH526,-1.301196,SCLC,-1.192539,MG-132,-1.284300,0.722510,-0.023385
1492,MIRA-1,SCLC.NCIH526,4.309615,SCLC,4.774784,MIRA-1,5.237632,1.234442,-0.751770
1493,MK-1775,SCLC.NCIH526,-0.724549,SCLC,-0.009786,MK-1775,0.636509,1.419839,-0.958600
1494,MK-2206,SCLC.NCIH526,2.839857,SCLC,3.811037,MK-2206,2.725214,1.487720,0.077060
1495,ML323,SCLC.NCIH526,4.147943,SCLC,2.516391,ML323,4.536112,1.055599,-0.367724
1496,MN-64,SCLC.NCIH526,4.075019,SCLC,3.697933,MN-64,4.673443,1.036058,-0.577597
1497,Mirin,SCLC.NCIH526,4.093535,SCLC,4.918605,Mirin,4.782781,1.183568,-0.582346
1498,Motesanib,SCLC.NCIH526,4.838099,SCLC,4.719507,Motesanib,5.481288,1.133491,-0.567441
1499,NU7441,SCLC.NCIH526,2.565055,SCLC,3.017819,NU7441,3.132711,1.343787,-0.422430
1500,NVP-ADW742,SCLC.NCIH526,1.713259,SCLC,2.697792,NVP-ADW742,2.882258,1.472598,-0.793834
1501,Navitoclax,SCLC.NCIH526,-2.620544,SCLC,-1.913380,Navitoclax,1.776309,2.029373,-2.166607
1502,Nilotinib,SCLC.NCIH526,3.020346,SCLC,2.664366,Nilotinib,3.364192,1.706385,-0.201506
1503,Niraparib,SCLC.NCIH526,2.129664,SCLC,1.252064,Niraparib,4.113814,1.516015,-1.308793
1504,Nutlin-3a (-),SCLC.NCIH526,4.580024,SCLC,4.799553,Nutlin-3a (-),4.421065,1.791250,0.088742
1505,OF-1,SCLC.NCIH526,3.939116,SCLC,2.089588,OF-1,4.121389,1.170053,-0.155782
1506,OSI-027,SCLC.NCIH526,2.265535,SCLC,4.367020,OSI-027,2.584887,1.493868,-0.213775
1507,OTX015,SCLC.NCIH526,2.306969,SCLC,-2.412613,OTX015,2.300635,1.867904,0.003391
1508,Olaparib,SCLC.NCIH526,2.031497,SCLC,2.856011,Olaparib,4.229661,1.301754,-1.688617
1509,Osimertinib,SCLC.NCIH526,1.032332,SCLC,2.182404,Osimertinib,1.653115,1.279752,-0.485081
1510,Oxaliplatin,SCLC.NCIH526,2.088152,SCLC,2.044998,Oxaliplatin,4.289635,1.783409,-1.234424
1511,P22077,SCLC.NCIH526,3.385643,SCLC,4.940972,P22077,4.407320,1.512212,-0.675618
1512,PCI-34051,SCLC.NCIH526,3.106165,SCLC,3.087423,PCI-34051,4.396021,1.286151,-1.002881
1513,PD173074,SCLC.NCIH526,2.021947,SCLC,4.770515,PD173074,3.763295,1.405445,-1.239001
1514,PFI-1,SCLC.NCIH526,3.738936,SCLC,3.437289,PFI-1,4.054494,1.126123,-0.280216
1515,PFI3,SCLC.NCIH526,4.683341,SCLC,4.881021,PFI3,5.397184,0.841197,-0.848604
1516,PLX-4720,SCLC.NCIH526,4.420067,SCLC,3.348848,PLX-4720,4.213301,1.475022,0.140178
1517,PRIMA-1MET,SCLC.NCIH526,3.266933,SCLC,6.009737,PRIMA-1MET,4.419290,1.802017,-0.639482
1518,PRT062607,SCLC.NCIH526,2.683255,SCLC,2.801062,PRT062607,3.172207,1.396623,-0.350096
1519,Paclitaxel,SCLC.NCIH526,-4.313172,SCLC,-4.299135,Paclitaxel,-2.855697,2.016710,-0.722699
1520,Palbociclib,SCLC.NCIH526,1.974685,SCLC,4.330783,Palbociclib,3.471142,1.587659,-0.942556
1521,Pevonedistat,SCLC.NCIH526,-1.686979,SCLC,-1.977756,Pevonedistat,0.871473,2.147707,-1.191248
1522,Picolinici-acid,SCLC.NCIH526,4.747516,SCLC,3.509534,Picolinici-acid,5.268822,0.806529,-0.646357
1523,Pictilisib,SCLC.NCIH526,1.286815,SCLC,3.684767,Pictilisib,1.220241,1.263352,0.052696
1524,RO-3306,SCLC.NCIH526,1.758667,SCLC,3.467418,RO-3306,3.507804,1.618155,-1.080945
1525,RVX-208,SCLC.NCIH526,4.441346,SCLC,1.970459,RVX-208,4.738824,1.076382,-0.276368
1526,Refametinib,SCLC.NCIH526,3.198973,SCLC,4.835301,Refametinib,2.272295,1.917609,0.483247
1527,Ribociclib,SCLC.NCIH526,3.103567,SCLC,3.498079,Ribociclib,3.658547,1.223182,-0.453718
1528,Rucaparib,SCLC.NCIH526,2.602906,SCLC,3.476752,Rucaparib,3.987035,1.062433,-1.302792
1529,Ruxolitinib,SCLC.NCIH526,4.139305,SCLC,2.593905,Ruxolitinib,4.797735,1.162398,-0.566441
1530,SB216763,SCLC.NCIH526,4.596357,SCLC,4.939912,SB216763,5.180650,1.038908,-0.562411
1531,SB590885,SCLC.NCIH526,3.639392,SCLC,4.175473,SB590885,4.342276,1.355433,-0.518568
1532,SGC0946,SCLC.NCIH526,1.776927,SCLC,1.926910,SGC0946,2.104319,0.798566,-0.409975
1533,SN-38,SCLC.NCIH526,-6.091616,SCLC,-6.480038,SN-38,-2.169489,3.597159,-1.090340
1534,Sabutoclax,SCLC.NCIH526,-1.286595,SCLC,-0.918476,Sabutoclax,-0.348779,1.269565,-0.738691
1535,Savolitinib,SCLC.NCIH526,1.752598,SCLC,1.958897,Savolitinib,2.740489,1.190454,-0.829844
1536,Selumetinib,SCLC.NCIH526,4.627436,SCLC,5.088089,Selumetinib,3.574889,1.855068,0.567390
1537,Sepantronium bromide,SCLC.NCIH526,-4.802103,SCLC,-3.686503,Sepantronium bromide,-4.169654,1.627967,-0.388490
1538,Serdemetan,SCLC.NCIH526,2.461000,SCLC,3.670289,Serdemetan,3.750761,1.276441,-1.010435
1539,Sorafenib,SCLC.NCIH526,1.656044,SCLC,1.289069,Sorafenib,2.545221,1.215386,-0.731600
1540,Staurosporine,SCLC.NCIH526,-2.931873,SCLC,-3.485347,Staurosporine,-2.794054,1.384635,-0.099535
1541,Talazoparib,SCLC.NCIH526,-2.155980,SCLC,1.607360,Talazoparib,2.767285,2.214847,-2.222847
1542,Tamoxifen,SCLC.NCIH526,3.039716,SCLC,3.837450,Tamoxifen,3.976104,1.224334,-0.764814
1543,Tanespimycin,SCLC.NCIH526,1.490240,SCLC,-0.131331,Tanespimycin,-0.081091,1.587668,0.989710
1544,Taselisib,SCLC.NCIH526,1.352537,SCLC,4.136393,Taselisib,1.767096,1.694162,-0.244699
1545,Telomerase Inhibitor IX,SCLC.NCIH526,0.190219,SCLC,-0.417690,Telomerase Inhibitor IX,0.654709,1.233162,-0.376666
1546,Temozolomide,SCLC.NCIH526,5.822006,SCLC,6.087408,Temozolomide,6.264369,1.303074,-0.339476
1547,Trametinib,SCLC.NCIH526,1.883551,SCLC,2.852055,Trametinib,0.217486,2.257873,0.737891
1548,Ulixertinib,SCLC.NCIH526,3.162160,SCLC,4.142594,Ulixertinib,2.547238,1.503594,0.408968
1549,Uprosertib,SCLC.NCIH526,3.507780,SCLC,3.630161,Uprosertib,2.863995,1.707317,0.377074
1550,VE-822,SCLC.NCIH526,2.008368,SCLC,2.712431,VE-822,3.131455,1.791876,-0.626766
1551,Veliparib,SCLC.NCIH526,4.296579,SCLC,4.823655,Veliparib,5.263978,0.912873,-1.059730
1552,Venetoclax,SCLC.NCIH526,-1.873710,SCLC,-0.897788,Venetoclax,2.374326,2.075205,-2.047044
1553,Vismodegib,SCLC.NCIH526,4.423303,SCLC,4.940972,Vismodegib,4.949888,0.982005,-0.536235
1554,Vorinostat,SCLC.NCIH526,0.604329,SCLC,0.827514,Vorinostat,1.487515,1.090544,-0.809858
1555,WEHI-539,SCLC.NCIH526,1.849545,SCLC,2.711856,WEHI-539,3.678485,1.717039,-1.065171
1556,WIKI4,SCLC.NCIH526,3.156094,SCLC,4.152582,WIKI4,3.734385,0.961632,-0.601364
1557,WZ4003,SCLC.NCIH526,3.560715,SCLC,2.996072,WZ4003,4.157618,1.375173,-0.434057
1558,Wnt-C59,SCLC.NCIH526,3.707488,SCLC,2.133816,Wnt-C59,4.338048,1.095405,-0.575641
1559,XAV939,SCLC.NCIH526,3.980450,SCLC,2.698588,XAV939,4.288410,0.991368,-0.310641
1560,YK-4-279,SCLC.NCIH526,0.776962,SCLC,2.836383,YK-4-279,2.247231,1.651518,-0.890253
1561,ZM447439,SCLC.NCIH526,-0.232929,SCLC,2.276241,ZM447439,2.576872,1.706010,-1.647001
1562,5-Fluorouracil,SCLC.LU135,4.503015,SCLC,4.140981,5-Fluorouracil,4.392229,1.719760,0.064419
1563,ABT737,SCLC.LU135,-0.445916,SCLC,-1.109456,ABT737,1.875342,2.053694,-1.130284
1564,AGI-5198,SCLC.LU135,4.167665,SCLC,5.173997,AGI-5198,4.704103,0.907583,-0.591062
1565,AGI-6780,SCLC.LU135,4.360424,SCLC,4.542143,AGI-6780,4.344912,1.086023,0.014283
1566,AGK2,SCLC.LU135,3.073081,SCLC,2.791257,AGK2,3.264510,0.926755,-0.206558
1567,AZ960,SCLC.LU135,0.769404,SCLC,1.817084,AZ960,1.895669,1.724101,-0.653248
1568,AZD3759,SCLC.LU135,2.630242,SCLC,3.162003,AZD3759,2.512182,1.084536,0.108858
1569,AZD4547,SCLC.LU135,2.641779,SCLC,3.354787,AZD4547,3.088286,1.600252,-0.279023
1570,AZD5363,SCLC.LU135,2.550301,SCLC,4.641336,AZD5363,2.847820,1.441898,-0.206338
1571,AZD5582,SCLC.LU135,2.423853,SCLC,0.885290,AZD5582,2.157595,2.342092,0.113684
1572,AZD6738,SCLC.LU135,1.086400,SCLC,2.663900,AZD6738,2.057259,1.461663,-0.664215
1573,AZD7762,SCLC.LU135,-0.243201,SCLC,0.734161,AZD7762,0.164435,1.542725,-0.264231
1574,AZD8186,SCLC.LU135,3.584234,SCLC,4.355466,AZD8186,3.134757,1.404232,0.320087
1575,Afatinib,SCLC.LU135,1.628755,SCLC,0.855264,Afatinib,1.594663,1.481016,0.023019
1576,Afuresertib,SCLC.LU135,2.015838,SCLC,4.352792,Afuresertib,2.402550,1.471751,-0.262756
1577,Alpelisib,SCLC.LU135,3.274814,SCLC,3.621370,Alpelisib,3.451086,1.407226,-0.125262
1578,Avagacestat,SCLC.LU135,4.717621,SCLC,4.526456,Avagacestat,4.759122,1.072116,-0.038709
1579,Axitinib,SCLC.LU135,1.055724,SCLC,0.928076,Axitinib,2.903591,1.677112,-1.101815
1580,BMS-345541,SCLC.LU135,2.855856,SCLC,3.200193,BMS-345541,3.277956,1.320431,-0.319668
1581,BMS-536924,SCLC.LU135,2.596993,SCLC,2.672787,BMS-536924,2.108959,1.381132,0.353358
1582,BMS-754807,SCLC.LU135,-0.504705,SCLC,-0.985451,BMS-754807,2.163231,1.997750,-1.335470
1583,Bortezomib,SCLC.LU135,-5.071207,SCLC,-4.409114,Bortezomib,-4.739097,1.068388,-0.310851
1584,Bosutinib,SCLC.LU135,3.045243,SCLC,2.661465,Bosutinib,2.618644,1.532012,0.278457
1585,Buparlisib,SCLC.LU135,0.809377,SCLC,1.116295,Buparlisib,1.132283,0.942456,-0.342622
1586,CCT007093,SCLC.LU135,4.762773,SCLC,4.717566,CCT007093,5.191327,0.862412,-0.496925
1587,CZC24832,SCLC.LU135,5.134021,SCLC,5.274074,CZC24832,5.137594,0.949818,-0.003762
1588,Camptothecin,SCLC.LU135,-4.178453,SCLC,-3.065622,Camptothecin,-2.257481,1.838996,-1.044576
1589,Cediranib,SCLC.LU135,1.884632,SCLC,2.731037,Cediranib,2.271131,1.192376,-0.324142
1590,Crizotinib,SCLC.LU135,1.395634,SCLC,0.733136,Crizotinib,2.560661,1.510603,-0.771233
1591,Cyclophosphamide,SCLC.LU135,4.990927,SCLC,5.324112,Cyclophosphamide,5.259220,0.888712,-0.301890
1592,Dactinomycin,SCLC.LU135,-4.260746,SCLC,-2.499824,Dactinomycin,-3.772788,1.882940,-0.259147
1593,Dactolisib,SCLC.LU135,-1.626569,SCLC,-0.616435,Dactolisib,-1.510724,1.429786,-0.081023
1594,Dasatinib,SCLC.LU135,3.475148,SCLC,3.810553,Dasatinib,1.287237,2.324073,0.941412
1595,Dinaciclib,SCLC.LU135,-2.911284,SCLC,-0.083877,Dinaciclib,-2.654463,1.473357,-0.174310
1596,Docetaxel,SCLC.LU135,-4.485832,SCLC,-5.116641,Docetaxel,-3.417161,2.548602,-0.419317
1597,Doramapimod,SCLC.LU135,4.620761,SCLC,5.363185,Doramapimod,4.939070,1.188278,-0.267874
1598,EHT-1864,SCLC.LU135,3.012669,SCLC,4.397002,EHT-1864,3.678237,0.983429,-0.676783
1599,EPZ004777,SCLC.LU135,4.811632,SCLC,5.590904,EPZ004777,5.153416,0.977035,-0.349818
1600,EPZ5676,SCLC.LU135,5.166962,SCLC,5.389897,EPZ5676,5.542946,1.028703,-0.365493
1601,Entinostat,SCLC.LU135,0.592435,SCLC,1.547827,Entinostat,2.030317,1.637052,-0.878336
1602,Entospletinib,SCLC.LU135,4.254728,SCLC,4.546772,Entospletinib,3.672838,1.222475,0.475993
1603,Epirubicin,SCLC.LU135,-1.430492,SCLC,-1.497863,Epirubicin,-0.852455,1.690941,-0.341843
1604,Erlotinib,SCLC.LU135,3.414793,SCLC,4.251925,Erlotinib,2.979885,1.448855,0.300174
1605,Fulvestrant,SCLC.LU135,3.006251,SCLC,3.746631,Fulvestrant,3.730929,1.263247,-0.573663
1606,GDC0810,SCLC.LU135,4.732255,SCLC,5.327022,GDC0810,5.087362,0.945530,-0.375564
1607,GSK1904529A,SCLC.LU135,4.197686,SCLC,4.088026,GSK1904529A,4.348623,1.104047,-0.136712
1608,GSK2578215A,SCLC.LU135,4.714131,SCLC,5.116058,GSK2578215A,4.933854,0.966128,-0.227426
1609,GSK2606414,SCLC.LU135,3.982388,SCLC,4.780423,GSK2606414,3.785602,1.215971,0.161834
1610,GSK343,SCLC.LU135,3.458002,SCLC,3.120771,GSK343,3.602119,1.367117,-0.105417
1611,GW441756,SCLC.LU135,3.019388,SCLC,0.388557,GW441756,3.441226,0.928540,-0.454302
1612,Gefitinib,SCLC.LU135,3.109085,SCLC,3.228728,Gefitinib,3.147493,1.212598,-0.031674
1613,Gemcitabine,SCLC.LU135,-2.930665,SCLC,-0.939428,Gemcitabine,-0.766782,3.010521,-0.718774
1614,I-BET-762,SCLC.LU135,3.621279,SCLC,3.741849,I-BET-762,3.178213,1.581827,0.280098
1615,I-BRD9,SCLC.LU135,4.499312,SCLC,4.316513,I-BRD9,4.358221,1.274025,0.110744
1616,IWP-2,SCLC.LU135,2.497543,SCLC,2.843666,IWP-2,2.870543,0.896950,-0.415854
1617,Ibrutinib,SCLC.LU135,4.595434,SCLC,4.601770,Ibrutinib,4.055961,1.812726,0.297603
1618,Ipatasertib,SCLC.LU135,3.348098,SCLC,4.128622,Ipatasertib,3.403906,1.455375,-0.038346
1619,Irinotecan,SCLC.LU135,-0.559686,SCLC,2.184308,Irinotecan,2.490490,1.934295,-1.576893
1620,JNK Inhibitor VIII,SCLC.LU135,5.087053,SCLC,5.370282,JNK Inhibitor VIII,5.096918,0.961142,-0.010264
1621,JQ1,SCLC.LU135,1.333997,SCLC,-0.181938,JQ1,2.025591,1.952515,-0.354207
1622,KRAS (G12C) Inhibitor-12,SCLC.LU135,4.332583,SCLC,4.660555,KRAS (G12C) Inhibitor-12,4.449045,1.534301,-0.075906
1623,KU-55933,SCLC.LU135,4.692084,SCLC,4.742686,KU-55933,5.041030,1.126742,-0.309695
1624,LCL161,SCLC.LU135,4.499272,SCLC,5.106220,LCL161,4.766877,1.238491,-0.216073
1625,LGK974,SCLC.LU135,4.034395,SCLC,4.372664,LGK974,4.238238,1.107629,-0.184035
1626,LY2109761,SCLC.LU135,4.682459,SCLC,5.112615,LY2109761,5.006740,1.042965,-0.310922
1627,Lapatinib,SCLC.LU135,3.752970,SCLC,2.563656,Lapatinib,3.219614,1.583425,0.336837
1628,Leflunomide,SCLC.LU135,4.855004,SCLC,5.675008,Leflunomide,5.037278,0.913415,-0.199552
1629,Lenalidomide,SCLC.LU135,5.000274,SCLC,4.384324,Lenalidomide,5.236581,1.071350,-0.220569
1630,Lestaurtinib,SCLC.LU135,-0.632170,SCLC,-1.858805,Lestaurtinib,-0.014942,1.617099,-0.381688
1631,Linsitinib,SCLC.LU135,3.640304,SCLC,3.163458,Linsitinib,3.964537,1.322202,-0.245222
1632,Luminespib,SCLC.LU135,-2.000732,SCLC,-0.297299,Luminespib,-2.123910,1.817546,0.067772
1633,MG-132,SCLC.LU135,-1.255722,SCLC,-0.991079,MG-132,-1.284300,0.722510,0.039554
1634,MIRA-1,SCLC.LU135,5.058570,SCLC,2.697280,MIRA-1,5.237632,1.234442,-0.145055
1635,MK-1775,SCLC.LU135,-0.222345,SCLC,0.352933,MK-1775,0.636509,1.419839,-0.604895
1636,MK-2206,SCLC.LU135,2.430818,SCLC,1.967209,MK-2206,2.725214,1.487720,-0.197884
1637,ML323,SCLC.LU135,4.422431,SCLC,5.224004,ML323,4.536112,1.055599,-0.107693
1638,MN-64,SCLC.LU135,4.617653,SCLC,4.146539,MN-64,4.673443,1.036058,-0.053848
1639,Mirin,SCLC.LU135,4.314851,SCLC,5.530094,Mirin,4.782781,1.183568,-0.395355
1640,Motesanib,SCLC.LU135,5.032400,SCLC,4.620330,Motesanib,5.481288,1.133491,-0.396023
1641,NU7441,SCLC.LU135,2.866533,SCLC,1.441211,NU7441,3.132711,1.343787,-0.198080
1642,NVP-ADW742,SCLC.LU135,2.160539,SCLC,0.871920,NVP-ADW742,2.882258,1.472598,-0.490099
1643,Navitoclax,SCLC.LU135,-0.440237,SCLC,-2.220102,Navitoclax,1.776309,2.029373,-1.092232
1644,Nilotinib,SCLC.LU135,3.667314,SCLC,2.260903,Nilotinib,3.364192,1.706385,0.177640
1645,Niraparib,SCLC.LU135,2.634507,SCLC,4.574437,Niraparib,4.113814,1.516015,-0.975787
1646,Nutlin-3a (-),SCLC.LU135,4.939695,SCLC,4.251637,Nutlin-3a (-),4.421065,1.791250,0.289535
1647,OF-1,SCLC.LU135,3.877543,SCLC,4.661212,OF-1,4.121389,1.170053,-0.208406
1648,OSI-027,SCLC.LU135,3.566088,SCLC,3.036503,OSI-027,2.584887,1.493868,0.656819
1649,OTX015,SCLC.LU135,2.421524,SCLC,2.535247,OTX015,2.300635,1.867904,0.064719
1650,Olaparib,SCLC.LU135,2.338044,SCLC,3.561588,Olaparib,4.229661,1.301754,-1.453129
1651,Osimertinib,SCLC.LU135,1.499922,SCLC,2.726514,Osimertinib,1.653115,1.279752,-0.119705
1652,Oxaliplatin,SCLC.LU135,3.545223,SCLC,3.924089,Oxaliplatin,4.289635,1.783409,-0.417410
1653,P22077,SCLC.LU135,3.764091,SCLC,2.921859,P22077,4.407320,1.512212,-0.425356
1654,PCI-34051,SCLC.LU135,4.126077,SCLC,4.271663,PCI-34051,4.396021,1.286151,-0.209885
1655,PD173074,SCLC.LU135,3.980364,SCLC,3.385420,PD173074,3.763295,1.405445,0.154449
1656,PFI-1,SCLC.LU135,4.154346,SCLC,3.901055,PFI-1,4.054494,1.126123,0.088669
1657,PFI3,SCLC.LU135,4.901198,SCLC,5.367152,PFI3,5.397184,0.841197,-0.589619
1658,PLX-4720,SCLC.LU135,4.693316,SCLC,5.246761,PLX-4720,4.213301,1.475022,0.325429
1659,PRIMA-1MET,SCLC.LU135,4.570807,SCLC,5.059332,PRIMA-1MET,4.419290,1.802017,0.084082
1660,PRT062607,SCLC.LU135,3.637998,SCLC,3.042627,PRT062607,3.172207,1.396623,0.333512
1661,Paclitaxel,SCLC.LU135,-3.351198,SCLC,-4.150478,Paclitaxel,-2.855697,2.016710,-0.245698
1662,Palbociclib,SCLC.LU135,3.545196,SCLC,3.744968,Palbociclib,3.471142,1.587659,0.046644
1663,Pevonedistat,SCLC.LU135,-0.786502,SCLC,0.512541,Pevonedistat,0.871473,2.147707,-0.771974
1664,Picolinici-acid,SCLC.LU135,5.104298,SCLC,5.347283,Picolinici-acid,5.268822,0.806529,-0.203990
1665,Pictilisib,SCLC.LU135,0.940379,SCLC,1.470486,Pictilisib,1.220241,1.263352,-0.221523
1666,RO-3306,SCLC.LU135,2.255868,SCLC,1.777755,RO-3306,3.507804,1.618155,-0.773681
1667,RVX-208,SCLC.LU135,4.816303,SCLC,5.338233,RVX-208,4.738824,1.076382,0.071981
1668,Refametinib,SCLC.LU135,4.222619,SCLC,4.586628,Refametinib,2.272295,1.917609,1.017060
1669,Ribociclib,SCLC.LU135,3.847344,SCLC,2.458082,Ribociclib,3.658547,1.223182,0.154349
1670,Rucaparib,SCLC.LU135,3.426710,SCLC,2.857536,Rucaparib,3.987035,1.062433,-0.527398
1671,Ruxolitinib,SCLC.LU135,4.940055,SCLC,5.310197,Ruxolitinib,4.797735,1.162398,0.122437
1672,SB216763,SCLC.LU135,4.879689,SCLC,3.931214,SB216763,5.180650,1.038908,-0.289690
1673,SB590885,SCLC.LU135,4.359591,SCLC,2.775631,SB590885,4.342276,1.355433,0.012775
1674,SGC0946,SCLC.LU135,1.950086,SCLC,2.099638,SGC0946,2.104319,0.798566,-0.193137
