,drug,cell_line,OncotreeCode,IC50,prediction
5938,Nilotinib,LU134A,SCLC,3.234825883,3.011491
5939,Osimertinib,LU134A,SCLC,1.314797734,1.848256
5940,PRT062607,LU134A,SCLC,1.395261097,2.134665
5941,Staurosporine,LU134A,SCLC,-3.357570482,-3.252528
5942,Uprosertib,LU134A,SCLC,0.713153826,1.272593
5943,Venetoclax,LU134A,SCLC,2.152235181,2.113442
5944,Afuresertib,LU135,SCLC,4.352792027,2.711184
5945,Alpelisib,LU135,SCLC,3.621369551,3.608794
5946,Camptothecin,LU135,SCLC,-3.06562219,-3.087054
5947,Cyclophosphamide,LU135,SCLC,5.324111802,4.788521
5948,GNE-317,LU135,SCLC,1.145443739,0.935866
5949,Gallibiscoquinazole,LU135,SCLC,2.532423942,2.220163
5950,ICL-SIRT078,LU135,SCLC,2.922255076,3.71576
5951,JQ1,LU135,SCLC,-0.181938429,1.125903
5952,Leflunomide,LU135,SCLC,5.675007654,4.799785
5953,MN-64,LU135,SCLC,4.146539019,4.435478
5954,OSI-027,LU135,SCLC,3.036503337,3.596102
5955,PFI3,LU135,SCLC,5.367151548,4.950335
5956,Serdemetan,LU135,SCLC,2.599354346,3.616618
5957,Tamoxifen,LU135,SCLC,3.937003187,3.386124
5958,Taselisib,LU135,SCLC,2.158213497,2.285919
5959,UMI-77,LU135,SCLC,3.030711801,2.157772
5960,Vinblastine,LU135,SCLC,-2.56591899,-5.030308
5961,Vincristine,LU135,SCLC,0.708860418,-3.423412
5962,Wnt-C59,LU135,SCLC,5.237091996,4.315077
5963,ABT737,LU165,SCLC,2.219621724,2.908689
5964,AZD5991,LU165,SCLC,7.191710761,6.658894
5965,Dactinomycin,LU165,SCLC,-0.737032565,-1.019914
5966,Dinaciclib,LU165,SCLC,1.09109215,0.610937
5967,EPZ004777,LU165,SCLC,6.159751121,6.60316
5968,L-Oxonoreleagnine,LU165,SCLC,5.373974552,4.524394
5969,LMP744,LU165,SCLC,2.56418298,2.554346
5970,Lestaurtinib,LU165,SCLC,1.571602108,2.143047
5971,MK-8776,LU165,SCLC,3.974755813,5.197353
5972,PFI3,LU165,SCLC,7.064287624,6.305785
5973,Paclitaxel,LU165,SCLC,1.412723992,1.178329
5974,Pevonedistat,LU165,SCLC,5.488825741,2.918882
5975,Podophyllotoxin bromide,LU165,SCLC,3.05919225,2.983453
5976,Ribociclib,LU165,SCLC,5.670627503,5.476388
5977,Rucaparib,LU165,SCLC,4.43891687,5.200096
5978,SCH772984,LU165,SCLC,7.071799593,6.080157
5979,Sorafenib,LU165,SCLC,3.646402808,4.374036
5980,Teniposide,LU165,SCLC,3.445820116,2.431693
5981,Wnt-C59,LU165,SCLC,4.417616294,5.771052
5982,5-Fluorouracil,LU65,GCLC,3.825688462,3.664808
5983,AZD5582,LU65,GCLC,0.593082777,1.87957
5984,Docetaxel,LU65,GCLC,-3.681270416,-3.9463
5985,Entinostat,LU65,GCLC,3.074517389,1.958258
5986,GSK2606414,LU65,GCLC,3.539136458,3.664477
5987,GSK2830371,LU65,GCLC,6.230535895,5.91935
5988,Irinotecan,LU65,GCLC,2.619340131,2.240983
5989,JQ1,LU65,GCLC,1.861307303,2.505214
5990,LY2109761,LU65,GCLC,6.317420187,5.391217
5991,MK-2206,LU65,GCLC,2.939402048,2.749714
5992,Niraparib,LU65,GCLC,3.051182705,4.52009
5993,PLX-4720,LU65,GCLC,5.853795492,2.570901
5994,RO-3306,LU65,GCLC,4.542201808,3.103792
5995,SB590885,LU65,GCLC,3.661842503,4.623281
5996,Taselisib,LU65,GCLC,0.289121933,1.159671
5997,Temsirolimus,LU65,GCLC,-0.584692354,0.799397
5998,Topotecan,LU65,GCLC,0.26813918,0.398406
5999,Wee1 Inhibitor,LU65,GCLC,1.226532952,1.674334
6000,XAV939,LU65,GCLC,4.32351352,4.135347
6001,Axitinib,LXF289,LUAD,2.432478268,1.793537
6002,Bromosporine,LXF289,LUAD,1.540618124,1.689287
6003,Cyclophosphamide,LXF289,LUAD,5.107724079,5.108049
6004,Dactolisib,LXF289,LUAD,-2.084732345,-1.980381
6005,Entinostat,LXF289,LUAD,2.350641742,2.571064
6006,Epirubicin,LXF289,LUAD,-0.892918016,-0.909679
6007,Fulvestrant,LXF289,LUAD,3.437145,3.718847
6008,GSK-LSD1,LXF289,LUAD,2.755132911,2.522905
6009,KRAS (G12C) Inhibitor-12,LXF289,LUAD,4.044610393,4.15294
6010,Lapatinib,LXF289,LUAD,1.990039208,2.786771
6011,MK-2206,LXF289,LUAD,1.938594766,2.486341
6012,Mitoxantrone,LXF289,LUAD,-1.9464343,0.397333
6013,Nelarabine,LXF289,LUAD,4.958825006,5.799249
6014,PD173074,LXF289,LUAD,3.345217259,3.469277
6015,Ruxolitinib,LXF289,LUAD,4.113225839,4.579524
6016,Selumetinib,LXF289,LUAD,4.32971079,3.739054
6017,Taselisib,LXF289,LUAD,1.920825906,1.833133
6018,UMI-77,LXF289,LUAD,4.652109223,2.275709
6019,Zoledronate,LXF289,LUAD,3.828027373,3.730395
6020,Alpelisib,MC116,MBN,2.178185111,1.902224
6021,CCT-018159,MC116,MBN,2.224775261,2.529741
6022,Dabrafenib,MC116,MBN,3.818196145,3.634918
6023,Dactinomycin,MC116,MBN,-6.723044991,-6.342335
6024,Dinaciclib,MC116,MBN,-3.973366228,-4.031388
6025,EPZ004777,MC116,MBN,3.132729857,3.333847
6026,Foretinib,MC116,MBN,-0.629584021,-0.435163
6027,GSK2578215A,MC116,MBN,3.863409473,3.974963
6028,Gemcitabine,MC116,MBN,-5.41987092,-5.017011
6029,Ipatasertib,MC116,MBN,2.022041789,1.141946
6030,Nilotinib,MC116,MBN,1.314159328,1.548738
6031,PRT062607,MC116,MBN,1.725468946,0.974257
6032,Pyridostatin,MC116,MBN,1.948705879,2.181691
6033,RO-3306,MC116,MBN,1.156521953,1.502465
6034,SN-38,MC116,MBN,-4.707145287,-5.288027
6035,WEHI-539,MC116,MBN,2.340873499,3.147074
6036,AZD8055,MCF7,BRCA,-0.781089285,-0.097903
6037,BI-2536,MCF7,BRCA,-0.981825357,0.267283
6038,BIBR-1532,MCF7,BRCA,4.658309762,5.170287
6039,CCT007093,MCF7,BRCA,4.171032877,5.239307
6040,Cyclophosphamide,MCF7,BRCA,5.435021713,5.831237
6041,Dacarbazine,MCF7,BRCA,4.367125993,5.963372
6042,Entospletinib,MCF7,BRCA,5.691211996,5.309968
6043,Irinotecan,MCF7,BRCA,5.428471242,4.255627
6044,JNK Inhibitor VIII,MCF7,BRCA,6.003045661,5.541395
6045,LGK974,MCF7,BRCA,4.466030251,3.257406
6046,OTX015,MCF7,BRCA,1.93744798,2.161519
6047,PD173074,MCF7,BRCA,6.177463761,4.13711
6048,Sabutoclax,MCF7,BRCA,-0.120355095,-0.233137
6049,Schweinfurthin A,MCF7,BRCA,3.604604713,2.954653
6050,Tozasertib,MCF7,BRCA,3.394411982,3.826334
6051,UNC0379,MCF7,BRCA,4.107185182,4.757971
6052,VX-11e,MCF7,BRCA,3.71744779,4.143393
6053,Veliparib,MCF7,BRCA,5.739298585,5.84301
6054,WEHI-539,MCF7,BRCA,5.088791807,4.38003
6055,Zoledronate,MCF7,BRCA,4.442233984,4.24871
6056,AZD3759,MDAMB157,IDC,3.338122222,3.065947
6057,AZD5153,MDAMB157,IDC,2.271435528,2.707479
6058,AZD8055,MDAMB157,IDC,1.164470812,1.328399
6059,Dactinomycin,MDAMB157,IDC,-2.954622912,-2.887209
6060,Dinaciclib,MDAMB157,IDC,-3.727023773,-2.075359
6061,Elephantin,MDAMB157,IDC,3.780455123,4.988948
6062,I-BET-762,MDAMB157,IDC,3.44902634,4.491557
6063,Ipatasertib,MDAMB157,IDC,4.507135843,4.132708
6064,L-Oxonoreleagnine,MDAMB157,IDC,4.398533946,3.729757
6065,Mitoxantrone,MDAMB157,IDC,2.329481759,1.489408
6066,Mycophenolic acid,MDAMB157,IDC,2.395688358,3.603737
6067,N-acetyl cysteine,MDAMB157,IDC,10.2519854,10.215227
6068,NVP-ADW742,MDAMB157,IDC,2.588192329,3.951209
6069,PFI3,MDAMB157,IDC,5.656354061,5.17147
6070,RO-3306,MDAMB157,IDC,5.413618367,3.767664
6071,Sapitinib,MDAMB157,IDC,3.386132279,4.126772
6072,Uprosertib,MDAMB157,IDC,4.277249881,3.968721
6073,WEHI-539,MDAMB157,IDC,4.617968314,4.403758
6074,YK-4-279,MDAMB157,IDC,2.653509467,2.104255
6075,glutathione,MDAMB157,IDC,9.425954573,9.315723
6076,AZ6102,MDAMB175VII,IDC,2.963237363,4.248073
6077,AZD7762,MDAMB175VII,IDC,1.436082643,1.410818
6078,Buparlisib,MDAMB175VII,IDC,0.171922912,1.007344
6079,Irinotecan,MDAMB175VII,IDC,2.146815315,3.681481
6080,Obatoclax Mesylate,MDAMB175VII,IDC,0.687240103,1.75853
6081,PFI-1,MDAMB175VII,IDC,6.079874974,6.008318
6082,Pevonedistat,MDAMB175VII,IDC,2.10369466,5.169582
6083,Pictilisib,MDAMB175VII,IDC,0.056068173,-0.188987
6084,TW 37,MDAMB175VII,IDC,5.635375606,2.986538
6085,Talazoparib,MDAMB175VII,IDC,3.674312882,3.567995
6086,Trametinib,MDAMB175VII,IDC,-0.694719214,-0.244808
6087,Vinorelbine,MDAMB175VII,IDC,1.614190046,-0.638427
6088,WEHI-539,MDAMB175VII,IDC,4.668512768,5.526405
6089,WIKI4,MDAMB175VII,IDC,4.794066015,5.02824
6090,Afuresertib,MDAMB231,BRCA,3.560484517,2.850494
6091,Bleomycin (50 uM),MDAMB231,BRCA,4.937791841,2.391729
6092,Carmustine,MDAMB231,BRCA,6.397578277,6.015922
6093,Dinaciclib,MDAMB231,BRCA,-3.351917662,-2.55515
6094,Docetaxel,MDAMB231,BRCA,-1.009574284,-3.837564
6095,Gallibiscoquinazole,MDAMB231,BRCA,3.263048675,2.78461
6096,Ibrutinib,MDAMB231,BRCA,4.231413943,5.29981
6097,MG-132,MDAMB231,BRCA,-1.674796836,-1.507185
6098,MIRA-1,MDAMB231,BRCA,5.425662504,5.824833
6099,MK-1775,MDAMB231,BRCA,0.96442726,0.564165
6100,NU7441,MDAMB231,BRCA,2.193237706,2.692172
6101,Nelarabine,MDAMB231,BRCA,6.248677925,5.772738
6102,Oxaliplatin,MDAMB231,BRCA,4.725397185,4.876946
6103,PF-4708671,MDAMB231,BRCA,5.529855541,3.958872
6104,SB590885,MDAMB231,BRCA,3.483352547,4.496366
6105,Staurosporine,MDAMB231,BRCA,-4.527992616,-3.984222
6106,Uprosertib,MDAMB231,BRCA,3.572730818,3.455043
6107,WEHI-539,MDAMB231,BRCA,3.447474305,3.260587
6108,Wee1 Inhibitor,MDAMB231,BRCA,0.912501653,1.779166
6109,YK-4-279,MDAMB231,BRCA,3.102072115,2.900753
6110,AGI-6780,MDAMB361,BRCA,3.876368031,4.108325
6111,AZD6482,MDAMB361,BRCA,2.573148117,3.17172
6112,CPI-637,MDAMB361,BRCA,5.170755388,4.018039
6113,Crizotinib,MDAMB361,BRCA,3.103840192,3.17382
6114,GDC0810,MDAMB361,BRCA,4.13656983,4.7252
6115,GSK2801,MDAMB361,BRCA,5.312055468,4.924511
6116,ICL-SIRT078,MDAMB361,BRCA,5.259231145,4.016925
6117,Ibrutinib,MDAMB361,BRCA,4.863995196,2.170275
6118,JQ1,MDAMB361,BRCA,0.940359539,1.04983
6119,Lenalidomide,MDAMB361,BRCA,4.620838203,5.040446
6120,MK-2206,MDAMB361,BRCA,0.781621723,1.352474
6121,Schweinfurthin A,MDAMB361,BRCA,3.115590028,1.985042
6122,Serdemetan,MDAMB361,BRCA,4.649444907,3.155526
6123,Telomerase Inhibitor IX,MDAMB361,BRCA,1.541634093,0.782565
6124,Topotecan,MDAMB361,BRCA,1.968813686,2.105987
6125,UNC0638,MDAMB361,BRCA,4.686114038,4.195008
6126,VE821,MDAMB361,BRCA,1.833806704,4.410558
6127,Vincristine,MDAMB361,BRCA,-3.593637534,-3.602671
6128,Vismodegib,MDAMB361,BRCA,4.184303616,4.856771
6129,Wnt-C59,MDAMB361,BRCA,3.899422202,3.767506
6130,AT13148,MDAMB415,BRCA,0.930803791,1.831928
6131,Acetalax,MDAMB415,BRCA,0.187369723,2.018252
6132,CPI-637,MDAMB415,BRCA,3.717216172,4.069969
6133,Camptothecin,MDAMB415,BRCA,0.050204191,-0.39113
6134,Docetaxel,MDAMB415,BRCA,-4.354914378,-3.705073
6135,Foretinib,MDAMB415,BRCA,1.374008307,1.490367
6136,GDC0810,MDAMB415,BRCA,3.812408478,4.217709
6137,Ipatasertib,MDAMB415,BRCA,-0.689949783,-0.321718
6138,LMP744,MDAMB415,BRCA,0.488936371,1.550667
6139,LY2109761,MDAMB415,BRCA,4.896534316,5.036301
6140,Lapatinib,MDAMB415,BRCA,2.367683384,2.515229
6141,Mycophenolic acid,MDAMB415,BRCA,1.724579803,2.249212
6142,Obatoclax Mesylate,MDAMB415,BRCA,0.638541282,0.96583
6143,PLX-4720,MDAMB415,BRCA,4.476002185,4.272763
6144,Paclitaxel,MDAMB415,BRCA,-3.463808154,-3.639059
6145,Telomerase Inhibitor IX,MDAMB415,BRCA,0.886381678,0.306566
6146,Ulixertinib,MDAMB415,BRCA,3.184317617,3.28229
6147,Uprosertib,MDAMB415,BRCA,-0.468047031,-0.496598
6148,VX-11e,MDAMB415,BRCA,2.394211933,3.497132
6149,Vinorelbine,MDAMB415,BRCA,-2.957436624,-1.76501
6150,5-Fluorouracil,MDAMB436,BRCNOS,5.028935462,6.074838
6151,AZD1208,MDAMB436,BRCNOS,6.093633352,5.642061
6152,AZD4547,MDAMB436,BRCNOS,4.824565674,5.00423
6153,BMS-345541,MDAMB436,BRCNOS,3.825979891,4.455679
6154,Dactolisib,MDAMB436,BRCNOS,0.893889478,-0.923453
6155,Docetaxel,MDAMB436,BRCNOS,-0.904211745,-1.940833
6156,Gallibiscoquinazole,MDAMB436,BRCNOS,2.411525659,3.330251
6157,LGK974,MDAMB436,BRCNOS,3.30121569,4.104126
6158,Lestaurtinib,MDAMB436,BRCNOS,1.655997948,1.744792
6159,MIM1,MDAMB436,BRCNOS,3.819172855,5.066342
6160,MK-2206,MDAMB436,BRCNOS,4.704934682,4.800958
6161,NVP-ADW742,MDAMB436,BRCNOS,5.317319462,5.214861
6162,PFI-1,MDAMB436,BRCNOS,4.909011086,5.252657
6163,PFI3,MDAMB436,BRCNOS,6.231022848,6.158607
6164,Picolinici-acid,MDAMB436,BRCNOS,5.66351851,5.823584
6165,Podophyllotoxin bromide,MDAMB436,BRCNOS,0.289161419,0.534961
6166,SB216763,MDAMB436,BRCNOS,6.526601907,5.823577
6167,Sinularin,MDAMB436,BRCNOS,4.042471466,3.761603
6168,Trametinib,MDAMB436,BRCNOS,1.931795626,2.190673
6169,VE-822,MDAMB436,BRCNOS,5.620698298,5.29816
6170,AZD6482,MDAMB453,BRCA,0.898334996,2.801321
6171,AZD8055,MDAMB453,BRCA,-2.042360005,-1.160465
6172,Afuresertib,MDAMB453,BRCA,0.511997007,-0.714013
6173,Alpelisib,MDAMB453,BRCA,0.357054467,0.859545
6174,Avagacestat,MDAMB453,BRCA,5.530269481,4.110556
6175,BMS-345541,MDAMB453,BRCA,2.994454307,2.725594
6176,Elephantin,MDAMB453,BRCA,1.840073346,1.917591
6177,Erlotinib,MDAMB453,BRCA,3.225823807,3.45513
6178,Fludarabine,MDAMB453,BRCA,5.29049536,4.603115
6179,GSK591,MDAMB453,BRCA,3.617572121,3.950418
6180,JQ1,MDAMB453,BRCA,-1.544452935,0.294935
6181,KU-55933,MDAMB453,BRCA,5.182429761,4.771679
6182,MIRA-1,MDAMB453,BRCA,5.034120797,4.936625
6183,MK-2206,MDAMB453,BRCA,-0.18784539,0.73038
6184,RVX-208,MDAMB453,BRCA,3.606100775,4.03516
6185,Teniposide,MDAMB453,BRCA,1.999990948,0.689091
6186,Tozasertib,MDAMB453,BRCA,3.993952098,3.350524
6187,Ulixertinib,MDAMB453,BRCA,0.771792198,2.570297
6188,VE821,MDAMB453,BRCA,4.264536861,3.807519
6189,Vismodegib,MDAMB453,BRCA,5.486589406,4.632601
6190,AGK2,MDAMB468,BRCA,1.971042893,2.910933
6191,AZD2014,MDAMB468,BRCA,0.860403936,1.844662
6192,AZD3759,MDAMB468,BRCA,1.116137744,1.694078
6193,Axitinib,MDAMB468,BRCA,0.86978293,1.404778
6194,BMS-536924,MDAMB468,BRCA,2.423417761,2.15849
6195,Bleomycin (50 uM),MDAMB468,BRCA,3.307147102,2.323325
6196,CCT007093,MDAMB468,BRCA,4.105145946,4.590286
6197,Cytarabine,MDAMB468,BRCA,3.810160272,2.078341
6198,EPZ5676,MDAMB468,BRCA,5.982474598,5.243156
6199,GSK-LSD1,MDAMB468,BRCA,2.776653001,2.402037
6200,GSK269962A,MDAMB468,BRCA,1.897532361,1.915974
6201,GW441756,MDAMB468,BRCA,2.536619827,3.404339
6202,LGK974,MDAMB468,BRCA,2.527928238,3.192212
6203,Lenalidomide,MDAMB468,BRCA,5.130241986,4.936098
6204,Osimertinib,MDAMB468,BRCA,0.676755475,1.220246
6205,Oxaliplatin,MDAMB468,BRCA,3.326914302,4.057202
6206,Ruxolitinib,MDAMB468,BRCA,5.50595027,4.282799
6207,Sepantronium bromide,MDAMB468,BRCA,-5.986109302,-5.226085
6208,Taselisib,MDAMB468,BRCA,2.219296711,1.25126
6209,Vorinostat,MDAMB468,BRCA,1.639961906,1.129542
6210,AZD1208,MDST8,COAD,4.992105216,5.409795
6211,AZD8186,MDST8,COAD,2.915124887,3.078629
6212,Alisertib,MDST8,COAD,3.016478247,1.777964
6213,Bleomycin,MDST8,COAD,2.618614919,2.18524
6214,Cyclophosphamide,MDST8,COAD,5.083589922,4.91105
6215,GDC0810,MDST8,COAD,4.819907503,4.921008
6216,GSK2578215A,MDST8,COAD,5.447310713,4.768416
6217,GSK343,MDST8,COAD,3.000134933,3.178589
6218,Ibrutinib,MDST8,COAD,5.443369956,5.786957
6219,JQ1,MDST8,COAD,2.295234624,3.606548
6220,KRAS (G12C) Inhibitor-12,MDST8,COAD,6.06530961,5.224361
6221,Lenalidomide,MDST8,COAD,5.465136341,5.231611
6222,Motesanib,MDST8,COAD,5.49239028,5.673641
6223,Obatoclax Mesylate,MDST8,COAD,-0.105275114,-0.174721
6224,Olaparib,MDST8,COAD,3.733819013,3.591163
6225,Refametinib,MDST8,COAD,-2.033620825,-0.672996
6226,Ruxolitinib,MDST8,COAD,5.098402655,4.581554
6227,Temozolomide,MDST8,COAD,6.537702858,6.083212
6228,Trametinib,MDST8,COAD,-5.02710818,-4.234699
6229,5-azacytidine,ME1,AML,1.756311012,2.332657
6230,AT13148,ME1,AML,2.332958413,4.069764
6231,AZ6102,ME1,AML,2.362601353,3.7758
6232,AZD5438,ME1,AML,1.486962748,2.419853
6233,Bromosporine,ME1,AML,1.912225507,2.581762
6234,CCT007093,ME1,AML,5.168502613,5.111236
6235,Crizotinib,ME1,AML,3.544060405,3.254804
6236,Dasatinib,ME1,AML,3.42648808,2.459529
6237,Dinaciclib,ME1,AML,-2.724486346,-2.221571
6238,Docetaxel,ME1,AML,-0.670508074,-1.501873
6239,Fludarabine,ME1,AML,1.916514537,4.157548
6240,I-BET-762,ME1,AML,2.882454997,3.297909
6241,MN-64,ME1,AML,4.558643419,4.893201
6242,Motesanib,ME1,AML,5.085860011,5.48823
6243,NU7441,ME1,AML,4.100326652,2.758826
6244,POMHEX,ME1,AML,0.968929652,0.784346
6245,Picolinici-acid,ME1,AML,5.244872919,5.258689
6246,Podophyllotoxin bromide,ME1,AML,-1.618627703,0.290079
6247,TW 37,ME1,AML,0.765448778,1.848786
6248,AZD2014,MEG01,CMLBCRABL1,1.391382522,2.325266
6249,Afatinib,MEG01,CMLBCRABL1,1.158642079,1.475988
6250,Bleomycin,MEG01,CMLBCRABL1,3.389385908,3.372313
6251,Dactinomycin,MEG01,CMLBCRABL1,-4.208062622,-4.545235
6252,EPZ5676,MEG01,CMLBCRABL1,5.079221696,4.976207
6253,GSK2801,MEG01,CMLBCRABL1,3.581016035,4.244152
6254,Irinotecan,MEG01,CMLBCRABL1,1.549739557,1.35533
6255,Lenalidomide,MEG01,CMLBCRABL1,4.072309049,4.665063
6256,MIRA-1,MEG01,CMLBCRABL1,2.991739825,4.772467
6257,Mitoxantrone,MEG01,CMLBCRABL1,0.467012959,0.691502
6258,Nutlin-3a (-),MEG01,CMLBCRABL1,3.706493781,4.453248
6259,PCI-34051,MEG01,CMLBCRABL1,4.634834229,3.780029
6260,POMHEX,MEG01,CMLBCRABL1,-0.263727568,0.649661
6261,Paclitaxel,MEG01,CMLBCRABL1,-2.644056667,-4.333789
6262,SCH772984,MEG01,CMLBCRABL1,0.625711308,0.259873
6263,SGC-CBP30,MEG01,CMLBCRABL1,3.12789976,3.584613
6264,Savolitinib,MEG01,CMLBCRABL1,1.680205201,2.135622
6265,Tanespimycin,MEG01,CMLBCRABL1,0.980881672,-0.602946
6266,UMI-77,MEG01,CMLBCRABL1,3.185151,1.90548
6267,AGI-5198,MELHO,MEL,4.347822628,4.081947
6268,Axitinib,MELHO,MEL,3.732099916,4.030494
6269,Dinaciclib,MELHO,MEL,-3.510134718,-3.263542
6270,Methotrexate,MELHO,MEL,1.094012398,2.648085
6271,Nilotinib,MELHO,MEL,1.827580078,2.024811
6272,OSI-027,MELHO,MEL,1.652347202,1.560208
6273,OTX015,MELHO,MEL,2.16275094,2.009864
6274,P22077,MELHO,MEL,3.16881073,3.170834
6275,PD173074,MELHO,MEL,2.919642968,4.034153
6276,PRIMA-1MET,MELHO,MEL,2.817718876,3.199591
6277,SCH772984,MELHO,MEL,-1.604675994,-1.088887
6278,Selumetinib,MELHO,MEL,-1.354478739,-1.428979
6279,Sepantronium bromide,MELHO,MEL,-1.481175299,-4.121158
6280,Serdemetan,MELHO,MEL,2.394621246,2.757547
6281,Tanespimycin,MELHO,MEL,1.370287823,0.018346
6282,ZM447439,MELHO,MEL,1.775993388,1.795883
6283,AZD6738,MELJUSO,SKCM,4.236435348,4.024267
6284,AZD8055,MELJUSO,SKCM,0.466823844,0.97233
6285,Bleomycin (50 uM),MELJUSO,SKCM,4.638454274,2.572605
6286,Erlotinib,MELJUSO,SKCM,4.806541905,3.981904
6287,GNE-317,MELJUSO,SKCM,1.775318051,1.979569
6288,Methotrexate,MELJUSO,SKCM,-2.24865676,-1.340685
6289,OTX015,MELJUSO,SKCM,3.538823402,4.221378
6290,Obatoclax Mesylate,MELJUSO,SKCM,0.937949587,0.337182
6291,Osimertinib,MELJUSO,SKCM,2.477236495,2.348549
6292,PD173074,MELJUSO,SKCM,4.478997371,4.615148
6293,Rucaparib,MELJUSO,SKCM,4.758535491,4.080257
6294,SB216763,MELJUSO,SKCM,5.540302223,5.008175
6295,Sapitinib,MELJUSO,SKCM,5.547777912,5.508461
6296,Selumetinib,MELJUSO,SKCM,2.988882553,3.042847
6297,Serdemetan,MELJUSO,SKCM,3.430717795,4.237036
6298,VE-822,MELJUSO,SKCM,4.218797578,4.099987
6299,Wee1 Inhibitor,MELJUSO,SKCM,2.426036485,3.920075
6300,ZM447439,MELJUSO,SKCM,2.283722838,3.649631
6301,Zoledronate,MELJUSO,SKCM,4.160100908,4.041905
6302,AZ6102,MESSA,USARC,2.047057199,2.246279
6303,Acetalax,MESSA,USARC,2.353145258,2.200919
6304,CCT007093,MESSA,USARC,5.010370597,4.916496
6305,Cyclophosphamide,MESSA,USARC,4.777783582,5.077438
6306,Dacarbazine,MESSA,USARC,4.957742867,5.492446
6307,Entospletinib,MESSA,USARC,3.635036204,4.536522
6308,GSK2578215A,MESSA,USARC,4.174969733,4.564442
6309,GSK591,MESSA,USARC,4.730044334,4.844355
6310,Gemcitabine,MESSA,USARC,-2.598494561,-2.403099
6311,Linsitinib,MESSA,USARC,4.072959967,3.879979
6312,Motesanib,MESSA,USARC,3.14318052,4.811968
6313,Niraparib,MESSA,USARC,4.0296149,4.304421
6314,Nutlin-3a (-),MESSA,USARC,2.041388853,2.405459
6315,PFI3,MESSA,USARC,5.462662655,5.022716
6316,Remodelin,MESSA,USARC,4.564288714,3.990401
6317,Sepantronium bromide,MESSA,USARC,-5.099589914,-4.684675
6318,UNC0379,MESSA,USARC,2.47906342,3.186377
6319,WEHI-539,MESSA,USARC,4.984732721,4.761348
6320,Zoledronate,MESSA,USARC,3.850100027,3.785959
6321,AGI-5198,MEWO,SKCM,6.215246033,5.487401
6322,Afuresertib,MEWO,SKCM,4.672613297,3.727472
6323,BIBR-1532,MEWO,SKCM,6.106500658,5.548095
6324,BMS-754807,MEWO,SKCM,5.063342868,4.995166
6325,Camptothecin,MEWO,SKCM,-0.232586021,-0.240719
6326,Cediranib,MEWO,SKCM,2.299121672,2.452384
6327,Cyclophosphamide,MEWO,SKCM,6.202790333,5.639947
6328,Dabrafenib,MEWO,SKCM,6.043147753,5.029347
6329,Dasatinib,MEWO,SKCM,3.061051782,2.094651
6330,Epirubicin,MEWO,SKCM,0.292169868,1.137389
6331,MIRA-1,MEWO,SKCM,6.256241633,5.867181
6332,Obatoclax Mesylate,MEWO,SKCM,-0.189986073,0.585146
6333,SB590885,MEWO,SKCM,5.420236647,5.161783
6334,Telomerase Inhibitor IX,MEWO,SKCM,0.854407496,1.270969
6335,AZ6102,MFE280,UCEC,2.415245606,3.100636
6336,AZD5582,MFE280,UCEC,1.946644668,2.824399
6337,AZD5991,MFE280,UCEC,6.254376304,4.138744
6338,AZD7762,MFE280,UCEC,1.801938756,0.885145
6339,Afuresertib,MFE280,UCEC,2.126927974,1.807182
6340,Dactinomycin,MFE280,UCEC,-2.503217145,-1.796153
6341,Dasatinib,MFE280,UCEC,1.993338241,1.217268
6342,GNE-317,MFE280,UCEC,0.391473022,0.659369
6343,I-BRD9,MFE280,UCEC,4.488744278,4.602277
6344,L-Oxonoreleagnine,MFE280,UCEC,4.682875979,3.999127
6345,LCL161,MFE280,UCEC,5.545722384,5.169647
6346,LJI308,MFE280,UCEC,5.224722934,5.725
6347,Lapatinib,MFE280,UCEC,3.334928697,4.348583
6348,SB216763,MFE280,UCEC,5.401676998,5.262206
6349,SN-38,MFE280,UCEC,-1.972076645,3.688281
6350,VX-11e,MFE280,UCEC,4.00205532,4.267953
6351,WEHI-539,MFE280,UCEC,1.411891183,2.794564
6352,Wnt-C59,MFE280,UCEC,3.174855425,3.873106
6353,ZM447439,MFE280,UCEC,3.033564758,4.482027
6354,AZ960,MFE296,UCEC,4.031740003,3.972669
6355,Cisplatin,MFE296,UCEC,4.933667045,3.75143
6356,Cytarabine,MFE296,UCEC,4.034680542,3.010616
6357,Dihydrorotenone,MFE296,UCEC,-3.915843139,-2.423721
6358,Entinostat,MFE296,UCEC,3.445063323,3.987701
6359,Foretinib,MFE296,UCEC,1.543956592,2.091144
6360,Gefitinib,MFE296,UCEC,3.962453852,3.523538
6361,Gemcitabine,MFE296,UCEC,2.275647223,3.420197
6362,I-BET-762,MFE296,UCEC,4.96936813,4.619374
6363,KU-55933,MFE296,UCEC,4.866853916,5.186483
6364,LCL161,MFE296,UCEC,4.282332802,5.222932
6365,MIM1,MFE296,UCEC,4.073843065,3.783205
6366,OTX015,MFE296,UCEC,5.411288147,3.919991
6367,PCI-34051,MFE296,UCEC,4.77565809,5.088724
6368,Picolinici-acid,MFE296,UCEC,5.222258198,5.389122
6369,Pyridostatin,MFE296,UCEC,2.975204437,3.400055
6370,Tanespimycin,MFE296,UCEC,0.695646679,-0.290695
6371,Teniposide,MFE296,UCEC,1.595578647,2.76388
6372,YK-4-279,MFE296,UCEC,3.05404028,3.496155
6373,AMG-319,MFE319,UASC,5.441255635,4.760497
