"",drug,cell_line,OncotreeCode,IC50,prediction,IC50_Z,prediction_Z
5394,Vinorelbine,KYSE150,ESCC,-5.137003,-4.814966,-1.013028,-0.860299
5395,Vorinostat,KYSE150,ESCC,1.094765,1.550612,-0.360142,0.057858
5396,alpha-lipoic acid,KYSE150,ESCC,7.858709,7.416010,0.207160,-0.248965
5397,AZD7762,KYSE180,ESCC,-1.014084,-0.645200,-0.763920,-0.524808
5398,Afatinib,KYSE180,ESCC,0.877177,0.409495,-0.484455,-0.800240
5399,Buparlisib,KYSE180,ESCC,1.049276,0.678676,-0.088076,-0.481303
5400,CPI-637,KYSE180,ESCC,4.840286,4.553529,0.477428,0.278436
5401,GSK343,KYSE180,ESCC,2.940973,3.321387,-0.483606,-0.205346
5402,Ipatasertib,KYSE180,ESCC,2.372103,3.676296,-0.708960,0.187161
5403,Luminespib,KYSE180,ESCC,-3.043179,-3.304688,-0.505775,-0.649655
5404,MG-132,KYSE180,ESCC,-1.226254,-1.274721,0.080339,0.013258
5405,Nilotinib,KYSE180,ESCC,2.758849,3.496284,-0.354752,0.077410
5406,Nutlin-3a (-),KYSE180,ESCC,4.921274,4.813500,0.279252,0.219084
5407,OTX015,KYSE180,ESCC,3.116861,2.236341,0.436975,-0.034420
5408,Obatoclax Mesylate,KYSE180,ESCC,0.154253,0.044942,-0.322529,-0.420275
5409,PFI-1,KYSE180,ESCC,4.142761,3.725707,0.078382,-0.291964
5410,Pevonedistat,KYSE180,ESCC,0.232632,-0.680016,-0.297453,-0.722393
5411,RO-3306,KYSE180,ESCC,3.420680,2.473083,-0.053842,-0.639445
5412,Rapamycin,KYSE180,ESCC,-2.301570,-2.216276,-0.240304,-0.189640
5413,Savolitinib,KYSE180,ESCC,1.423498,2.185671,-1.106293,-0.466056
5414,Selumetinib,KYSE180,ESCC,4.402947,4.096624,0.446376,0.281248
5415,Vinorelbine,KYSE180,ESCC,-4.599308,-4.376642,-0.758021,-0.652420
5416,5-Fluorouracil,KYSE270,ESCC,3.353126,3.921059,-0.604214,-0.273974
5417,Alisertib,KYSE270,ESCC,2.860216,2.283086,0.555563,0.303400
5418,BMS-345541,KYSE270,ESCC,2.506405,3.222977,-0.584317,-0.041637
5419,Daporinad,KYSE270,ESCC,-7.468793,-4.772705,-1.473177,-0.512147
5420,EHT-1864,KYSE270,ESCC,2.714406,3.481620,-0.980071,-0.199930
5421,Epirubicin,KYSE270,ESCC,-0.859109,-1.212351,-0.003935,-0.212838
5422,Fludarabine,KYSE270,ESCC,5.152491,5.274435,0.196081,0.258857
5423,GDC0810,KYSE270,ESCC,4.742389,4.744679,-0.364846,-0.362424
5424,GSK2110183B,KYSE270,ESCC,3.800316,3.213161,0.320768,-0.056252
5425,ICL-SIRT078,KYSE270,ESCC,3.191442,4.607574,-0.794782,0.226179
5426,LJI308,KYSE270,ESCC,4.967555,4.951994,-0.009763,-0.024197
5427,MN-64,KYSE270,ESCC,4.234386,4.707779,-0.423776,0.033141
5428,Oxaliplatin,KYSE270,ESCC,4.028542,4.156781,-0.146401,-0.074494
5429,Paclitaxel,KYSE270,ESCC,-3.364639,-3.307745,-0.252362,-0.224151
5430,RO-3306,KYSE270,ESCC,3.479758,4.402016,-0.017332,0.552612
5431,Sorafenib,KYSE270,ESCC,2.356772,2.915107,-0.155053,0.304336
5432,Telomerase Inhibitor IX,KYSE270,ESCC,-0.085548,0.425061,-0.600291,-0.186227
5433,Vorinostat,KYSE270,ESCC,1.858522,1.896394,0.340204,0.374931
5434,XAV939,KYSE270,ESCC,4.079308,4.645868,-0.210923,0.360570
5435,AZD5582,KYSE410,ESCC,2.399785,4.136771,0.103408,0.845046
5436,Dactolisib,KYSE410,ESCC,-1.640183,-1.047713,-0.090545,0.323832
5437,Epirubicin,KYSE410,ESCC,1.584545,0.464207,1.441209,0.778656
5438,GDC0810,KYSE410,ESCC,5.339330,5.994595,0.266484,0.959497
5439,GSK591,KYSE410,ESCC,5.509660,5.447279,0.937253,0.885736
5440,GW441756,KYSE410,ESCC,3.696462,4.004851,0.274879,0.607001
5441,Methotrexate,KYSE410,ESCC,-1.882482,-1.929040,-0.896902,-0.915589
5442,NVP-ADW742,KYSE410,ESCC,2.910632,2.906726,0.019268,0.016616
5443,Nelarabine,KYSE410,ESCC,7.610467,7.107106,1.473559,1.009044
5444,Nutlin-3a (-),KYSE410,ESCC,6.791674,6.862700,1.323438,1.363090
5445,PD173074,KYSE410,ESCC,5.179242,4.460387,1.007473,0.495994
5446,SB590885,KYSE410,ESCC,6.279922,5.693859,1.429540,0.997160
5447,Schweinfurthin A,KYSE410,ESCC,1.290076,2.486949,0.081987,0.593339
5448,Sinularin,KYSE410,ESCC,5.083703,4.391194,1.453179,0.750420
5449,Staurosporine,KYSE410,ESCC,-1.119778,-2.553051,1.209183,0.174055
5450,Talazoparib,KYSE410,ESCC,5.538927,5.418870,1.251392,1.197187
5451,Temozolomide,KYSE410,ESCC,8.353081,8.055647,1.602912,1.374656
5452,Veliparib,KYSE410,ESCC,6.306473,6.075852,1.141994,0.889361
5453,alpha-lipoic acid,KYSE410,ESCC,8.666515,9.105764,1.039465,1.492035
5454,AZ960,KYSE450,ESCC,2.486989,2.346928,0.342973,0.261736
5455,AZD5363,KYSE450,ESCC,3.276627,3.193350,0.297391,0.239636
5456,BI-2536,KYSE450,ESCC,-0.025848,-1.769814,0.371194,-0.294993
5457,BIBR-1532,KYSE450,ESCC,5.869132,5.144188,0.888111,0.172979
5458,Buparlisib,KYSE450,ESCC,1.288024,0.830767,0.165251,-0.319926
5459,Dinaciclib,KYSE450,ESCC,-3.678707,-3.404304,-0.695177,-0.508934
5460,Fulvestrant,KYSE450,ESCC,4.049015,3.751412,0.251800,0.016215
5461,GSK2830371,KYSE450,ESCC,5.952503,5.752167,0.450551,0.280216
5462,Gefitinib,KYSE450,ESCC,-0.629513,0.102897,-3.114805,-2.510804
5463,Lenalidomide,KYSE450,ESCC,4.177138,5.537752,-0.988886,0.281114
5464,Mycophenolic acid,KYSE450,ESCC,1.550567,2.152500,-0.159661,0.232343
5465,NVP-ADW742,KYSE450,ESCC,4.123604,3.083719,0.842963,0.136807
5466,PD173074,KYSE450,ESCC,5.111636,4.332267,0.959370,0.404834
5467,PRT062607,KYSE450,ESCC,3.543092,3.326708,0.265558,0.110625
5468,SCH772984,KYSE450,ESCC,2.551099,2.161274,0.029420,-0.183000
5469,Uprosertib,KYSE450,ESCC,4.197945,3.081214,0.781313,0.127228
5470,Vinorelbine,KYSE450,ESCC,-2.671622,-3.490268,0.156202,-0.232049
5471,WZ4003,KYSE450,ESCC,3.039553,4.133412,-0.813036,-0.017602
5472,XAV939,KYSE450,ESCC,5.033455,4.588049,0.751532,0.302248
5473,5-Fluorouracil,KYSE510,ESCC,4.995570,4.715807,0.350828,0.188153
5474,AGI-6780,KYSE510,ESCC,3.915078,4.310781,-0.395787,-0.031428
5475,AT13148,KYSE510,ESCC,4.503816,3.846805,0.598109,0.190989
5476,Acetalax,KYSE510,ESCC,3.647863,3.939080,-0.546718,-0.404784
5477,Bicalutamide,KYSE510,ESCC,4.606821,4.476473,-0.088041,-0.233585
5478,Dabrafenib,KYSE510,ESCC,4.534114,4.681187,0.149602,0.228925
5479,Dactinomycin,KYSE510,ESCC,-4.731205,-4.803919,-0.509001,-0.547618
5480,Dihydrorotenone,KYSE510,ESCC,0.154461,0.599897,-0.399758,-0.117439
5481,EHT-1864,KYSE510,ESCC,3.343525,3.211778,-0.340352,-0.474319
5482,JNK Inhibitor VIII,KYSE510,ESCC,3.454551,4.252962,-1.708767,-0.878076
5483,Mitoxantrone,KYSE510,ESCC,-2.342342,-0.321033,-1.268085,-0.368926
5484,OF-1,KYSE510,ESCC,3.466275,3.304337,-0.559901,-0.698303
5485,PRT062607,KYSE510,ESCC,2.356981,3.793378,-0.583712,0.444766
5486,Refametinib,KYSE510,ESCC,4.310689,3.323272,1.062987,0.548066
5487,SL0101,KYSE510,ESCC,4.983975,4.472178,0.299791,-0.318778
5488,Tozasertib,KYSE510,ESCC,3.540241,2.951860,0.696446,0.449482
5489,Uprosertib,KYSE510,ESCC,3.350675,2.898138,0.285055,0.019998
5490,WZ4003,KYSE510,ESCC,2.868273,4.857664,-0.937588,0.509060
5491,BMS-345541,KYSE520,ESCC,4.133127,4.901920,0.647646,1.229874
5492,Carmustine,KYSE520,ESCC,7.492616,7.325205,1.328106,1.156445
5493,Cytarabine,KYSE520,ESCC,6.012725,4.852772,1.955871,1.446859
5494,Dihydrorotenone,KYSE520,ESCC,2.981353,2.451778,1.391936,1.056289
5495,Gallibiscoquinazole,KYSE520,ESCC,3.681140,3.700312,1.078021,1.099265
5496,Irinotecan,KYSE520,ESCC,5.777406,5.911127,1.699284,1.768415
5497,JNK Inhibitor VIII,KYSE520,ESCC,5.936167,6.377079,0.873179,1.331917
5498,KU-55933,KYSE520,ESCC,7.009218,5.862512,1.746796,0.729077
5499,LMP744,KYSE520,ESCC,4.511604,2.747388,2.081449,1.324617
5500,LY2109761,KYSE520,ESCC,5.905152,5.882607,0.861402,0.839786
5501,MK-8776,KYSE520,ESCC,4.723419,4.003417,1.012622,0.577960
5502,Nilotinib,KYSE520,ESCC,5.496325,6.187106,1.249503,1.654324
5503,Pictilisib,KYSE520,ESCC,0.796638,0.567850,-0.335301,-0.516397
5504,RO-3306,KYSE520,ESCC,6.634347,5.673586,1.932165,1.338427
5505,Tanespimycin,KYSE520,ESCC,-0.831257,-0.567932,-0.472496,-0.306639
5506,Trametinib,KYSE520,ESCC,-0.258093,-0.223154,-0.210631,-0.195157
5507,Ulixertinib,KYSE520,ESCC,3.282933,2.783245,0.489291,0.156962
5508,VE821,KYSE520,ESCC,6.306308,6.201903,1.494811,1.428889
5509,Vinblastine,KYSE520,ESCC,-1.974658,-0.880950,0.697500,1.199720
5510,AGK2,KYSE70,ESCC,4.350988,3.624231,1.172347,0.388151
5511,AZD3759,KYSE70,ESCC,3.026992,3.169440,0.474682,0.606027
5512,Entospletinib,KYSE70,ESCC,5.179385,5.258458,1.232375,1.297057
5513,Fulvestrant,KYSE70,ESCC,4.790446,4.139691,0.838725,0.323580
5514,GNE-317,KYSE70,ESCC,1.341752,1.826779,0.506815,0.879320
5515,GSK2606414,KYSE70,ESCC,4.715350,5.003254,0.764614,1.001382
5516,MIRA-1,KYSE70,ESCC,7.226436,6.337226,1.611096,0.890762
5517,PFI-1,KYSE70,ESCC,5.075005,4.593489,0.906216,0.478629
5518,POMHEX,KYSE70,ESCC,5.242490,2.174030,3.070392,0.670008
5519,Picolinici-acid,KYSE70,ESCC,6.390711,5.848319,1.391009,0.718507
5520,Rapamycin,KYSE70,ESCC,1.010129,-0.277072,1.726835,0.962241
5521,Refametinib,KYSE70,ESCC,3.790908,3.603841,0.791930,0.694378
5522,Ruxolitinib,KYSE70,ESCC,6.086902,5.143259,1.109058,0.297251
5523,SGC-CBP30,KYSE70,ESCC,5.352388,4.504193,1.273009,0.313343
5524,SN-38,KYSE70,ESCC,4.981098,4.711973,1.987843,1.913027
5525,UMI-77,KYSE70,ESCC,2.526786,4.282154,-0.316037,0.996281
5526,Vismodegib,KYSE70,ESCC,5.739272,5.781985,0.803850,0.847345
5527,WEHI-539,KYSE70,ESCC,5.117909,4.614690,0.838318,0.545244
5528,Wnt-C59,KYSE70,ESCC,5.867889,5.081756,1.396599,0.678934
5529,5-azacytidine,L1236,HL,2.302758,2.308704,-0.492850,-0.488575
5530,AZD5582,L1236,HL,1.093911,1.509106,-0.454160,-0.276885
5531,Acetalax,L1236,HL,5.412759,5.472773,0.313465,0.342715
5532,BMS-345541,L1236,HL,1.928439,2.232301,-1.022028,-0.791904
5533,Daporinad,L1236,HL,-4.019994,-6.039116,-0.243840,-0.963564
5534,Dinaciclib,L1236,HL,-3.869310,-3.669247,-0.824544,-0.688756
5535,Erlotinib,L1236,HL,2.797573,2.470439,-0.125832,-0.351620
5536,GSK2578215A,L1236,HL,4.467181,4.005272,-0.483034,-0.961138
5537,IWP-2,L1236,HL,2.563868,2.174331,-0.341909,-0.776199
5538,Luminespib,L1236,HL,-3.946198,-3.701605,-1.002609,-0.868036
5539,MK-2206,L1236,HL,2.359993,1.721335,-0.245491,-0.674777
5540,MN-64,L1236,HL,2.898803,3.929994,-1.712877,-0.717575
5541,Podophyllotoxin bromide,L1236,HL,-0.937665,-1.700138,-0.315750,-0.807152
5542,Sabutoclax,L1236,HL,-1.588381,-1.214828,-0.976399,-0.682162
5543,UMI-77,L1236,HL,2.086910,1.630244,-0.644890,-0.986294
5544,VX-11e,L1236,HL,2.777858,2.658409,0.048613,-0.035956
5545,Veliparib,L1236,HL,4.799563,5.014685,-0.508740,-0.273086
5546,Venetoclax,L1236,HL,2.509950,0.812591,0.065355,-0.752569
5547,Vorinostat,L1236,HL,-0.256138,0.590940,-1.598883,-0.822136
5548,AGK2,L363,PCM,1.739216,2.453488,-1.645843,-0.875120
5549,AZD2014,L363,PCM,0.380345,0.721766,-1.211880,-0.976351
5550,Acetalax,L363,PCM,5.234202,5.227141,0.226439,0.222997
5551,BI-2536,L363,PCM,-4.181943,-3.847651,-1.216414,-1.088716
5552,Cediranib,L363,PCM,2.031632,1.674748,-0.200858,-0.500164
5553,Doramapimod,L363,PCM,4.039873,3.891201,-0.756722,-0.881838
5554,GSK2801,L363,PCM,3.068692,3.909622,-2.153001,-1.209624
5555,GSK591,L363,PCM,4.408394,3.629495,0.027787,-0.615457
5556,KU-55933,L363,PCM,4.421539,3.602841,-0.549807,-1.276414
5557,MIM1,L363,PCM,2.757966,3.051783,-0.993015,-0.748364
5558,N-acetyl cysteine,L363,PCM,9.252199,9.594564,-0.850860,-0.458628
5559,Nilotinib,L363,PCM,1.523899,1.566068,-1.078475,-1.053762
5560,Nutlin-3a (-),L363,PCM,3.949906,4.206231,-0.263034,-0.119935
5561,Obatoclax Mesylate,L363,PCM,0.882215,0.007172,0.328414,-0.454049
5562,Palbociclib,L363,PCM,2.480464,2.662574,-0.623987,-0.509283
5563,SGC-CBP30,L363,PCM,2.611302,3.413526,-1.828312,-0.920659
5564,Sepantronium bromide,L363,PCM,-5.615040,-5.316111,-0.887847,-0.704226
5565,Taselisib,L363,PCM,0.421277,0.102540,-0.794386,-0.982525
5566,Vinorelbine,L363,PCM,-4.907684,-5.220523,-0.904272,-1.052639
5567,AT13148,L428,HL,4.850486,3.304768,0.812926,-0.144888
5568,AZD5991,L428,HL,4.640527,1.086006,0.316923,-0.950581
5569,Bortezomib,L428,HL,-5.324124,-5.445136,-0.547580,-0.660845
5570,Buparlisib,L428,HL,0.334681,0.680278,-0.846302,-0.479603
5571,Cisplatin,L428,HL,1.324089,1.709752,-1.030240,-0.822374
5572,Dabrafenib,L428,HL,4.212891,3.688637,-0.023648,-0.306402
5573,Dactinomycin,L428,HL,-3.627861,-4.103561,0.076969,-0.175668
5574,GSK-LSD1,L428,HL,0.881176,2.362597,-2.003737,-0.322248
5575,GSK343,L428,HL,2.572914,2.801942,-0.752829,-0.585303
5576,I-BET-762,L428,HL,2.874012,2.384915,-0.192310,-0.501507
5577,Luminespib,L428,HL,-2.774521,-2.749485,-0.357961,-0.344187
5578,Mitoxantrone,L428,HL,-1.772839,0.559852,-1.014747,0.022927
5579,OF-1,L428,HL,4.583448,3.892334,0.394904,-0.195765
5580,OSI-027,L428,HL,3.793762,1.842685,0.809225,-0.496832
5581,OTX015,L428,HL,1.894139,1.264175,-0.217622,-0.554879
5582,Romidepsin,L428,HL,-5.152583,-5.277127,0.087427,-0.036653
5583,Savolitinib,L428,HL,0.977972,1.834600,-1.480542,-0.760961
5584,Talazoparib,L428,HL,1.777079,3.916920,-0.447076,0.519058
5585,Vinblastine,L428,HL,-5.577981,-4.480483,-0.957110,-0.453150
5586,AZD5363,L540,HL,4.592590,3.525420,1.210051,0.469936
5587,Alisertib,L540,HL,0.583961,-1.061687,-0.438991,-1.158016
5588,BMS-536924,L540,HL,1.318654,2.077080,-0.572215,-0.023082
5589,Bleomycin (50 uM),L540,HL,2.338876,1.931384,-0.520119,-0.715882
5590,Bromosporine,L540,HL,0.164652,0.903650,-1.786246,-1.197463
5591,Daporinad,L540,HL,-4.258878,-6.076055,-0.328991,-0.976731
5592,Dinaciclib,L540,HL,-4.695174,-3.931047,-1.385076,-0.866446
5593,Entospletinib,L540,HL,3.886637,2.959415,0.174890,-0.583589
5594,Epirubicin,L540,HL,-2.309255,-3.091020,-0.861532,-1.323858
5595,Fulvestrant,L540,HL,2.147717,2.752374,-1.253288,-0.774635
5596,GSK1904529A,L540,HL,2.742351,3.439581,-1.454895,-0.823373
5597,KRAS (G12C) Inhibitor-12,L540,HL,1.566060,2.656375,-1.879022,-1.168395
5598,MIM1,L540,HL,3.223572,2.657396,-0.605321,-1.076756
5599,N-acetyl cysteine,L540,HL,9.951020,9.645805,-0.050253,-0.399924
5600,Osimertinib,L540,HL,0.319496,1.670731,-1.042092,0.013765
5601,Palbociclib,L540,HL,2.775680,2.073742,-0.438042,-0.880164
5602,Trametinib,L540,HL,3.067358,1.422754,1.262193,0.533807
5603,Vorinostat,L540,HL,0.771327,0.641744,-0.656725,-0.775550
5604,Zoledronate,L540,HL,3.186909,2.937981,-0.743254,-1.012692
5605,Afatinib,LAMA84,CML,0.937092,1.074874,-0.444000,-0.350968
5606,Cisplatin,LAMA84,CML,1.330546,1.002698,-1.026760,-1.203465
5607,Dasatinib,LAMA84,CML,-8.280412,-6.959291,-4.116759,-3.548309
5608,Dihydrorotenone,LAMA84,CML,0.979489,-0.793049,0.123148,-1.000293
5609,Doramapimod,LAMA84,CML,3.485559,4.661183,-1.223208,-0.233857
5610,EPZ5676,LAMA84,CML,4.687593,4.765944,-0.831487,-0.755322
5611,Entospletinib,LAMA84,CML,1.822784,2.656175,-1.513367,-0.831643
5612,GSK591,LAMA84,CML,2.556025,3.407228,-1.501968,-0.799013
5613,MIRA-1,LAMA84,CML,4.074805,3.837215,-0.941986,-1.134453
5614,Methotrexate,LAMA84,CML,-3.450255,-2.820328,-1.526136,-1.273311
5615,Mirin,LAMA84,CML,4.519339,3.774753,-0.222583,-0.851686
5616,Nelarabine,LAMA84,CML,4.655437,4.219542,-1.253426,-1.655683
5617,OTX015,LAMA84,CML,-0.928230,0.916253,-1.728603,-0.741142
5618,PFI3,LAMA84,CML,4.379830,4.380861,-1.209412,-1.208187
5619,Rapamycin,LAMA84,CML,-3.447897,-2.752299,-0.921220,-0.508036
5620,Romidepsin,LAMA84,CML,-6.188206,-5.646011,-0.944329,-0.404159
5621,SB590885,LAMA84,CML,3.825008,3.427045,-0.381626,-0.675231
5622,Sepantronium bromide,LAMA84,CML,-3.909930,-4.352540,0.159539,-0.112340
5623,Teniposide,LAMA84,CML,-1.578937,-1.444662,-1.034258,-0.966536
5624,A-366,LCLC103H,LCLC,4.431076,4.905934,-0.432692,0.028471
5625,AGI-5198,LCLC103H,LCLC,5.958144,5.204031,1.381737,0.550834
5626,AZD6738,LCLC103H,LCLC,4.165824,2.358065,1.442579,0.205797
5627,Afatinib,LCLC103H,LCLC,2.324636,2.001496,0.492886,0.274699
5628,Crizotinib,LCLC103H,LCLC,2.874591,2.934637,0.207818,0.247567
5629,Dasatinib,LCLC103H,LCLC,1.056282,0.086169,-0.099375,-0.516794
5630,EPZ004777,LCLC103H,LCLC,6.060620,5.363803,0.928528,0.215332
5631,Elephantin,LCLC103H,LCLC,3.378150,3.223064,-0.144825,-0.251550
5632,Epirubicin,LCLC103H,LCLC,0.053469,-0.912338,0.535751,-0.035414
5633,Foretinib,LCLC103H,LCLC,1.767768,1.321192,0.629948,0.302128
5634,LGK974,LCLC103H,LCLC,4.173085,4.585466,-0.058822,0.313488
5635,Motesanib,LCLC103H,LCLC,6.124978,6.080218,0.567882,0.528394
5636,Navitoclax,LCLC103H,LCLC,3.379275,3.892321,0.789883,1.042692
5637,Olaparib,LCLC103H,LCLC,5.463800,4.707748,0.948058,0.367264
5638,PLX-4720,LCLC103H,LCLC,3.890579,5.151423,-0.218791,0.636005
5639,Pictilisib,LCLC103H,LCLC,1.758881,1.446431,0.426358,0.179040
5640,Rapamycin,LCLC103H,LCLC,0.256527,-2.158203,1.279198,-0.155145
5641,Sapitinib,LCLC103H,LCLC,6.168069,5.269639,1.360053,0.857458
5642,ZM447439,LCLC103H,LCLC,2.442053,3.047469,-0.079026,0.275847
5643,AZ960,LCLC97TM1,LCLC,1.601786,1.450480,-0.170456,-0.258215
5644,AZD5438,LCLC97TM1,LCLC,1.665466,1.230630,-0.464408,-0.750850
5645,AZD8055,LCLC97TM1,LCLC,1.075390,0.380697,0.809364,0.302881
5646,BMS-345541,LCLC97TM1,LCLC,2.914034,2.328437,-0.275609,-0.719098
5647,Bosutinib,LCLC97TM1,LCLC,2.300494,3.174124,-0.207668,0.362582
5648,Carmustine,LCLC97TM1,LCLC,5.876908,6.040890,-0.328624,-0.160479
5649,Dabrafenib,LCLC97TM1,LCLC,4.675618,4.188518,0.225922,-0.036794
5650,Epirubicin,LCLC97TM1,LCLC,-0.160711,-0.817433,0.409088,0.020712
5651,Mirin,LCLC97TM1,LCLC,4.480949,4.379861,-0.255018,-0.340428
5652,Osimertinib,LCLC97TM1,LCLC,3.145242,1.520945,1.165950,-0.103278
5653,Pyridostatin,LCLC97TM1,LCLC,5.402671,3.160294,1.409501,-0.315831
5654,RVX-208,LCLC97TM1,LCLC,5.001095,4.502525,0.243660,-0.219531
5655,Ruxolitinib,LCLC97TM1,LCLC,4.683447,5.058457,-0.098321,0.224297
5656,SB590885,LCLC97TM1,LCLC,3.161474,4.616412,-0.871162,0.202250
5657,SGC0946,LCLC97TM1,LCLC,1.475286,2.158566,-0.787703,0.067931
5658,Serdemetan,LCLC97TM1,LCLC,4.117783,3.681455,0.287535,-0.054296
5659,Sinularin,LCLC97TM1,LCLC,2.960055,3.624901,-0.701901,-0.027215
5660,Sorafenib,LCLC97TM1,LCLC,1.808208,2.363176,-0.606402,-0.149784
5661,glutathione,LCLC97TM1,LCLC,9.014184,9.546593,-0.175851,0.418406
5662,5-Fluorouracil,LK2,LUSC,4.530405,5.277463,0.080346,0.514743
5663,Dactinomycin,LK2,LUSC,-2.491878,-3.863148,0.680272,-0.047989
5664,Entinostat,LK2,LUSC,3.979062,2.166948,1.190399,0.083462
5665,Erlotinib,LK2,LUSC,4.219998,3.513304,0.855926,0.368166
5666,Foretinib,LK2,LUSC,0.368013,-0.308830,-0.397575,-0.894426
5667,JNK Inhibitor VIII,LK2,LUSC,4.742467,5.436765,-0.368781,0.353587
5668,KU-55933,LK2,LUSC,5.901377,5.490635,0.763570,0.399031
5669,LGK974,LK2,LUSC,3.616542,3.002588,-0.561286,-1.115581
5670,Lestaurtinib,LK2,LUSC,-2.008388,-0.278741,-1.232730,-0.163131
5671,OF-1,LK2,LUSC,3.477209,2.844207,-0.550556,-1.091559
5672,Podophyllotoxin bromide,LK2,LUSC,-1.889174,-1.255762,-0.928983,-0.520759
5673,Ribociclib,LK2,LUSC,4.493537,4.352637,0.682638,0.567446
5674,Sapitinib,LK2,LUSC,5.887291,5.092893,1.202981,0.758583
5675,Sinularin,LK2,LUSC,3.173169,3.818813,-0.485633,0.169567
5676,Tanespimycin,LK2,LUSC,-0.351968,-0.380075,-0.170613,-0.188316
5677,Taselisib,LK2,LUSC,4.005423,1.986114,1.321200,0.129278
5678,Vinorelbine,LK2,LUSC,-5.227475,-3.843894,-1.055936,-0.399759
5679,Zoledronate,LK2,LUSC,4.122041,4.076540,0.268926,0.219676
5680,glutathione,LK2,LUSC,9.040702,9.377962,-0.146253,0.230186
5681,5-azacytidine,LN18,GB,2.816257,3.040721,-0.123643,0.037748
5682,A-366,LN18,GB,4.741601,4.842397,-0.131123,-0.033234
5683,AT13148,LN18,GB,1.733653,3.268927,-1.118439,-0.167097
5684,AZ960,LN18,GB,2.168645,1.594893,0.158329,-0.174454
5685,AZD1332,LN18,GB,4.084881,2.496031,0.210166,-0.824667
5686,AZD3759,LN18,GB,3.566464,2.772039,0.972104,0.239602
5687,AZD5363,LN18,GB,2.587588,2.709950,-0.180478,-0.095617
5688,Axitinib,LN18,GB,3.004692,2.693235,0.060283,-0.125428
5689,Dihydrorotenone,LN18,GB,0.362875,0.557519,-0.267665,-0.144299
5690,Elephantin,LN18,GB,3.903221,4.513968,0.216509,0.636802
5691,Gallibiscoquinazole,LN18,GB,1.220072,2.707567,-1.648839,-0.000696
5692,JQ1,LN18,GB,3.136161,3.201074,0.568789,0.602035
5693,Lenalidomide,LN18,GB,5.553299,5.098707,0.295625,-0.128692
5694,Lestaurtinib,LN18,GB,0.822870,0.205440,0.518096,0.136282
5695,MIM1,LN18,GB,3.348559,2.891324,-0.501249,-0.881972
5696,MN-64,LN18,GB,5.427518,4.549232,0.727831,-0.119888
5697,Mitoxantrone,LN18,GB,1.350676,0.712527,0.374717,0.090843
5698,Remodelin,LN18,GB,6.233085,4.817389,1.223172,0.000443
5699,Sorafenib,LN18,GB,1.742566,2.426075,-0.660412,-0.098031
5700,AZD4547,LN229,GB,2.166550,3.845836,-0.575994,0.473394
5701,Cediranib,LN229,GB,4.050160,2.790839,1.492003,0.435859
5702,EHT-1864,LN229,GB,3.818408,4.226077,0.142533,0.557071
5703,GSK2110183B,LN229,GB,3.397266,4.785312,0.061964,0.953248
5704,GSK591,LN229,GB,4.407021,5.114331,0.026653,0.610776
5705,Gefitinib,LN229,GB,3.073512,3.623171,-0.061010,0.392280
5706,Gemcitabine,LN229,GB,5.059987,4.714988,1.935469,1.820871
5707,LCL161,LN229,GB,4.811056,5.271847,0.035671,0.407730
5708,LMP744,LN229,GB,4.767178,3.828713,2.191087,1.788495
5709,Linsitinib,LN229,GB,4.456092,5.091346,0.371770,0.852222
5710,ML323,LN229,GB,5.672803,5.378036,1.076821,0.797579
5711,Mycophenolic acid,LN229,GB,3.528307,3.473867,1.128329,1.092875
5712,PD0325901,LN229,GB,1.511611,1.634777,0.077756,0.135167
5713,Podophyllotoxin bromide,LN229,GB,1.953224,1.991138,1.547381,1.571816
5714,Ruxolitinib,LN229,GB,3.890013,5.305018,-0.780905,0.436411
5715,Teniposide,LN229,GB,3.800173,3.813581,1.678716,1.685479
5716,Trametinib,LN229,GB,0.319365,-0.084399,0.045122,-0.133703
5717,Vincristine,LN229,GB,1.485923,1.519053,1.184410,1.197057
5718,YK-4-279,LN229,GB,3.833248,3.908854,0.960339,1.006119
5719,ABT737,LNCAPCLONEFGC,PRAD,1.234283,2.008489,-0.312149,0.064833
5720,AT13148,LNCAPCLONEFGC,PRAD,0.685097,2.479885,-1.768183,-0.656032
5721,Acetalax,LNCAPCLONEFGC,PRAD,3.408751,3.788955,-0.663258,-0.477952
5722,Alisertib,LNCAPCLONEFGC,PRAD,4.081387,1.967442,1.089123,0.165487
5723,CCT007093,LNCAPCLONEFGC,PRAD,5.656489,4.709854,0.539373,-0.558287
5724,Dabrafenib,LNCAPCLONEFGC,PRAD,4.170793,4.131526,-0.046353,-0.067532
5725,Dihydrorotenone,LNCAPCLONEFGC,PRAD,0.860363,0.680490,0.047645,-0.066359
5726,Dinaciclib,LNCAPCLONEFGC,PRAD,-2.388799,-3.237672,0.180312,-0.395837
5727,Docetaxel,LNCAPCLONEFGC,PRAD,-4.059037,-4.919648,-0.251854,-0.589534
5728,EHT-1864,LNCAPCLONEFGC,PRAD,2.801763,3.005684,-0.891243,-0.683886
5729,Erlotinib,LNCAPCLONEFGC,PRAD,4.368338,2.385299,0.958310,-0.410383
5730,GSK2578215A,LNCAPCLONEFGC,PRAD,3.443518,3.975838,-1.542587,-0.991604
5731,GSK591,LNCAPCLONEFGC,PRAD,4.274923,4.109960,-0.082438,-0.218671
