drug,cell_line,IC50,OncotreeCode
Vorinostat,CAL851,2.184757,IDC
WEHI-539,CAL851,3.704221,IDC
WIKI4,CAL851,4.49314,IDC
WZ4003,CAL851,2.458181,IDC
Wee1 Inhibitor,CAL851,2.41184,IDC
Wnt-C59,CAL851,5.382886,IDC
XAV939,CAL851,4.131312,IDC
YK-4-279,CAL851,3.911091,IDC
ZM447439,CAL851,3.137043,IDC
Zoledronate,CAL851,4.190118,IDC
alpha-lipoic acid,CAL851,7.053094,IDC
glutathione,CAL851,8.956746,IDC
5-Fluorouracil,HCC1954,5.370844,DCIS
5-azacytidine,HCC1954,3.65683,DCIS
A-366,HCC1954,4.667611,DCIS
ABT737,HCC1954,2.077355,DCIS
AGI-5198,HCC1954,3.830933,DCIS
AGI-6780,HCC1954,4.509517,DCIS
AGK2,HCC1954,3.094578,DCIS
AMG-319,HCC1954,5.189259,DCIS
AT13148,HCC1954,2.157111,DCIS
AZ6102,HCC1954,3.02549,DCIS
AZ960,HCC1954,3.43245,DCIS
AZD1208,HCC1954,5.373922,DCIS
AZD1332,HCC1954,5.372574,DCIS
AZD2014,HCC1954,2.85779,DCIS
AZD3759,HCC1954,2.011442,DCIS
AZD4547,HCC1954,2.316358,DCIS
AZD5153,HCC1954,4.331141,DCIS
AZD5363,HCC1954,1.538029,DCIS
AZD5438,HCC1954,0.9092,DCIS
AZD5582,HCC1954,-1.050528,DCIS
AZD5991,HCC1954,-3.016782,DCIS
AZD6482,HCC1954,2.781671,DCIS
AZD6738,HCC1954,2.614768,DCIS
AZD7762,HCC1954,-0.406538,DCIS
AZD8055,HCC1954,-0.270258,DCIS
AZD8186,HCC1954,3.178684,DCIS
Acetalax,HCC1954,-0.790832,DCIS
Afatinib,HCC1954,1.898886,DCIS
Afuresertib,HCC1954,1.628423,DCIS
Alisertib,HCC1954,4.21613,DCIS
Alpelisib,HCC1954,1.479433,DCIS
Avagacestat,HCC1954,4.035765,DCIS
Axitinib,HCC1954,3.341702,DCIS
BI-2536,HCC1954,2.621336,DCIS
BIBR-1532,HCC1954,4.803463,DCIS
BMS-345541,HCC1954,2.912641,DCIS
BMS-536924,HCC1954,3.475279,DCIS
BMS-754807,HCC1954,3.824359,DCIS
Bleomycin,HCC1954,2.519714,DCIS
Bleomycin (50 uM),HCC1954,4.401015,DCIS
Bortezomib,HCC1954,-5.490257,DCIS
Bosutinib,HCC1954,3.76161,DCIS
Bromosporine,HCC1954,3.709552,DCIS
Buparlisib,HCC1954,0.673909,DCIS
CCT007093,HCC1954,4.739377,DCIS
CPI-637,HCC1954,5.327875,DCIS
CZC24832,HCC1954,5.378024,DCIS
Camptothecin,HCC1954,0.319888,DCIS
Carmustine,HCC1954,5.64549,DCIS
Cediranib,HCC1954,2.882022,DCIS
Cisplatin,HCC1954,5.090243,DCIS
Crizotinib,HCC1954,3.625105,DCIS
Cyclophosphamide,HCC1954,5.217039,DCIS
Cytarabine,HCC1954,4.078851,DCIS
Dabrafenib,HCC1954,6.083803,DCIS
Dacarbazine,HCC1954,5.919781,DCIS
Dactinomycin,HCC1954,-3.163942,DCIS
Dactolisib,HCC1954,-0.546181,DCIS
Dasatinib,HCC1954,3.13938,DCIS
Dihydrorotenone,HCC1954,-4.522321,DCIS
Dinaciclib,HCC1954,-4.38149,DCIS
Docetaxel,HCC1954,-4.455467,DCIS
Doramapimod,HCC1954,4.741976,DCIS
EHT-1864,HCC1954,2.553083,DCIS
EPZ004777,HCC1954,5.256388,DCIS
EPZ5676,HCC1954,5.858053,DCIS
Elephantin,HCC1954,3.141816,DCIS
Entinostat,HCC1954,1.994134,DCIS
Entospletinib,HCC1954,3.141458,DCIS
Epirubicin,HCC1954,1.088717,DCIS
Erlotinib,HCC1954,2.491506,DCIS
Fludarabine,HCC1954,1.467142,DCIS
Foretinib,HCC1954,1.856893,DCIS
Fulvestrant,HCC1954,4.0215,DCIS
GDC0810,HCC1954,4.896475,DCIS
GNE-317,HCC1954,0.111469,DCIS
GSK-LSD1,HCC1954,1.402937,DCIS
GSK1904529A,HCC1954,4.265309,DCIS
GSK2110183B,HCC1954,0.294553,DCIS
GSK2578215A,HCC1954,5.051619,DCIS
GSK2606414,HCC1954,2.084613,DCIS
GSK269962A,HCC1954,2.779002,DCIS
GSK2801,HCC1954,5.326148,DCIS
GSK2830371,HCC1954,5.000442,DCIS
GSK343,HCC1954,3.439422,DCIS
GSK591,HCC1954,4.069106,DCIS
GW441756,HCC1954,3.150993,DCIS
Gallibiscoquinazole,HCC1954,-0.008891,DCIS
Gefitinib,HCC1954,3.480012,DCIS
Gemcitabine,HCC1954,5.128743,DCIS
I-BET-762,HCC1954,3.998384,DCIS
I-BRD9,HCC1954,5.697171,DCIS
ICL-SIRT078,HCC1954,4.424125,DCIS
IWP-2,HCC1954,3.066781,DCIS
Ibrutinib,HCC1954,2.092209,DCIS
Ipatasertib,HCC1954,2.404069,DCIS
Irinotecan,HCC1954,5.382177,DCIS
JNK Inhibitor VIII,HCC1954,4.411794,DCIS
JQ1,HCC1954,5.266425,DCIS
KRAS (G12C) Inhibitor-12,HCC1954,3.352798,DCIS
KU-55933,HCC1954,4.416577,DCIS
L-Oxonoreleagnine,HCC1954,3.120914,DCIS
LCL161,HCC1954,5.34101,DCIS
LGK974,HCC1954,2.656794,DCIS
LJI308,HCC1954,5.300768,DCIS
LMP744,HCC1954,-0.209718,DCIS
LY2109761,HCC1954,5.363585,DCIS
Lapatinib,HCC1954,1.747664,DCIS
Leflunomide,HCC1954,5.012315,DCIS
Lenalidomide,HCC1954,5.363509,DCIS
Lestaurtinib,HCC1954,3.684045,DCIS
Linsitinib,HCC1954,4.554555,DCIS
Luminespib,HCC1954,-0.318919,DCIS
MG-132,HCC1954,-1.130691,DCIS
MIM1,HCC1954,3.835721,DCIS
MIRA-1,HCC1954,5.532419,DCIS
MK-1775,HCC1954,1.618194,DCIS
MK-2206,HCC1954,2.197363,DCIS
MK-8776,HCC1954,4.602899,DCIS
ML323,HCC1954,2.71284,DCIS
MN-64,HCC1954,3.539856,DCIS
Methotrexate,HCC1954,-2.16093,DCIS
Mirin,HCC1954,4.803522,DCIS
Mitoxantrone,HCC1954,1.18453,DCIS
Motesanib,HCC1954,5.378024,DCIS
Mycophenolic acid,HCC1954,2.681573,DCIS
N-acetyl cysteine,HCC1954,9.991678,DCIS
NU7441,HCC1954,3.498519,DCIS
NVP-ADW742,HCC1954,3.50549,DCIS
Navitoclax,HCC1954,3.654613,DCIS
Nelarabine,HCC1954,5.109024,DCIS
Nilotinib,HCC1954,3.083647,DCIS
Niraparib,HCC1954,5.339918,DCIS
Nutlin-3a (-),HCC1954,5.166697,DCIS
OF-1,HCC1954,0.866538,DCIS
OSI-027,HCC1954,2.137266,DCIS
OTX015,HCC1954,5.377641,DCIS
Obatoclax Mesylate,HCC1954,2.236186,DCIS
Olaparib,HCC1954,4.018724,DCIS
Osimertinib,HCC1954,1.138786,DCIS
Oxaliplatin,HCC1954,5.885671,DCIS
P22077,HCC1954,4.829118,DCIS
PCI-34051,HCC1954,5.134,DCIS
PD0325901,HCC1954,2.147711,DCIS
PD173074,HCC1954,4.704166,DCIS
PF-4708671,HCC1954,3.103186,DCIS
PFI-1,HCC1954,5.329468,DCIS
PFI3,HCC1954,5.377757,DCIS
PLX-4720,HCC1954,3.831122,DCIS
POMHEX,HCC1954,2.401473,DCIS
PRIMA-1MET,HCC1954,6.472646,DCIS
PRT062607,HCC1954,5.095728,DCIS
Paclitaxel,HCC1954,-3.171301,DCIS
Palbociclib,HCC1954,5.067826,DCIS
Pevonedistat,HCC1954,-2.107844,DCIS
Picolinici-acid,HCC1954,5.270396,DCIS
Pictilisib,HCC1954,0.820936,DCIS
Podophyllotoxin bromide,HCC1954,-2.210684,DCIS
Pyridostatin,HCC1954,4.294007,DCIS
RO-3306,HCC1954,4.015049,DCIS
RVX-208,HCC1954,5.302437,DCIS
Rapamycin,HCC1954,-2.927378,DCIS
Refametinib,HCC1954,2.681348,DCIS
Remodelin,HCC1954,3.163732,DCIS
Ribociclib,HCC1954,4.414034,DCIS
Romidepsin,HCC1954,-5.814254,DCIS
Rucaparib,HCC1954,3.803934,DCIS
Ruxolitinib,HCC1954,4.831156,DCIS
SB216763,HCC1954,5.258969,DCIS
SB590885,HCC1954,3.695504,DCIS
SCH772984,HCC1954,3.267912,DCIS
SGC-CBP30,HCC1954,4.668245,DCIS
SGC0946,HCC1954,2.010031,DCIS
SN-38,HCC1954,3.419256,DCIS
Sabutoclax,HCC1954,-1.568083,DCIS
Sapitinib,HCC1954,2.528649,DCIS
Savolitinib,HCC1954,1.690277,DCIS
Schweinfurthin A,HCC1954,-2.380377,DCIS
Selumetinib,HCC1954,4.005295,DCIS
Sepantronium bromide,HCC1954,-3.927675,DCIS
Serdemetan,HCC1954,3.99646,DCIS
Sinularin,HCC1954,2.604741,DCIS
Sorafenib,HCC1954,2.393832,DCIS
Staurosporine,HCC1954,-1.893551,DCIS
Talazoparib,HCC1954,4.470706,DCIS
Tamoxifen,HCC1954,3.436966,DCIS
Tanespimycin,HCC1954,-0.256821,DCIS
Taselisib,HCC1954,-1.266485,DCIS
Telomerase Inhibitor IX,HCC1954,2.404669,DCIS
Temozolomide,HCC1954,7.20916,DCIS
Temsirolimus,HCC1954,1.787712,DCIS
Teniposide,HCC1954,-1.417082,DCIS
Topotecan,HCC1954,-1.500369,DCIS
Tozasertib,HCC1954,4.158295,DCIS
Trametinib,HCC1954,0.952721,DCIS
UMI-77,HCC1954,3.842172,DCIS
UNC0379,HCC1954,4.419227,DCIS
UNC0638,HCC1954,4.070263,DCIS
Ulixertinib,HCC1954,3.308863,DCIS
Uprosertib,HCC1954,1.595186,DCIS
VE-822,HCC1954,4.219026,DCIS
VE821,HCC1954,5.019182,DCIS
VX-11e,HCC1954,2.517196,DCIS
Veliparib,HCC1954,5.004288,DCIS
Venetoclax,HCC1954,2.020592,DCIS
Vinblastine,HCC1954,-3.054632,DCIS
Vincristine,HCC1954,-4.014462,DCIS
Vinorelbine,HCC1954,-4.086239,DCIS
Vismodegib,HCC1954,5.215882,DCIS
Vorinostat,HCC1954,3.087117,DCIS
WEHI-539,HCC1954,2.622033,DCIS
WIKI4,HCC1954,2.946808,DCIS
WZ4003,HCC1954,5.378024,DCIS
Wee1 Inhibitor,HCC1954,2.646591,DCIS
Wnt-C59,HCC1954,1.906931,DCIS
XAV939,HCC1954,5.277872,DCIS
YK-4-279,HCC1954,2.434218,DCIS
ZM447439,HCC1954,2.630612,DCIS
Zoledronate,HCC1954,3.691917,DCIS
alpha-lipoic acid,HCC1954,7.801072,DCIS
glutathione,HCC1954,8.94913,DCIS
5-Fluorouracil,DBTRG05MG,9.465316,GB
5-azacytidine,DBTRG05MG,5.386778,GB
A-366,DBTRG05MG,5.37132,GB
ABT737,DBTRG05MG,1.318175,GB
AGI-5198,DBTRG05MG,5.61102,GB
AGI-6780,DBTRG05MG,5.978614,GB
AGK2,DBTRG05MG,5.077156,GB
AMG-319,DBTRG05MG,6.559396,GB
AT13148,DBTRG05MG,6.515624,GB
AZ6102,DBTRG05MG,3.576786,GB
AZ960,DBTRG05MG,3.108557,GB
AZD1208,DBTRG05MG,7.228438,GB
AZD1332,DBTRG05MG,4.405995,GB
AZD2014,DBTRG05MG,3.898651,GB
AZD3759,DBTRG05MG,4.00687,GB
AZD4547,DBTRG05MG,3.848538,GB
AZD5153,DBTRG05MG,4.123036,GB
AZD5363,DBTRG05MG,3.802044,GB
AZD5438,DBTRG05MG,5.725062,GB
AZD5582,DBTRG05MG,6.703078,GB
AZD5991,DBTRG05MG,7.337995,GB
AZD6738,DBTRG05MG,4.420646,GB
AZD7762,DBTRG05MG,2.075139,GB
AZD8055,DBTRG05MG,2.251773,GB
AZD8186,DBTRG05MG,3.748815,GB
Acetalax,DBTRG05MG,8.096892,GB
Afatinib,DBTRG05MG,3.737196,GB
Afuresertib,DBTRG05MG,3.569156,GB
Alisertib,DBTRG05MG,3.757325,GB
Alpelisib,DBTRG05MG,7.02935,GB
Avagacestat,DBTRG05MG,6.138751,GB
Axitinib,DBTRG05MG,6.679618,GB
BI-2536,DBTRG05MG,3.354514,GB
BIBR-1532,DBTRG05MG,7.632357,GB
BMS-345541,DBTRG05MG,6.623615,GB
BMS-536924,DBTRG05MG,2.276718,GB
BMS-754807,DBTRG05MG,3.543889,GB
Bleomycin,DBTRG05MG,3.573095,GB
Bleomycin (50 uM),DBTRG05MG,4.954666,GB
Bortezomib,DBTRG05MG,-3.359768,GB
Bosutinib,DBTRG05MG,4.461273,GB
Bromosporine,DBTRG05MG,5.898873,GB
Buparlisib,DBTRG05MG,1.815186,GB
CCT007093,DBTRG05MG,7.533257,GB
CPI-637,DBTRG05MG,6.445919,GB
CZC24832,DBTRG05MG,7.397798,GB
Camptothecin,DBTRG05MG,-0.384704,GB
Carmustine,DBTRG05MG,8.671275,GB
Cediranib,DBTRG05MG,4.330334,GB
Cisplatin,DBTRG05MG,7.103084,GB
Crizotinib,DBTRG05MG,6.919826,GB
Cyclophosphamide,DBTRG05MG,7.525176,GB
Cytarabine,DBTRG05MG,3.747637,GB
Dabrafenib,DBTRG05MG,1.804605,GB
Dacarbazine,DBTRG05MG,7.752629,GB
Dactinomycin,DBTRG05MG,-2.35463,GB
Dactolisib,DBTRG05MG,1.893191,GB
Dasatinib,DBTRG05MG,2.894519,GB
Dihydrorotenone,DBTRG05MG,2.166665,GB
Dinaciclib,DBTRG05MG,0.032565,GB
Docetaxel,DBTRG05MG,-0.443927,GB
Doramapimod,DBTRG05MG,7.373062,GB
EHT-1864,DBTRG05MG,6.385772,GB
EPZ004777,DBTRG05MG,6.995066,GB
EPZ5676,DBTRG05MG,8.301448,GB
Elephantin,DBTRG05MG,7.316756,GB
Entinostat,DBTRG05MG,5.66726,GB
Entospletinib,DBTRG05MG,4.418729,GB
Epirubicin,DBTRG05MG,-0.733391,GB
Erlotinib,DBTRG05MG,3.944992,GB
Fludarabine,DBTRG05MG,5.917914,GB
Foretinib,DBTRG05MG,3.516372,GB
Fulvestrant,DBTRG05MG,5.736389,GB
GDC0810,DBTRG05MG,6.542539,GB
GNE-317,DBTRG05MG,2.383414,GB
GSK-LSD1,DBTRG05MG,4.924999,GB
GSK1904529A,DBTRG05MG,6.751798,GB
GSK2110183B,DBTRG05MG,6.019618,GB
GSK2578215A,DBTRG05MG,7.489467,GB
GSK2606414,DBTRG05MG,6.060812,GB
GSK2801,DBTRG05MG,7.151214,GB
GSK2830371,DBTRG05MG,7.559801,GB
GSK343,DBTRG05MG,5.005333,GB
GSK591,DBTRG05MG,6.826775,GB
GW441756,DBTRG05MG,4.68048,GB
Gallibiscoquinazole,DBTRG05MG,4.127735,GB
Gefitinib,DBTRG05MG,5.686863,GB
Gemcitabine,DBTRG05MG,2.256936,GB
I-BET-762,DBTRG05MG,6.912772,GB
I-BRD9,DBTRG05MG,7.012364,GB
ICL-SIRT078,DBTRG05MG,5.35413,GB
IWP-2,DBTRG05MG,4.941621,GB
Ibrutinib,DBTRG05MG,7.259808,GB
Ipatasertib,DBTRG05MG,4.738245,GB
Irinotecan,DBTRG05MG,4.387317,GB
JNK Inhibitor VIII,DBTRG05MG,7.107809,GB
JQ1,DBTRG05MG,5.168375,GB
KRAS (G12C) Inhibitor-12,DBTRG05MG,7.994048,GB
KU-55933,DBTRG05MG,7.50582,GB
L-Oxonoreleagnine,DBTRG05MG,4.359121,GB
LCL161,DBTRG05MG,6.746903,GB
LGK974,DBTRG05MG,5.996025,GB
LJI308,DBTRG05MG,6.315226,GB
LMP744,DBTRG05MG,2.002605,GB
LY2109761,DBTRG05MG,6.395556,GB
Lapatinib,DBTRG05MG,7.299769,GB
Leflunomide,DBTRG05MG,6.416665,GB
Lenalidomide,DBTRG05MG,7.583114,GB
Lestaurtinib,DBTRG05MG,1.095318,GB
Linsitinib,DBTRG05MG,6.866546,GB
Luminespib,DBTRG05MG,-0.22784,GB
MG-132,DBTRG05MG,-0.815023,GB
MIM1,DBTRG05MG,4.526639,GB
MIRA-1,DBTRG05MG,7.860899,GB
MK-1775,DBTRG05MG,3.515373,GB
MK-2206,DBTRG05MG,6.088682,GB
MK-8776,DBTRG05MG,5.77497,GB
ML323,DBTRG05MG,7.18585,GB
MN-64,DBTRG05MG,6.878497,GB
Methotrexate,DBTRG05MG,-0.931229,GB
Mirin,DBTRG05MG,7.568673,GB
Mitoxantrone,DBTRG05MG,1.521419,GB
Motesanib,DBTRG05MG,7.557468,GB
Mycophenolic acid,DBTRG05MG,3.733086,GB
N-acetyl cysteine,DBTRG05MG,11.790058,GB
NU7441,DBTRG05MG,6.369346,GB
NVP-ADW742,DBTRG05MG,5.847682,GB
Navitoclax,DBTRG05MG,1.741017,GB
Nelarabine,DBTRG05MG,8.12295,GB
Nilotinib,DBTRG05MG,6.306979,GB
Niraparib,DBTRG05MG,7.02262,GB
Nutlin-3a (-),DBTRG05MG,5.344679,GB
OF-1,DBTRG05MG,7.119226,GB
OSI-027,DBTRG05MG,5.23866,GB
OTX015,DBTRG05MG,5.639005,GB
Obatoclax Mesylate,DBTRG05MG,1.545014,GB
Olaparib,DBTRG05MG,6.217097,GB
Osimertinib,DBTRG05MG,3.173074,GB
Oxaliplatin,DBTRG05MG,7.174508,GB
P22077,DBTRG05MG,5.763869,GB
PCI-34051,DBTRG05MG,7.345619,GB
PD0325901,DBTRG05MG,1.379191,GB
PD173074,DBTRG05MG,5.891533,GB
PFI-1,DBTRG05MG,7.178716,GB
PFI3,DBTRG05MG,7.725608,GB
PLX-4720,DBTRG05MG,3.090949,GB
POMHEX,DBTRG05MG,4.199883,GB
PRIMA-1MET,DBTRG05MG,8.319044,GB
PRT062607,DBTRG05MG,6.136801,GB
Paclitaxel,DBTRG05MG,2.002112,GB
Palbociclib,DBTRG05MG,6.750059,GB
Pevonedistat,DBTRG05MG,2.637326,GB
Picolinici-acid,DBTRG05MG,7.195178,GB
Pictilisib,DBTRG05MG,4.662839,GB
Podophyllotoxin bromide,DBTRG05MG,1.982372,GB
Pyridostatin,DBTRG05MG,7.303839,GB
RO-3306,DBTRG05MG,6.970153,GB
RVX-208,DBTRG05MG,5.680659,GB
Rapamycin,DBTRG05MG,2.009006,GB
Refametinib,DBTRG05MG,2.896439,GB
Remodelin,DBTRG05MG,7.697971,GB
Ribociclib,DBTRG05MG,5.727343,GB
Romidepsin,DBTRG05MG,-2.938926,GB
Rucaparib,DBTRG05MG,5.886064,GB
Ruxolitinib,DBTRG05MG,6.708805,GB
SB216763,DBTRG05MG,6.694121,GB
SB590885,DBTRG05MG,5.696353,GB
SCH772984,DBTRG05MG,2.87011,GB
SGC-CBP30,DBTRG05MG,6.73823,GB
SGC0946,DBTRG05MG,3.625,GB
SN-38,DBTRG05MG,0.5546,GB
Sabutoclax,DBTRG05MG,0.759707,GB
Sapitinib,DBTRG05MG,6.895751,GB
Savolitinib,DBTRG05MG,3.412819,GB
Schweinfurthin A,DBTRG05MG,1.855454,GB
Selumetinib,DBTRG05MG,3.926911,GB
Sepantronium bromide,DBTRG05MG,-4.280242,GB
Serdemetan,DBTRG05MG,7.194773,GB
Sinularin,DBTRG05MG,5.415247,GB
Sorafenib,DBTRG05MG,4.67353,GB
Staurosporine,DBTRG05MG,0.688469,GB
Talazoparib,DBTRG05MG,4.228229,GB
Tamoxifen,DBTRG05MG,5.358359,GB
Tanespimycin,DBTRG05MG,0.406026,GB
Taselisib,DBTRG05MG,4.818387,GB
Telomerase Inhibitor IX,DBTRG05MG,2.558403,GB
Temozolomide,DBTRG05MG,9.386209,GB
Temsirolimus,DBTRG05MG,5.430918,GB
Teniposide,DBTRG05MG,3.148256,GB
Topotecan,DBTRG05MG,0.923436,GB
Trametinib,DBTRG05MG,0.653241,GB
UMI-77,DBTRG05MG,4.919652,GB
UNC0379,DBTRG05MG,5.688697,GB
UNC0638,DBTRG05MG,6.029157,GB
Ulixertinib,DBTRG05MG,2.572977,GB
Uprosertib,DBTRG05MG,5.266297,GB
VE-822,DBTRG05MG,6.688849,GB
VE821,DBTRG05MG,5.657282,GB
VX-11e,DBTRG05MG,4.904175,GB
Veliparib,DBTRG05MG,7.396061,GB
Venetoclax,DBTRG05MG,2.757231,GB
Vinblastine,DBTRG05MG,-1.030951,GB
Vincristine,DBTRG05MG,1.225872,GB
Vinorelbine,DBTRG05MG,-1.639763,GB
Vismodegib,DBTRG05MG,7.733503,GB
Vorinostat,DBTRG05MG,4.480749,GB
WEHI-539,DBTRG05MG,3.645823,GB
WIKI4,DBTRG05MG,4.094606,GB
WZ4003,DBTRG05MG,6.921916,GB
Wee1 Inhibitor,DBTRG05MG,5.492983,GB
Wnt-C59,DBTRG05MG,6.572598,GB
XAV939,DBTRG05MG,5.657212,GB
YK-4-279,DBTRG05MG,3.636687,GB
ZM447439,DBTRG05MG,4.697597,GB
Zoledronate,DBTRG05MG,5.581304,GB
alpha-lipoic acid,DBTRG05MG,10.105958,GB
glutathione,DBTRG05MG,11.693333,GB
5-Fluorouracil,KYSE450,3.16913,ESCC
5-azacytidine,KYSE450,2.952948,ESCC
A-366,KYSE450,4.712535,ESCC
ABT737,KYSE450,2.894599,ESCC
AGI-5198,KYSE450,4.831088,ESCC
AGI-6780,KYSE450,3.851047,ESCC
AGK2,KYSE450,3.342077,ESCC
AMG-319,KYSE450,6.077473,ESCC
AT13148,KYSE450,4.491929,ESCC
AZ6102,KYSE450,4.180223,ESCC
AZ960,KYSE450,2.486989,ESCC
AZD1208,KYSE450,5.93946,ESCC
AZD1332,KYSE450,4.365645,ESCC
AZD2014,KYSE450,2.213273,ESCC
AZD3759,KYSE450,0.188136,ESCC
AZD4547,KYSE450,3.485416,ESCC
AZD5153,KYSE450,1.547627,ESCC
AZD5363,KYSE450,3.276627,ESCC
AZD5438,KYSE450,1.170557,ESCC
AZD5582,KYSE450,1.899057,ESCC
AZD5991,KYSE450,5.665617,ESCC
AZD6738,KYSE450,2.891931,ESCC
AZD7762,KYSE450,-0.320672,ESCC
AZD8055,KYSE450,-0.241271,ESCC
AZD8186,KYSE450,2.831643,ESCC
Acetalax,KYSE450,6.539013,ESCC
Afatinib,KYSE450,-0.811145,ESCC
Afuresertib,KYSE450,3.775876,ESCC
Alisertib,KYSE450,2.189142,ESCC
Alpelisib,KYSE450,2.61428,ESCC
Avagacestat,KYSE450,4.330766,ESCC
Axitinib,KYSE450,2.86735,ESCC
BI-2536,KYSE450,-0.025848,ESCC
BIBR-1532,KYSE450,5.869132,ESCC
BMS-345541,KYSE450,2.426436,ESCC
BMS-536924,KYSE450,2.645954,ESCC
BMS-754807,KYSE450,3.857901,ESCC
Bleomycin,KYSE450,2.35135,ESCC
Bleomycin (50 uM),KYSE450,3.943558,ESCC
Bortezomib,KYSE450,-5.071529,ESCC
Bosutinib,KYSE450,2.058094,ESCC
Bromosporine,KYSE450,2.597265,ESCC
Buparlisib,KYSE450,1.288024,ESCC
CCT007093,KYSE450,5.827461,ESCC
CPI-637,KYSE450,5.589787,ESCC
CZC24832,KYSE450,5.486792,ESCC
Camptothecin,KYSE450,-1.047474,ESCC
Carmustine,KYSE450,6.699781,ESCC
Cediranib,KYSE450,1.210483,ESCC
Cisplatin,KYSE450,3.917885,ESCC
Crizotinib,KYSE450,2.761467,ESCC
Cyclophosphamide,KYSE450,5.592739,ESCC
Cytarabine,KYSE450,2.416179,ESCC
Dabrafenib,KYSE450,5.651771,ESCC
Dacarbazine,KYSE450,5.054499,ESCC
Dactinomycin,KYSE450,-4.103211,ESCC
Dactolisib,KYSE450,-2.016588,ESCC
Daporinad,KYSE450,-5.040961,ESCC
Dasatinib,KYSE450,0.594509,ESCC
Dihydrorotenone,KYSE450,-0.840148,ESCC
Dinaciclib,KYSE450,-3.678707,ESCC
Docetaxel,KYSE450,-4.596232,ESCC
Doramapimod,KYSE450,5.952503,ESCC
EHT-1864,KYSE450,2.389264,ESCC
EPZ004777,KYSE450,5.045588,ESCC
EPZ5676,KYSE450,6.001351,ESCC
Elephantin,KYSE450,3.743967,ESCC
Entinostat,KYSE450,4.854802,ESCC
Entospletinib,KYSE450,3.537734,ESCC
Epirubicin,KYSE450,-0.347641,ESCC
Erlotinib,KYSE450,-0.118512,ESCC
Fludarabine,KYSE450,5.870106,ESCC
Foretinib,KYSE450,1.030478,ESCC
Fulvestrant,KYSE450,4.049015,ESCC
GDC0810,KYSE450,4.742843,ESCC
GNE-317,KYSE450,-0.137525,ESCC
GSK-LSD1,KYSE450,3.09032,ESCC
GSK1904529A,KYSE450,3.927537,ESCC
GSK2110183B,KYSE450,4.235144,ESCC
GSK2578215A,KYSE450,4.200976,ESCC
GSK2606414,KYSE450,4.119896,ESCC
GSK2801,KYSE450,5.448503,ESCC
GSK2830371,KYSE450,5.952503,ESCC
GSK343,KYSE450,3.857284,ESCC
GSK591,KYSE450,4.983059,ESCC
GW441756,KYSE450,3.809488,ESCC
Gallibiscoquinazole,KYSE450,2.397435,ESCC
Gefitinib,KYSE450,-0.629513,ESCC
Gemcitabine,KYSE450,2.777715,ESCC
I-BET-762,KYSE450,3.562059,ESCC
I-BRD9,KYSE450,3.825996,ESCC
ICL-SIRT078,KYSE450,4.534679,ESCC
IWP-2,KYSE450,3.367468,ESCC
Ibrutinib,KYSE450,2.841927,ESCC
Ipatasertib,KYSE450,3.636587,ESCC
Irinotecan,KYSE450,2.991613,ESCC
JNK Inhibitor VIII,KYSE450,5.809553,ESCC
JQ1,KYSE450,2.481319,ESCC
KRAS (G12C) Inhibitor-12,KYSE450,3.982734,ESCC
KU-55933,KYSE450,5.590445,ESCC
L-Oxonoreleagnine,KYSE450,3.084345,ESCC
LCL161,KYSE450,5.522,ESCC
LGK974,KYSE450,4.014366,ESCC
LJI308,KYSE450,5.89763,ESCC
LMP744,KYSE450,-0.298945,ESCC
LY2109761,KYSE450,5.710547,ESCC
Lapatinib,KYSE450,1.721306,ESCC
Leflunomide,KYSE450,5.437917,ESCC
Lenalidomide,KYSE450,4.177138,ESCC
Lestaurtinib,KYSE450,0.442868,ESCC
Linsitinib,KYSE450,5.893172,ESCC
Luminespib,KYSE450,-2.923813,ESCC
MG-132,KYSE450,-1.811137,ESCC
MIM1,KYSE450,4.487299,ESCC
MIRA-1,KYSE450,6.17767,ESCC
MK-1775,KYSE450,-0.198132,ESCC
MK-2206,KYSE450,4.525822,ESCC
MK-8776,KYSE450,4.786402,ESCC
ML323,KYSE450,4.327938,ESCC
MN-64,KYSE450,5.837657,ESCC
Mirin,KYSE450,4.17709,ESCC
Mitoxantrone,KYSE450,1.80848,ESCC
Motesanib,KYSE450,5.952503,ESCC
Mycophenolic acid,KYSE450,1.550567,ESCC
N-acetyl cysteine,KYSE450,9.869076,ESCC
NU7441,KYSE450,3.342533,ESCC
NVP-ADW742,KYSE450,4.123604,ESCC
Navitoclax,KYSE450,3.561581,ESCC
Nelarabine,KYSE450,5.781463,ESCC
Nilotinib,KYSE450,4.853367,ESCC
Niraparib,KYSE450,5.63897,ESCC
Nutlin-3a (-),KYSE450,5.390081,ESCC
OF-1,KYSE450,3.619302,ESCC
OSI-027,KYSE450,2.113794,ESCC
OTX015,KYSE450,2.216997,ESCC
Obatoclax Mesylate,KYSE450,-0.411725,ESCC
Olaparib,KYSE450,4.935748,ESCC
Osimertinib,KYSE450,-0.716756,ESCC
Oxaliplatin,KYSE450,3.308662,ESCC
P22077,KYSE450,5.853565,ESCC
PCI-34051,KYSE450,4.21078,ESCC
PD0325901,KYSE450,2.42803,ESCC
PD173074,KYSE450,5.111636,ESCC
PFI-1,KYSE450,3.886391,ESCC
PFI3,KYSE450,5.63912,ESCC
PLX-4720,KYSE450,4.600352,ESCC
POMHEX,KYSE450,3.578691,ESCC
