drug,cell_line,IC50
KRAS (G12C) Inhibitor-12,NCIH1869,4.496743
L-Oxonoreleagnine,NCIH1869,4.880389
LCL161,NCIH1869,5.027064
LGK974,NCIH1869,4.686744
LJI308,NCIH1869,5.553498
LMP744,NCIH1869,5.231082
LY2109761,NCIH1869,6.392441
Lapatinib,NCIH1869,1.730259
Leflunomide,NCIH1869,5.951449
Linsitinib,NCIH1869,5.197147
MG-132,NCIH1869,-1.832047
MIM1,NCIH1869,4.638995
MIRA-1,NCIH1869,5.234337
MK-1775,NCIH1869,1.610741
MK-2206,NCIH1869,4.559241
ML323,NCIH1869,5.902792
MN-64,NCIH1869,6.23141
Mirin,NCIH1869,6.610682
Mitoxantrone,NCIH1869,4.930155
Mycophenolic acid,NCIH1869,4.631925
NVP-ADW742,NCIH1869,4.540681
Navitoclax,NCIH1869,1.045137
Nelarabine,NCIH1869,6.797528
Nilotinib,NCIH1869,5.258707
Niraparib,NCIH1869,6.37184
OF-1,NCIH1869,5.506432
OTX015,NCIH1869,3.804865
Obatoclax Mesylate,NCIH1869,3.656435
Olaparib,NCIH1869,4.996002
Osimertinib,NCIH1869,0.084808
Oxaliplatin,NCIH1869,6.41707
P22077,NCIH1869,4.596641
PCI-34051,NCIH1869,6.004898
PD0325901,NCIH1869,0.50211
PFI3,NCIH1869,6.296341
PLX-4720,NCIH1869,3.914924
POMHEX,NCIH1869,0.808892
PRIMA-1MET,NCIH1869,4.598291
Paclitaxel,NCIH1869,-0.976161
Palbociclib,NCIH1869,3.204447
Pevonedistat,NCIH1869,3.435202
Picolinici-acid,NCIH1869,6.014888
Podophyllotoxin bromide,NCIH1869,1.786242
Pyridostatin,NCIH1869,5.185159
Rapamycin,NCIH1869,0.570456
Romidepsin,NCIH1869,-5.492728
Ruxolitinib,NCIH1869,5.54746
SCH772984,NCIH1869,3.399346
SGC-CBP30,NCIH1869,5.156781
SN-38,NCIH1869,4.436158
Sabutoclax,NCIH1869,-0.242446
Sapitinib,NCIH1869,2.150922
Savolitinib,NCIH1869,3.225393
Schweinfurthin A,NCIH1869,3.731855
Selumetinib,NCIH1869,4.415716
Sepantronium bromide,NCIH1869,-5.609808
Sinularin,NCIH1869,3.78158
Sorafenib,NCIH1869,4.020425
Staurosporine,NCIH1869,-2.197862
Talazoparib,NCIH1869,4.606617
Tamoxifen,NCIH1869,4.299626
Taselisib,NCIH1869,2.746924
Telomerase Inhibitor IX,NCIH1869,0.034142
Temozolomide,NCIH1869,7.115886
Teniposide,NCIH1869,2.934929
Topotecan,NCIH1869,4.438048
Trametinib,NCIH1869,-0.124377
UMI-77,NCIH1869,1.365674
UNC0379,NCIH1869,5.593246
Ulixertinib,NCIH1869,2.847818
Uprosertib,NCIH1869,3.813668
VE-822,NCIH1869,4.98712
VE821,NCIH1869,6.404131
VX-11e,NCIH1869,4.242388
Venetoclax,NCIH1869,3.260636
Vinblastine,NCIH1869,0.159899
Vincristine,NCIH1869,2.850194
Vinorelbine,NCIH1869,0.896785
Vorinostat,NCIH1869,2.022666
WEHI-539,NCIH1869,4.232094
WIKI4,NCIH1869,4.126345
WZ4003,NCIH1869,3.362663
Wee1 Inhibitor,NCIH1869,2.604835
Wnt-C59,NCIH1869,5.524568
XAV939,NCIH1869,4.948646
YK-4-279,NCIH1869,4.588243
Zoledronate,NCIH1869,4.826601
5-Fluorouracil,NCIH1876,5.572367
5-azacytidine,NCIH1876,2.974882
ABT737,NCIH1876,-0.638256
AGI-5198,NCIH1876,5.144109
AGI-6780,NCIH1876,5.246501
AMG-319,NCIH1876,3.485164
AT13148,NCIH1876,1.827145
AZ6102,NCIH1876,2.049362
AZ960,NCIH1876,0.217813
AZD1332,NCIH1876,1.200969
AZD2014,NCIH1876,-0.273243
AZD3759,NCIH1876,3.060821
AZD4547,NCIH1876,2.493726
AZD5153,NCIH1876,1.286746
AZD5363,NCIH1876,3.325723
AZD5438,NCIH1876,2.502459
AZD5582,NCIH1876,1.655199
AZD5991,NCIH1876,0.424802
AZD6738,NCIH1876,0.500911
AZD8055,NCIH1876,0.034272
AZD8186,NCIH1876,3.342539
Acetalax,NCIH1876,5.208237
Afatinib,NCIH1876,1.462451
Alisertib,NCIH1876,-1.438906
Alpelisib,NCIH1876,2.451622
Avagacestat,NCIH1876,4.85073
Axitinib,NCIH1876,1.137581
BIBR-1532,NCIH1876,3.589476
BMS-536924,NCIH1876,2.386187
BMS-754807,NCIH1876,-0.357854
Bleomycin (50 uM),NCIH1876,0.22891
Bortezomib,NCIH1876,-3.703996
Bosutinib,NCIH1876,3.701834
Bromosporine,NCIH1876,3.59795
Buparlisib,NCIH1876,-0.033803
CCT007093,NCIH1876,4.844271
CPI-637,NCIH1876,4.289013
CZC24832,NCIH1876,5.294213
Camptothecin,NCIH1876,-5.815119
Cediranib,NCIH1876,1.991524
Cisplatin,NCIH1876,-0.166586
Crizotinib,NCIH1876,1.723709
Cyclophosphamide,NCIH1876,4.059712
Cytarabine,NCIH1876,-0.262869
Dabrafenib,NCIH1876,5.313436
Dacarbazine,NCIH1876,5.971373
Dactinomycin,NCIH1876,-3.890269
Dactolisib,NCIH1876,-1.85034
Dasatinib,NCIH1876,3.543645
Dihydrorotenone,NCIH1876,1.193502
Dinaciclib,NCIH1876,-2.383029
Docetaxel,NCIH1876,-3.438059
Doramapimod,NCIH1876,5.10915
EPZ004777,NCIH1876,4.23593
EPZ5676,NCIH1876,5.256064
Elephantin,NCIH1876,2.662448
Entinostat,NCIH1876,0.736257
Entospletinib,NCIH1876,5.240259
Epirubicin,NCIH1876,-3.156196
Erlotinib,NCIH1876,2.137305
Fludarabine,NCIH1876,5.656458
Foretinib,NCIH1876,0.007693
Fulvestrant,NCIH1876,3.276609
GDC0810,NCIH1876,4.392505
GNE-317,NCIH1876,-0.294232
GSK-LSD1,NCIH1876,1.163306
GSK1904529A,NCIH1876,5.421769
GSK2110183B,NCIH1876,3.110778
GSK2606414,NCIH1876,3.323327
GSK2801,NCIH1876,5.280613
GSK2830371,NCIH1876,3.646105
GSK343,NCIH1876,3.462986
GSK591,NCIH1876,4.673629
GW441756,NCIH1876,2.791441
Gallibiscoquinazole,NCIH1876,1.186257
Gemcitabine,NCIH1876,-3.739308
I-BET-762,NCIH1876,5.300289
I-BRD9,NCIH1876,5.252555
ICL-SIRT078,NCIH1876,5.005929
Ibrutinib,NCIH1876,3.789048
Ipatasertib,NCIH1876,3.327046
Irinotecan,NCIH1876,-2.578276
JNK Inhibitor VIII,NCIH1876,4.25729
JQ1,NCIH1876,2.646662
KRAS (G12C) Inhibitor-12,NCIH1876,3.237472
KU-55933,NCIH1876,5.262541
L-Oxonoreleagnine,NCIH1876,3.23209
LCL161,NCIH1876,5.296717
LGK974,NCIH1876,3.884834
LJI308,NCIH1876,4.439195
LMP744,NCIH1876,-3.843419
LY2109761,NCIH1876,4.891932
Lapatinib,NCIH1876,3.325066
Leflunomide,NCIH1876,4.680843
Lenalidomide,NCIH1876,5.311738
Lestaurtinib,NCIH1876,-1.422824
Linsitinib,NCIH1876,2.378275
Luminespib,NCIH1876,1.428386
MG-132,NCIH1876,-0.754289
MIM1,NCIH1876,2.814638
MIRA-1,NCIH1876,3.439231
MK-2206,NCIH1876,2.711306
ML323,NCIH1876,4.274103
MN-64,NCIH1876,4.295201
Methotrexate,NCIH1876,2.886067
Mitoxantrone,NCIH1876,-1.744681
Motesanib,NCIH1876,5.092092
N-acetyl cysteine,NCIH1876,10.003819
NU7441,NCIH1876,3.741861
Navitoclax,NCIH1876,-1.037515
Nelarabine,NCIH1876,5.912169
Nilotinib,NCIH1876,3.556359
Niraparib,NCIH1876,0.524657
Nutlin-3a (-),NCIH1876,5.020345
OF-1,NCIH1876,4.385589
OSI-027,NCIH1876,0.841184
OTX015,NCIH1876,5.313436
Obatoclax Mesylate,NCIH1876,-0.215718
Olaparib,NCIH1876,1.154296
Osimertinib,NCIH1876,1.432466
Oxaliplatin,NCIH1876,1.818442
P22077,NCIH1876,2.54753
PCI-34051,NCIH1876,2.424759
PD0325901,NCIH1876,2.49012
PFI-1,NCIH1876,4.301517
PFI3,NCIH1876,5.313436
POMHEX,NCIH1876,-0.452295
PRIMA-1MET,NCIH1876,1.07073
PRT062607,NCIH1876,3.308958
Paclitaxel,NCIH1876,-2.808199
Palbociclib,NCIH1876,4.947957
Pevonedistat,NCIH1876,3.072671
Picolinici-acid,NCIH1876,5.266925
Pictilisib,NCIH1876,0.807827
Podophyllotoxin bromide,NCIH1876,-2.01667
Pyridostatin,NCIH1876,0.75084
RO-3306,NCIH1876,1.695273
RVX-208,NCIH1876,5.313436
Rapamycin,NCIH1876,-0.856371
Refametinib,NCIH1876,3.223053
Remodelin,NCIH1876,4.553532
Ribociclib,NCIH1876,3.866783
Romidepsin,NCIH1876,-5.334049
Rucaparib,NCIH1876,1.938464
Ruxolitinib,NCIH1876,4.292455
SB216763,NCIH1876,5.171157
SB590885,NCIH1876,2.254393
SCH772984,NCIH1876,2.649031
SGC-CBP30,NCIH1876,3.50878
SGC0946,NCIH1876,1.511983
SN-38,NCIH1876,-7.988245
Sabutoclax,NCIH1876,-1.599037
Savolitinib,NCIH1876,2.31222
Schweinfurthin A,NCIH1876,-0.918418
Selumetinib,NCIH1876,3.564722
Serdemetan,NCIH1876,4.576471
Sinularin,NCIH1876,1.744615
Sorafenib,NCIH1876,2.016828
Staurosporine,NCIH1876,-2.984238
Talazoparib,NCIH1876,-3.077485
Tamoxifen,NCIH1876,4.598384
Tanespimycin,NCIH1876,2.251375
Taselisib,NCIH1876,1.986289
Telomerase Inhibitor IX,NCIH1876,-1.012009
Temozolomide,NCIH1876,5.619421
Temsirolimus,NCIH1876,1.412081
Teniposide,NCIH1876,-2.987876
Topotecan,NCIH1876,-3.71188
Trametinib,NCIH1876,1.854015
UMI-77,NCIH1876,1.281022
UNC0379,NCIH1876,4.893203
UNC0638,NCIH1876,4.607637
Ulixertinib,NCIH1876,2.369222
Uprosertib,NCIH1876,2.95023
VE-822,NCIH1876,3.974989
VE821,NCIH1876,5.267391
VX-11e,NCIH1876,4.6564
Veliparib,NCIH1876,3.914384
Venetoclax,NCIH1876,1.092695
Vinblastine,NCIH1876,-5.086896
Vincristine,NCIH1876,-3.761028
Vinorelbine,NCIH1876,-5.851636
Vismodegib,NCIH1876,3.712202
Vorinostat,NCIH1876,1.092969
WEHI-539,NCIH1876,0.187637
WIKI4,NCIH1876,3.961649
WZ4003,NCIH1876,4.594155
Wee1 Inhibitor,NCIH1876,0.666451
Wnt-C59,NCIH1876,4.802821
YK-4-279,NCIH1876,0.495808
ZM447439,NCIH1876,0.45924
Zoledronate,NCIH1876,2.167044
alpha-lipoic acid,NCIH1876,7.023199
glutathione,NCIH1876,8.875407
5-Fluorouracil,NCIH1915,5.767897
5-azacytidine,NCIH1915,3.562771
ABT737,NCIH1915,3.402928
AGI-5198,NCIH1915,5.308605
AGI-6780,NCIH1915,4.67265
AMG-319,NCIH1915,5.803077
AT13148,NCIH1915,5.477606
AZ6102,NCIH1915,3.610097
AZ960,NCIH1915,1.744992
AZD1332,NCIH1915,4.962866
AZD2014,NCIH1915,2.043837
AZD3759,NCIH1915,3.834634
AZD4547,NCIH1915,3.476671
AZD5153,NCIH1915,1.005915
AZD5363,NCIH1915,4.658348
AZD5438,NCIH1915,1.700651
AZD5582,NCIH1915,1.904895
AZD5991,NCIH1915,6.52038
AZD6738,NCIH1915,3.710407
AZD8055,NCIH1915,1.07913
AZD8186,NCIH1915,5.301298
Acetalax,NCIH1915,6.73413
Afatinib,NCIH1915,1.492303
Alisertib,NCIH1915,1.762196
Alpelisib,NCIH1915,5.093442
Avagacestat,NCIH1915,6.174675
Axitinib,NCIH1915,3.758792
BI-2536,NCIH1915,-3.013428
BMS-345541,NCIH1915,3.513277
BMS-536924,NCIH1915,3.468023
Bleomycin,NCIH1915,2.329418
Bleomycin (50 uM),NCIH1915,0.444017
Bortezomib,NCIH1915,-4.822522
Bosutinib,NCIH1915,3.078811
Bromosporine,NCIH1915,2.040691
Buparlisib,NCIH1915,1.891458
CCT007093,NCIH1915,6.101141
CPI-637,NCIH1915,5.093095
CZC24832,NCIH1915,5.6606
Carmustine,NCIH1915,6.893818
Cediranib,NCIH1915,3.539176
Cisplatin,NCIH1915,3.867005
Crizotinib,NCIH1915,4.028446
Cyclophosphamide,NCIH1915,6.24549
Cytarabine,NCIH1915,2.860293
Dabrafenib,NCIH1915,4.330722
Dacarbazine,NCIH1915,6.697845
Dactinomycin,NCIH1915,-3.225844
Dactolisib,NCIH1915,-0.918599
Dasatinib,NCIH1915,0.747207
Dihydrorotenone,NCIH1915,3.888345
Dinaciclib,NCIH1915,-3.053572
Docetaxel,NCIH1915,-3.587147
EHT-1864,NCIH1915,5.287793
EPZ004777,NCIH1915,5.741024
EPZ5676,NCIH1915,6.216577
Elephantin,NCIH1915,4.741598
Entinostat,NCIH1915,1.452837
Entospletinib,NCIH1915,3.582161
Epirubicin,NCIH1915,0.964084
Erlotinib,NCIH1915,4.306998
Fludarabine,NCIH1915,5.571735
Foretinib,NCIH1915,3.797199
Fulvestrant,NCIH1915,4.73947
GDC0810,NCIH1915,5.846996
GNE-317,NCIH1915,1.304171
GSK-LSD1,NCIH1915,2.717003
GSK1904529A,NCIH1915,6.392311
GSK2578215A,NCIH1915,4.819286
GSK2606414,NCIH1915,4.679801
GSK2801,NCIH1915,6.076217
GSK2830371,NCIH1915,6.233007
GSK343,NCIH1915,4.303054
GSK591,NCIH1915,4.571243
GW441756,NCIH1915,4.094541
Gefitinib,NCIH1915,3.985505
Gemcitabine,NCIH1915,2.45928
I-BET-762,NCIH1915,3.065369
I-BRD9,NCIH1915,4.982419
IWP-2,NCIH1915,3.839045
Ibrutinib,NCIH1915,5.073679
Ipatasertib,NCIH1915,5.774872
Irinotecan,NCIH1915,2.876677
JNK Inhibitor VIII,NCIH1915,5.20741
JQ1,NCIH1915,2.619177
KRAS (G12C) Inhibitor-12,NCIH1915,4.686235
KU-55933,NCIH1915,4.507047
L-Oxonoreleagnine,NCIH1915,4.739331
LCL161,NCIH1915,5.706225
LGK974,NCIH1915,5.923144
LJI308,NCIH1915,5.417085
LMP744,NCIH1915,-1.470386
LY2109761,NCIH1915,6.440303
Lapatinib,NCIH1915,5.264732
Leflunomide,NCIH1915,4.72308
Lenalidomide,NCIH1915,6.067737
Lestaurtinib,NCIH1915,-0.069505
Linsitinib,NCIH1915,5.717893
Luminespib,NCIH1915,-4.052004
MG-132,NCIH1915,-1.59836
MIM1,NCIH1915,4.120757
MK-1775,NCIH1915,0.747868
MK-8776,NCIH1915,3.485662
ML323,NCIH1915,5.578134
MN-64,NCIH1915,6.524435
Mirin,NCIH1915,4.574233
Mitoxantrone,NCIH1915,1.603226
Mycophenolic acid,NCIH1915,3.462911
N-acetyl cysteine,NCIH1915,11.090893
NVP-ADW742,NCIH1915,4.222621
Navitoclax,NCIH1915,2.998207
Nelarabine,NCIH1915,7.204482
Nilotinib,NCIH1915,3.655551
Niraparib,NCIH1915,3.037355
Nutlin-3a (-),NCIH1915,6.076324
OF-1,NCIH1915,6.52458
OSI-027,NCIH1915,2.979497
OTX015,NCIH1915,1.709433
Obatoclax Mesylate,NCIH1915,0.680089
Olaparib,NCIH1915,4.612171
Osimertinib,NCIH1915,3.167425
Oxaliplatin,NCIH1915,5.19779
P22077,NCIH1915,5.087028
PCI-34051,NCIH1915,2.339804
PD173074,NCIH1915,4.150199
PFI-1,NCIH1915,5.284125
PLX-4720,NCIH1915,4.289655
POMHEX,NCIH1915,1.010115
PRIMA-1MET,NCIH1915,6.319477
PRT062607,NCIH1915,2.774178
Paclitaxel,NCIH1915,-1.539721
Palbociclib,NCIH1915,3.615367
Pevonedistat,NCIH1915,1.558422
Picolinici-acid,NCIH1915,5.897673
Pictilisib,NCIH1915,4.037631
Podophyllotoxin bromide,NCIH1915,-0.825377
Pyridostatin,NCIH1915,4.788244
RO-3306,NCIH1915,3.292245
RVX-208,NCIH1915,4.791149
Rapamycin,NCIH1915,-1.118438
Refametinib,NCIH1915,-1.16205
Remodelin,NCIH1915,7.910532
Ribociclib,NCIH1915,3.080667
Romidepsin,NCIH1915,-6.243213
Rucaparib,NCIH1915,4.484353
Ruxolitinib,NCIH1915,5.115242
SB216763,NCIH1915,5.49415
SB590885,NCIH1915,5.261963
SCH772984,NCIH1915,0.944643
SGC-CBP30,NCIH1915,4.607456
SGC0946,NCIH1915,2.771439
SN-38,NCIH1915,-2.101016
Sapitinib,NCIH1915,5.126575
Savolitinib,NCIH1915,2.533786
Schweinfurthin A,NCIH1915,4.021172
Sepantronium bromide,NCIH1915,-4.176881
Serdemetan,NCIH1915,3.262859
Sinularin,NCIH1915,4.545969
Sorafenib,NCIH1915,3.427103
Staurosporine,NCIH1915,-3.41406
Talazoparib,NCIH1915,4.021216
Tamoxifen,NCIH1915,4.051374
Tanespimycin,NCIH1915,-2.698512
Taselisib,NCIH1915,5.119366
Telomerase Inhibitor IX,NCIH1915,0.619268
Temozolomide,NCIH1915,7.971083
Temsirolimus,NCIH1915,-0.792555
Teniposide,NCIH1915,1.871089
Topotecan,NCIH1915,0.525645
Trametinib,NCIH1915,-2.314464
UMI-77,NCIH1915,3.990102
UNC0379,NCIH1915,3.539616
UNC0638,NCIH1915,4.107487
Ulixertinib,NCIH1915,2.15414
Uprosertib,NCIH1915,4.863356
VE-822,NCIH1915,4.240435
VE821,NCIH1915,5.190987
VX-11e,NCIH1915,3.190855
Veliparib,NCIH1915,4.252023
Venetoclax,NCIH1915,3.964279
Vinblastine,NCIH1915,-2.244877
Vincristine,NCIH1915,-2.202102
Vinorelbine,NCIH1915,-1.616882
Vismodegib,NCIH1915,4.754834
Vorinostat,NCIH1915,1.35486
WEHI-539,NCIH1915,4.259118
WIKI4,NCIH1915,4.692452
WZ4003,NCIH1915,3.234761
Wee1 Inhibitor,NCIH1915,2.721956
Wnt-C59,NCIH1915,5.286609
YK-4-279,NCIH1915,3.168582
ZM447439,NCIH1915,4.462163
Zoledronate,NCIH1915,4.904553
alpha-lipoic acid,NCIH1915,7.63839
glutathione,NCIH1915,10.691192
5-Fluorouracil,NCIH1944,3.589714
5-azacytidine,NCIH1944,1.701739
ABT737,NCIH1944,1.378411
AGI-5198,NCIH1944,4.351079
AGI-6780,NCIH1944,3.875269
AMG-319,NCIH1944,5.434658
AT13148,NCIH1944,2.488707
AZ6102,NCIH1944,2.11986
AZ960,NCIH1944,2.4955
AZD1332,NCIH1944,4.666838
AZD2014,NCIH1944,0.737575
AZD3759,NCIH1944,2.081392
AZD4547,NCIH1944,2.861381
AZD5153,NCIH1944,1.055602
AZD5363,NCIH1944,2.246042
AZD5438,NCIH1944,1.595057
AZD5582,NCIH1944,2.491668
AZD5991,NCIH1944,6.245392
AZD6738,NCIH1944,1.33612
AZD8055,NCIH1944,-1.197475
AZD8186,NCIH1944,2.604614
Acetalax,NCIH1944,6.415694
Afatinib,NCIH1944,1.546481
Alisertib,NCIH1944,1.276826
Alpelisib,NCIH1944,3.340607
Avagacestat,NCIH1944,5.339819
Axitinib,NCIH1944,3.302417
BI-2536,NCIH1944,-1.583034
BMS-345541,NCIH1944,2.747999
BMS-536924,NCIH1944,2.29706
Bleomycin,NCIH1944,1.125796
Bleomycin (50 uM),NCIH1944,1.330846
Bortezomib,NCIH1944,-2.212859
Bosutinib,NCIH1944,2.930768
Bromosporine,NCIH1944,1.828135
Buparlisib,NCIH1944,0.347717
CCT007093,NCIH1944,5.96893
CPI-637,NCIH1944,5.328598
CZC24832,NCIH1944,6.067064
Carmustine,NCIH1944,5.875624
Cediranib,NCIH1944,4.368232
Cisplatin,NCIH1944,4.067219
Crizotinib,NCIH1944,3.281884
Cyclophosphamide,NCIH1944,5.875768
Cytarabine,NCIH1944,0.239135
Dabrafenib,NCIH1944,5.111272
Dacarbazine,NCIH1944,6.175727
Dactinomycin,NCIH1944,-3.413058
Dactolisib,NCIH1944,-1.112148
Dasatinib,NCIH1944,4.301008
Dihydrorotenone,NCIH1944,-0.381873
Dinaciclib,NCIH1944,-3.030471
Docetaxel,NCIH1944,-4.260119
EHT-1864,NCIH1944,3.526617
EPZ004777,NCIH1944,6.227022
EPZ5676,NCIH1944,6.389635
Elephantin,NCIH1944,4.761913
Entinostat,NCIH1944,0.657816
Entospletinib,NCIH1944,3.96977
Epirubicin,NCIH1944,-0.014554
Erlotinib,NCIH1944,1.839476
Fludarabine,NCIH1944,3.342019
Foretinib,NCIH1944,1.133598
Fulvestrant,NCIH1944,3.77597
GDC0810,NCIH1944,5.190026
GNE-317,NCIH1944,1.704321
GSK-LSD1,NCIH1944,2.557115
GSK1904529A,NCIH1944,3.865958
GSK2578215A,NCIH1944,5.802225
GSK2606414,NCIH1944,3.107191
GSK2801,NCIH1944,4.022998
GSK2830371,NCIH1944,4.898283
GSK343,NCIH1944,3.805805
GSK591,NCIH1944,4.197177
GW441756,NCIH1944,3.50335
Gefitinib,NCIH1944,3.248696
Gemcitabine,NCIH1944,-2.457412
I-BET-762,NCIH1944,2.944843
I-BRD9,NCIH1944,4.748475
IWP-2,NCIH1944,1.663491
Ibrutinib,NCIH1944,4.473263
Ipatasertib,NCIH1944,3.573547
Irinotecan,NCIH1944,2.751551
JNK Inhibitor VIII,NCIH1944,5.807963
JQ1,NCIH1944,1.399735
KRAS (G12C) Inhibitor-12,NCIH1944,5.468657
KU-55933,NCIH1944,5.559368
L-Oxonoreleagnine,NCIH1944,4.305156
LCL161,NCIH1944,4.738572
LGK974,NCIH1944,3.239563
LJI308,NCIH1944,6.055653
LMP744,NCIH1944,-0.277852
LY2109761,NCIH1944,5.855385
Lapatinib,NCIH1944,3.880199
Leflunomide,NCIH1944,5.443252
Lenalidomide,NCIH1944,6.051737
Lestaurtinib,NCIH1944,-0.688243
Linsitinib,NCIH1944,3.976887
Luminespib,NCIH1944,-2.24476
MG-132,NCIH1944,0.716715
MIM1,NCIH1944,4.495123
MK-1775,NCIH1944,0.584074
MK-8776,NCIH1944,4.051015
ML323,NCIH1944,3.966195
MN-64,NCIH1944,4.182593
Mirin,NCIH1944,4.143813
Mitoxantrone,NCIH1944,-0.714477
Mycophenolic acid,NCIH1944,1.022161
N-acetyl cysteine,NCIH1944,9.807567
NVP-ADW742,NCIH1944,4.684094
Navitoclax,NCIH1944,1.176697
Nelarabine,NCIH1944,5.81932
Nilotinib,NCIH1944,4.829992
Niraparib,NCIH1944,4.451379
Nutlin-3a (-),NCIH1944,3.056813
OF-1,NCIH1944,2.598325
OSI-027,NCIH1944,2.305249
OTX015,NCIH1944,2.346359
Obatoclax Mesylate,NCIH1944,1.009672
Olaparib,NCIH1944,4.832881
Osimertinib,NCIH1944,1.086201
Oxaliplatin,NCIH1944,4.235197
P22077,NCIH1944,5.800316
PCI-34051,NCIH1944,4.891557
PD173074,NCIH1944,4.521173
PFI-1,NCIH1944,4.211632
PLX-4720,NCIH1944,5.91043
POMHEX,NCIH1944,2.143708
PRIMA-1MET,NCIH1944,6.542952
PRT062607,NCIH1944,2.92887
Paclitaxel,NCIH1944,0.231444
Palbociclib,NCIH1944,3.024736
Pevonedistat,NCIH1944,1.649191
Picolinici-acid,NCIH1944,5.98232
Pictilisib,NCIH1944,0.24327
Podophyllotoxin bromide,NCIH1944,-0.444331
Pyridostatin,NCIH1944,3.171285
RO-3306,NCIH1944,2.544434
RVX-208,NCIH1944,4.594806
Rapamycin,NCIH1944,-2.189282
Refametinib,NCIH1944,1.975732
Remodelin,NCIH1944,3.627248
Ribociclib,NCIH1944,5.355563
Romidepsin,NCIH1944,-5.279955
Rucaparib,NCIH1944,3.891687
Ruxolitinib,NCIH1944,4.309885
SB216763,NCIH1944,6.208459
SB590885,NCIH1944,5.598312
SCH772984,NCIH1944,1.747805
SGC-CBP30,NCIH1944,4.70527
SGC0946,NCIH1944,2.212911
SN-38,NCIH1944,-4.108877
Sapitinib,NCIH1944,3.010486
Savolitinib,NCIH1944,1.516308
Schweinfurthin A,NCIH1944,2.819643
Sepantronium bromide,NCIH1944,-2.960989
Serdemetan,NCIH1944,3.462913
Sinularin,NCIH1944,4.016215
Sorafenib,NCIH1944,2.365503
Staurosporine,NCIH1944,-1.766997
Talazoparib,NCIH1944,2.30637
Tamoxifen,NCIH1944,4.915416
Tanespimycin,NCIH1944,-1.589904
Taselisib,NCIH1944,0.74427
Telomerase Inhibitor IX,NCIH1944,2.381866
Temozolomide,NCIH1944,7.536875
Temsirolimus,NCIH1944,2.015145
Teniposide,NCIH1944,0.961288
Topotecan,NCIH1944,-1.057685
Trametinib,NCIH1944,-0.382788
UMI-77,NCIH1944,4.431307
UNC0379,NCIH1944,5.210662
UNC0638,NCIH1944,6.053907
Ulixertinib,NCIH1944,2.624351
Uprosertib,NCIH1944,1.797331
VE-822,NCIH1944,0.297216
VE821,NCIH1944,2.918513
VX-11e,NCIH1944,1.844819
Veliparib,NCIH1944,6.067804
Venetoclax,NCIH1944,2.525767
Vinblastine,NCIH1944,-3.005086
Vincristine,NCIH1944,-2.389754
Vinorelbine,NCIH1944,-3.752711
Vismodegib,NCIH1944,6.110546
Vorinostat,NCIH1944,2.341606
WEHI-539,NCIH1944,3.312239
WIKI4,NCIH1944,2.69924
WZ4003,NCIH1944,4.649897
Wee1 Inhibitor,NCIH1944,4.082366
Wnt-C59,NCIH1944,3.790312
YK-4-279,NCIH1944,2.779146
ZM447439,NCIH1944,3.018366
Zoledronate,NCIH1944,4.475475
alpha-lipoic acid,NCIH1944,7.75791
glutathione,NCIH1944,9.821803
5-Fluorouracil,NCIH196,2.994138
5-azacytidine,NCIH196,4.97977
ABT737,NCIH196,2.638131
AGI-5198,NCIH196,4.914582
AGI-6780,NCIH196,4.616981
AMG-319,NCIH196,5.542089
AT13148,NCIH196,5.226888
AZ6102,NCIH196,4.382574
AZ960,NCIH196,3.6333
AZD1332,NCIH196,5.017421
AZD2014,NCIH196,3.974055
AZD3759,NCIH196,2.643746
AZD4547,NCIH196,2.298991
AZD5153,NCIH196,3.36816
AZD5363,NCIH196,3.103948
AZD5438,NCIH196,5.721204
AZD5582,NCIH196,-1.422684
AZD5991,NCIH196,5.805391
AZD6738,NCIH196,3.709571
AZD8055,NCIH196,0.979986
AZD8186,NCIH196,3.041174
Acetalax,NCIH196,6.347444
Afatinib,NCIH196,2.556394
Alisertib,NCIH196,3.254059
Alpelisib,NCIH196,4.899712
Avagacestat,NCIH196,5.789801
Axitinib,NCIH196,4.454326
BI-2536,NCIH196,3.648385
BMS-345541,NCIH196,3.453924
BMS-536924,NCIH196,3.817452
Bleomycin,NCIH196,2.61586
Bleomycin (50 uM),NCIH196,4.550932
Bortezomib,NCIH196,-3.376903
Bosutinib,NCIH196,3.001015
Bromosporine,NCIH196,1.86025
Buparlisib,NCIH196,1.782446
CCT007093,NCIH196,6.160942
CPI-637,NCIH196,4.588277
CZC24832,NCIH196,5.020106
Carmustine,NCIH196,6.019776
Cediranib,NCIH196,3.195217
Cisplatin,NCIH196,4.641057
Crizotinib,NCIH196,5.682577
Cyclophosphamide,NCIH196,5.4714
Cytarabine,NCIH196,4.184015
Dabrafenib,NCIH196,4.94837
Dacarbazine,NCIH196,6.52874
Dactinomycin,NCIH196,-1.171893
Dactolisib,NCIH196,1.474467
Dasatinib,NCIH196,4.294534
Dihydrorotenone,NCIH196,2.831774
Dinaciclib,NCIH196,-0.879209
Docetaxel,NCIH196,0.783573
EHT-1864,NCIH196,4.342534
EPZ004777,NCIH196,5.079191
EPZ5676,NCIH196,6.136788
Elephantin,NCIH196,6.416785
Entinostat,NCIH196,1.884883
Entospletinib,NCIH196,4.749343
Epirubicin,NCIH196,2.220301
Erlotinib,NCIH196,3.006664
Fludarabine,NCIH196,6.115012
